["Mono", "LMPP", "LSC-SU070", "LMPP", "Blast-SU353", "LMPP", "LMPP", "Blast-SU353", "Mono", "LMPP", "LSC-SU353", "LSC-SU070", "Mono", "Mono", "Mono", "LSC-SU070", "Blast-SU353", "LMPP", "Blast-SU353", "LSC-SU353"]
time(s),iter,infeas,ot_objective,primal,dual,solver
4.307317e+00,3751,1.05332265564949e-07,2.19863281922290e-01,2.19863387254556e-01,2.19821769657383e-01,4.16175971723332e-05,lamp_kernel
4.601744e+00,4001,8.47898209820046e-08,2.19863015670120e-01,2.19863100459941e-01,2.19824831416870e-01,3.82690430704991e-05,lamp_kernel
4.889094e+00,4251,6.53245345602398e-08,2.19862785226547e-01,2.19862850551081e-01,2.19827562773736e-01,3.52877773455440e-05,lamp_kernel
5.176356e+00,4501,5.01218687873729e-08,2.19862584136351e-01,2.19862634258219e-01,2.19830000052177e-01,3.26342060424922e-05,lamp_kernel
5.463673e+00,4751,4.32347496811547e-08,2.19862407262287e-01,2.19862450497036e-01,2.19832341826206e-01,3.01086708307807e-05,lamp_kernel
5.751097e+00,5001,4.29737387412187e-08,2.19862250580002e-01,2.19862293553741e-01,2.19834556146631e-01,2.77374071100955e-05,lamp_kernel
6.038617e+00,5251,4.35424598255256e-08,2.19862110937195e-01,2.19862154479655e-01,2.19836648235231e-01,2.55062444237397e-05,lamp_kernel
6.332750e+00,5501,4.49168881905837e-08,2.19861985844801e-01,2.19862030761689e-01,2.19838606522664e-01,2.34242390258210e-05,lamp_kernel
6.627500e+00,5751,4.75996628058680e-08,2.19861873319122e-01,2.19861920918784e-01,2.19840397293703e-01,2.15236250818429e-05,lamp_kernel
6.917879e+00,6001,5.14094200878491e-08,2.19861771767196e-01,2.19861823176616e-01,2.19842054892067e-01,1.97682845489433e-05,lamp_kernel
7.205741e+00,6251,5.58517932453504e-08,2.19861679902334e-01,2.19861735754128e-01,2.19843571284207e-01,1.81644699202288e-05,lamp_kernel
7.493670e+00,6501,6.08301055703443e-08,2.19861596679541e-01,2.19861657509646e-01,2.19844978448631e-01,1.66790610147960e-05,lamp_kernel
7.781903e+00,6751,6.64734944236324e-08,2.19861521244861e-01,2.19861587718355e-01,2.19846297986242e-01,1.52897321127887e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
9.822600e-05,1,1.45346534653465e+00,3.89024891546197e-01,1.84249023808085e+00,0.00000000000000e+00,1.84249023808085e+00,lamp_kernel
2.807617e-01,251,1.80382302760083e-04,2.12318036694760e-01,2.12498418997521e-01,2.10533733979086e-01,1.96468501843411e-03,lamp_kernel
5.614970e-01,501,3.44809917884886e-05,2.11909349925738e-01,2.11943830917526e-01,2.11187692059502e-01,7.56138858024669e-04,lamp_kernel
8.424299e-01,751,1.03444606243517e-05,2.11840606134318e-01,2.11850950594942e-01,2.11439391709878e-01,4.11558885063446e-04,lamp_kernel
1.123381e+00,1001,3.45558073352727e-06,2.11819507550564e-01,2.11822963131298e-01,2.11570002975049e-01,2.52960156249177e-04,lamp_kernel
1.405770e+00,1251,2.15330803114347e-06,2.11810893200908e-01,2.11813046508939e-01,2.11663331097941e-01,1.49715410998064e-04,lamp_kernel
1.690394e+00,1501,1.65264398096928e-06,2.11806803701319e-01,2.11808456345300e-01,2.11717755952235e-01,9.07003930644690e-05,lamp_kernel
1.976921e+00,1751,1.11593012580716e-06,2.11804638702109e-01,2.11805754632234e-01,2.11739599767234e-01,6.61548649998900e-05,lamp_kernel
2.263032e+00,2001,5.48618812404104e-07,2.11803370419096e-01,2.11803919037908e-01,2.11752389461180e-01,5.15295767281043e-05,lamp_kernel
2.549757e+00,2251,2.32044509955406e-07,2.11802559029799e-01,2.11802791074309e-01,2.11759864578332e-01,4.29264959771469e-05,lamp_kernel
2.836432e+00,2501,1.32627522511118e-07,2.11801996273405e-01,2.11802128900928e-01,2.11765101357756e-01,3.70275431713363e-05,lamp_kernel
3.123404e+00,2751,1.25243823690423e-07,2.11801579711185e-01,2.11801704955009e-01,2.11769204466097e-01,3.25004889119573e-05,lamp_kernel
3.410692e+00,3001,1.43785748619949e-07,2.11801257693686e-01,2.11801401479434e-01,2.11771883188918e-01,2.95182905165337e-05,lamp_kernel
3.699597e+00,3251,1.60204557320882e-07,2.11801002548130e-01,2.11801162752687e-01,2.11774025255049e-01,2.71374976384686e-05,lamp_kernel
3.993082e+00,3501,1.68924529004232e-07,2.11800798324970e-01,2.11800967249499e-01,2.11775711959828e-01,2.52552896709834e-05,lamp_kernel
4.289154e+00,3751,1.65091662920998e-07,2.11800634888235e-01,2.11800799979898e-01,2.11776863730682e-01,2.39362492157891e-05,lamp_kernel
4.578574e+00,4001,1.46552984994924e-07,2.11800504653956e-01,2.11800651206941e-01,2.11777472704759e-01,2.31785021824471e-05,lamp_kernel
4.866623e+00,4251,1.17212818973713e-07,2.11800400908636e-01,2.11800518121455e-01,2.11776662730137e-01,2.38553913181616e-05,lamp_kernel
5.154782e+00,4501,8.53097920173258e-08,2.11800317443347e-01,2.11800402753139e-01,2.11775989483176e-01,2.44132699628030e-05,lamp_kernel
5.443242e+00,4751,5.77985691068031e-08,2.11800248922391e-01,2.11800306720960e-01,2.11775666160526e-01,2.46405604344135e-05,lamp_kernel
5.731703e+00,5001,3.74068327590856e-08,2.11800191215968e-01,2.11800228622800e-01,2.11775618541045e-01,2.46100817556660e-05,lamp_kernel
6.020101e+00,5251,2.39118013184673e-08,2.11800141378158e-01,2.11800165289959e-01,2.11775758820665e-01,2.44064692947188e-05,lamp_kernel
6.308613e+00,5501,1.55123055179786e-08,2.11800097397598e-01,2.11800112909903e-01,2.11776017945288e-01,2.40949646148625e-05,lamp_kernel
6.599572e+00,5751,1.03999463285085e-08,2.11800057914745e-01,2.11800068314691e-01,2.11776345894711e-01,2.37224199802211e-05,lamp_kernel
6.888473e+00,6001,8.00164122331779e-09,2.11800021997852e-01,2.11800029999493e-01,2.11776710872438e-01,2.33191270553323e-05,lamp_kernel
7.177540e+00,6251,6.85626710681822e-09,2.11799988989486e-01,2.11799995845753e-01,2.11777093964588e-01,2.29018811647441e-05,lamp_kernel
7.466513e+00,6501,6.25178663983817e-09,2.11799958408676e-01,2.11799964660462e-01,2.11777484520913e-01,2.24801395491414e-05,lamp_kernel
7.759122e+00,6751,5.94347984973507e-09,2.11799929891057e-01,2.11799935834537e-01,2.11777876657146e-01,2.20591773910928e-05,lamp_kernel
8.053946e+00,7001,6.00415596896796e-09,2.11799903151558e-01,2.11799909155714e-01,2.11778267979260e-01,2.16411764548119e-05,lamp_kernel
8.350622e+00,7251,6.02977655795843e-09,2.11799877961272e-01,2.11799883991048e-01,2.11778657242384e-01,2.12267486646989e-05,lamp_kernel
8.639880e+00,7501,6.03587275450574e-09,2.11799854132279e-01,2.11799860168152e-01,2.11779043932681e-01,2.08162354704555e-05,lamp_kernel
8.929265e+00,7751,6.03251654960096e-09,2.11799831508036e-01,2.11799837540553e-01,2.11779427927545e-01,2.04096130073939e-05,lamp_kernel
9.218529e+00,8001,6.02067596206951e-09,2.11799809957000e-01,2.11799815977676e-01,2.11779809326044e-01,2.00066516318487e-05,lamp_kernel
9.514629e+00,8251,5.99922560973632e-09,2.11799789368352e-01,2.11799795367578e-01,2.11780188317459e-01,1.96070501187751e-05,lamp_kernel
9.810242e+00,8501,5.96744231066361e-09,2.11799769648561e-01,2.11799775616003e-01,2.11780565023526e-01,1.92105924767816e-05,lamp_kernel
1.010391e+01,8751,5.92544663122123e-09,2.11799750718602e-01,2.11799756644049e-01,2.11780939584682e-01,1.88170593669879e-05,lamp_kernel
1.039335e+01,9001,5.95789969372791e-09,2.11799732511537e-01,2.11799738469437e-01,2.11781307929589e-01,1.84305398471252e-05,lamp_kernel
1.068279e+01,9251,6.10043436391957e-09,2.11799714970595e-01,2.11799721071029e-01,2.11781648772348e-01,1.80722986807547e-05,lamp_kernel
1.097208e+01,9501,6.25393461225767e-09,2.11799698047642e-01,2.11799704301577e-01,2.11781990817741e-01,1.77134838354742e-05,lamp_kernel
1.126154e+01,9751,6.41238446562384e-09,2.11799681701827e-01,2.11799688114211e-01,2.11782334024020e-01,1.73540901914071e-05,lamp_kernel
1.155686e+01,10001,6.58633250729231e-09,2.11799665898447e-01,2.11799672484779e-01,2.11782678357467e-01,1.69941273123198e-05,lamp_kernel
1.185211e+01,10251,6.76065103766011e-09,2.11799650607927e-01,2.11799657368578e-01,2.11783023788724e-01,1.66335798544304e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.389270e-04,1,1.68514851485149e+00,3.89024891546197e-01,2.07417340639768e+00,0.00000000000000e+00,2.07417340639768e+00,lamp_kernel
2.857848e-01,251,8.30645597680379e-05,2.18589093668964e-01,2.18672158228732e-01,2.16997374684474e-01,1.67478354425743e-03,lamp_kernel
5.662785e-01,501,3.37281174062739e-06,2.18233764789447e-01,2.18237137601187e-01,2.17571328654038e-01,6.65808947148960e-04,lamp_kernel
8.467090e-01,751,2.03891723954703e-06,2.18151011685269e-01,2.18153050602509e-01,2.17840443303126e-01,3.12607299382928e-04,lamp_kernel
1.126945e+00,1001,1.32222901094540e-06,2.18119594293591e-01,2.18120916522602e-01,2.17943170128382e-01,1.77746394219830e-04,lamp_kernel
1.415168e+00,1251,9.13963612963902e-07,2.18105857675063e-01,2.18106771638676e-01,2.17976165023413e-01,1.30606615263068e-04,lamp_kernel
1.706646e+00,1501,9.70051827403967e-07,2.18099243680024e-01,2.18100213731852e-01,2.17994068363129e-01,1.06145368722221e-04,lamp_kernel
1.996711e+00,1751,6.58537024799719e-07,2.18095870900458e-01,2.18096529437483e-01,2.18009515095925e-01,8.70143415575286e-05,lamp_kernel
2.282832e+00,2001,3.34135893051939e-07,2.18093981839858e-01,2.18094315975751e-01,2.18023523732181e-01,7.07922435706498e-05,lamp_kernel
2.569126e+00,2251,1.89060058597253e-07,2.18092771815023e-01,2.18092960875082e-01,2.18034657572176e-01,5.83033029055158e-05,lamp_kernel
2.855549e+00,2501,1.52493628787270e-07,2.18091906734488e-01,2.18092059228116e-01,2.18042413795351e-01,4.96454327652551e-05,lamp_kernel
3.142144e+00,2751,1.43515270384417e-07,2.18091249571951e-01,2.18091393087221e-01,2.18046795028180e-01,4.45980590410844e-05,lamp_kernel
3.428738e+00,3001,1.41527231558209e-07,2.18090737019307e-01,2.18090878546539e-01,2.18049788228192e-01,4.10903183467592e-05,lamp_kernel
3.719033e+00,3251,1.27487660146914e-07,2.18090333084979e-01,2.18090460572639e-01,2.18052297175856e-01,3.81633967831696e-05,lamp_kernel
4.011912e+00,3501,9.44495768342662e-08,2.18090013002875e-01,2.18090107452452e-01,2.18054543026237e-01,3.55644262151622e-05,lamp_kernel
4.306325e+00,3751,6.61836726965647e-08,2.18089757853561e-01,2.18089824037234e-01,2.18056663115265e-01,3.31609219692830e-05,lamp_kernel
4.593196e+00,4001,6.07374292226979e-08,2.18089552874418e-01,2.18089613611847e-01,2.18058917735127e-01,3.06958767203325e-05,lamp_kernel
4.880253e+00,4251,8.25634304394199e-08,2.18089386830207e-01,2.18089469393637e-01,2.18061258033827e-01,2.82113598099321e-05,lamp_kernel
5.167288e+00,4501,9.70646665060766e-08,2.18089251378777e-01,2.18089348443443e-01,2.18063554754485e-01,2.57936889582200e-05,lamp_kernel
5.461568e+00,4751,9.61283230784922e-08,2.18089140214336e-01,2.18089236342659e-01,2.18065700162294e-01,2.35361803650191e-05,lamp_kernel
5.755284e+00,5001,8.40917199095566e-08,2.18089048276168e-01,2.18089132367888e-01,2.18067565150942e-01,2.15672169463499e-05,lamp_kernel
6.047382e+00,5251,6.75890239505485e-08,2.18088971329553e-01,2.18089038918577e-01,2.18069124989258e-01,1.99139293186879e-05,lamp_kernel
6.334904e+00,5501,5.19174721674780e-08,2.18088905887282e-01,2.18088957804754e-01,2.18070442143924e-01,1.85156608301096e-05,lamp_kernel
6.622439e+00,5751,3.94774161875827e-08,2.18088849213280e-01,2.18088888690696e-01,2.18071557063412e-01,1.73316272837065e-05,lamp_kernel
6.909993e+00,6001,3.04902974449657e-08,2.18088799250029e-01,2.18088829740326e-01,2.18072502565770e-01,1.63271745564353e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.401300e-05,1,8.80515235989618e-01,3.89024891546197e-01,1.26954012753582e+00,0.00000000000000e+00,1.26954012753582e+00,lamp_kernel
2.787658e-01,251,3.11040355603626e-04,2.28564429644395e-01,2.28875469999999e-01,2.25490054124185e-01,3.38541587581406e-03,lamp_kernel
5.612368e-01,501,1.95545314047261e-05,2.28006558263242e-01,2.28026112794646e-01,2.27147340853184e-01,8.78771941462159e-04,lamp_kernel
8.469204e-01,751,3.50602356765471e-06,2.27897969144409e-01,2.27901475167977e-01,2.27435865701695e-01,4.65609466281713e-04,lamp_kernel
1.134479e+00,1001,1.38183269667396e-06,2.27859464693137e-01,2.27860846525834e-01,2.27564269713760e-01,2.96576812074262e-04,lamp_kernel
1.416282e+00,1251,4.90919524291342e-07,2.27842749747606e-01,2.27843240667130e-01,2.27611688210199e-01,2.31552456931516e-04,lamp_kernel
1.700897e+00,1501,3.16758528440654e-07,2.27833981261440e-01,2.27834298019968e-01,2.27635949559418e-01,1.98348460550141e-04,lamp_kernel
1.986013e+00,1751,3.57515613251229e-07,2.27828609447671e-01,2.27828966963285e-01,2.27660658521395e-01,1.68308441890030e-04,lamp_kernel
2.271335e+00,2001,3.32328435413187e-07,2.27824989284279e-01,2.27825321612714e-01,2.27681070893598e-01,1.44250719116196e-04,lamp_kernel
2.563366e+00,2251,2.80593280590959e-07,2.27822405251892e-01,2.27822685845173e-01,2.27698200002089e-01,1.24485843083610e-04,lamp_kernel
2.855453e+00,2501,2.31724246298521e-07,2.27820490356014e-01,2.27820722080260e-01,2.27714077631809e-01,1.06644448451126e-04,lamp_kernel
3.144825e+00,2751,1.94746948348355e-07,2.27819033116392e-01,2.27819227863340e-01,2.27726902733182e-01,9.23251301573613e-05,lamp_kernel
3.430683e+00,3001,1.63661041617364e-07,2.27817901887323e-01,2.27818065548364e-01,2.27739477435453e-01,7.85881129110044e-05,lamp_kernel
3.716446e+00,3251,1.36308186053076e-07,2.27817010256528e-01,2.27817146564714e-01,2.27749710854907e-01,6.74357098073841e-05,lamp_kernel
4.002418e+00,3501,1.12223400967628e-07,2.27816298907840e-01,2.27816411131241e-01,2.27756813124434e-01,5.95980068063828e-05,lamp_kernel
4.288599e+00,3751,8.99282570033662e-08,2.27815725420775e-01,2.27815815349032e-01,2.27762983631257e-01,5.28317177755921e-05,lamp_kernel
4.575313e+00,4001,7.27725837183616e-08,2.27815258567757e-01,2.27815331340341e-01,2.27768112785922e-01,4.72185544191095e-05,lamp_kernel
4.865459e+00,4251,6.25345886209314e-08,2.27814875077732e-01,2.27814937612321e-01,2.27772159305905e-01,4.27783064153309e-05,lamp_kernel
5.158511e+00,4501,6.08514950972043e-08,2.27814557542048e-01,2.27814618393543e-01,2.27775679541147e-01,3.89388523957257e-05,lamp_kernel
5.452942e+00,4751,6.85296503104436e-08,2.27814292857374e-01,2.27814361387025e-01,2.27778986010387e-01,3.53753766372533e-05,lamp_kernel
5.739773e+00,5001,7.56624432392896e-08,2.27814071039412e-01,2.27814146701855e-01,2.27782052290685e-01,3.20944111697197e-05,lamp_kernel
6.026649e+00,5251,7.85753905114159e-08,2.27813884351765e-01,2.27813962927156e-01,2.27784836321375e-01,2.91266057803607e-05,lamp_kernel
6.313645e+00,5501,7.70981463293962e-08,2.27813726686045e-01,2.27813803784192e-01,2.27787318670986e-01,2.64851132059096e-05,lamp_kernel
6.600446e+00,5751,7.13645289986797e-08,2.27813593126034e-01,2.27813664490563e-01,2.27789573812842e-01,2.40906777218552e-05,lamp_kernel
7.420147e+00,6001,6.22577741044592e-08,2.27813479643631e-01,2.27813541901405e-01,2.27791550485877e-01,2.19914155283885e-05,lamp_kernel
7.706699e+00,6251,5.10284200174228e-08,2.27813382890751e-01,2.27813433919171e-01,2.27792266928389e-01,2.11669907822232e-05,lamp_kernel
7.993332e+00,6501,3.93146257218658e-08,2.27813300060992e-01,2.27813339375618e-01,2.27792078105348e-01,2.12612702698567e-05,lamp_kernel
8.279919e+00,6751,2.81279780944834e-08,2.27813228798607e-01,2.27813256926585e-01,2.27792069740361e-01,2.11871862240698e-05,lamp_kernel
8.566669e+00,7001,1.92260863319248e-08,2.27813167135101e-01,2.27813186361187e-01,2.27792273471802e-01,2.09128893850496e-05,lamp_kernel
8.853334e+00,7251,1.52286098393099e-08,2.27813113438679e-01,2.27813128667288e-01,2.27792631218265e-01,2.04974490235210e-05,lamp_kernel
9.140306e+00,7501,1.34816469732507e-08,2.27813066367965e-01,2.27813079849612e-01,2.27793074389746e-01,2.00054598654686e-05,lamp_kernel
9.430302e+00,7751,1.29158863320951e-08,2.27813024827578e-01,2.27813037743465e-01,2.27793603458260e-01,1.94342852048446e-05,lamp_kernel
9.724126e+00,8001,1.29144764329303e-08,2.27812987926349e-01,2.27813000840825e-01,2.27794190567004e-01,1.88102738212792e-05,lamp_kernel
1.001883e+01,8251,1.31737161413030e-08,2.27812954939869e-01,2.27812968113585e-01,2.27794808916070e-01,1.81591975150497e-05,lamp_kernel
1.030637e+01,8501,1.34818918541654e-08,2.27812925278471e-01,2.27812938760363e-01,2.27795439138948e-01,1.74996214152567e-05,lamp_kernel
1.059353e+01,8751,1.41886290169457e-08,2.27812898460668e-01,2.27812912649297e-01,2.27796067222257e-01,1.68454270396690e-05,lamp_kernel
1.088094e+01,9001,1.46860379832326e-08,2.27812874091711e-01,2.27812888777749e-01,2.27796680931537e-01,1.62078462120907e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.293500e-05,1,1.72277227722772e+00,3.89024891546197e-01,2.11179716877392e+00,0.00000000000000e+00,2.11179716877392e+00,lamp_kernel
2.867338e-01,251,8.40689953774985e-04,2.03950702586319e-01,2.04791392540094e-01,2.00892458848954e-01,3.89893369114003e-03,lamp_kernel
5.731470e-01,501,3.74017405180419e-04,2.03544560878359e-01,2.03918578283539e-01,2.01689112235091e-01,2.22946604844840e-03,lamp_kernel
8.588731e-01,751,2.01814642726126e-04,2.03447643172799e-01,2.03649457815525e-01,2.02357512464150e-01,1.29194535137533e-03,lamp_kernel
1.139401e+00,1001,1.09517765606518e-05,2.03436712378531e-01,2.03447664155091e-01,2.02962694597847e-01,4.84969557243892e-04,lamp_kernel
1.420761e+00,1251,7.54640147962314e-05,2.03432457953201e-01,2.03507921967997e-01,2.03050485976411e-01,4.57435991586153e-04,lamp_kernel
1.704434e+00,1501,4.36936797145738e-05,2.03421238582413e-01,2.03464932262127e-01,2.03147762012759e-01,3.17170249368087e-04,lamp_kernel
1.989887e+00,1751,9.72686864198844e-07,2.03420709497400e-01,2.03421682184265e-01,2.03275346842376e-01,1.46335341888154e-04,lamp_kernel
2.275720e+00,2001,1.59825091156808e-05,2.03419594672621e-01,2.03435577181737e-01,2.03291955405431e-01,1.43621776305086e-04,lamp_kernel
2.568836e+00,2251,1.01328818931911e-05,2.03416698717238e-01,2.03426831599131e-01,2.03332047376562e-01,9.47842225694218e-05,lamp_kernel
2.861561e+00,2501,8.57387328795468e-07,2.03416151148334e-01,2.03417008535662e-01,2.03357727553030e-01,5.92809826320817e-05,lamp_kernel
3.152150e+00,2751,3.41463712279236e-06,2.03415405910014e-01,2.03418820547137e-01,2.03361723823322e-01,5.70967238150144e-05,lamp_kernel
3.438722e+00,3001,2.43131591565023e-06,2.03414382778399e-01,2.03416814094315e-01,2.03375736023080e-01,4.10780712346015e-05,lamp_kernel
3.725171e+00,3251,4.23061527453568e-07,2.03413935814176e-01,2.03414358875704e-01,2.03381724012891e-01,3.26348628125195e-05,lamp_kernel
4.013306e+00,3501,7.61947153365832e-07,2.03413465231535e-01,2.03414227178688e-01,2.03383902216617e-01,3.03249620706991e-05,lamp_kernel
4.305840e+00,3751,5.84085631271881e-07,2.03412983583028e-01,2.03413567668659e-01,2.03389279890182e-01,2.42877784763784e-05,lamp_kernel
4.601199e+00,4001,1.38091944893701e-07,2.03412660465751e-01,2.03412798557696e-01,2.03391633907851e-01,2.11646498444740e-05,lamp_kernel
4.889574e+00,4251,1.57834313811853e-07,2.03412354628307e-01,2.03412512462621e-01,2.03392915605372e-01,1.95968572494487e-05,lamp_kernel
5.176600e+00,4501,1.30909708404527e-07,2.03412073711385e-01,2.03412204621093e-01,2.03395058961776e-01,1.71456593168473e-05,lamp_kernel
5.463761e+00,4751,3.80261949573872e-08,2.03411849118372e-01,2.03411887144567e-01,2.03396293713714e-01,1.55934308531114e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.596800e-05,1,1.46930693069307e+00,3.76242680566311e-01,1.84554961125938e+00,0.00000000000000e+00,1.84554961125938e+00,lamp_kernel
2.800784e-01,251,1.06719677716019e-04,1.66188209366445e-01,1.66294929044161e-01,1.64388727774491e-01,1.90620126966992e-03,lamp_kernel
5.601103e-01,501,1.85380753547351e-05,1.65622009974638e-01,1.65640548049993e-01,1.64996018532636e-01,6.44529517357412e-04,lamp_kernel
8.400384e-01,751,1.76160904903497e-06,1.65505890709990e-01,1.65507652319040e-01,1.65145539427941e-01,3.62112891098776e-04,lamp_kernel
1.126294e+00,1001,1.32071324747592e-06,1.65463042993566e-01,1.65464363706814e-01,1.65229393406468e-01,2.34970300346082e-04,lamp_kernel
1.414713e+00,1251,8.93018673629307e-07,1.65442206022138e-01,1.65443099040811e-01,1.65276970122565e-01,1.66128918245995e-04,lamp_kernel
1.704715e+00,1501,9.25030724593201e-07,1.65430346997749e-01,1.65431272028474e-01,1.65310951166589e-01,1.20320861884987e-04,lamp_kernel
1.989735e+00,1751,7.23967691776482e-07,1.65422976340723e-01,1.65423700308415e-01,1.65330211987170e-01,9.34883212453663e-05,lamp_kernel
2.275024e+00,2001,4.18700158922537e-07,1.65418126974491e-01,1.65418545674650e-01,1.65343496528945e-01,7.50491457046087e-05,lamp_kernel
2.560876e+00,2251,2.11320243916916e-07,1.65414764183082e-01,1.65414975503326e-01,1.65354123169735e-01,6.08523335905164e-05,lamp_kernel
2.849348e+00,2501,1.66547195525245e-07,1.65412325866787e-01,1.65412492413982e-01,1.65361824145934e-01,5.06682680488368e-05,lamp_kernel
3.141378e+00,2751,1.96511553969782e-07,1.65410501171526e-01,1.65410697683080e-01,1.65367166170467e-01,4.35315126126046e-05,lamp_kernel
3.434899e+00,3001,2.29739989938653e-07,1.65409108445888e-01,1.65409338185878e-01,1.65370755866404e-01,3.85823194736234e-05,lamp_kernel
3.721660e+00,3251,2.35166168234866e-07,1.65408032919819e-01,1.65408268085988e-01,1.65373512335538e-01,3.47557504494500e-05,lamp_kernel
4.007982e+00,3501,2.23035762579790e-07,1.65407196093296e-01,1.65407419129058e-01,1.65375423950128e-01,3.19951789301276e-05,lamp_kernel
4.294484e+00,3751,1.92763448158673e-07,1.65406540340395e-01,1.65406733103843e-01,1.65376617604371e-01,3.01154994719333e-05,lamp_kernel
4.581124e+00,4001,1.54008218964132e-07,1.65406021333706e-01,1.65406175341925e-01,1.65377701696054e-01,2.84736458708024e-05,lamp_kernel
4.867728e+00,4251,1.19932044366706e-07,1.65405604845119e-01,1.65405724777164e-01,1.65378848847066e-01,2.68759300978694e-05,lamp_kernel
5.161154e+00,4501,9.59334791776857e-08,1.65405265259393e-01,1.65405361192873e-01,1.65380116898886e-01,2.52442939867314e-05,lamp_kernel
5.454751e+00,4751,7.94065033553829e-08,1.65404984020006e-01,1.65405063426509e-01,1.65381446767674e-01,2.36166588353515e-05,lamp_kernel
5.745027e+00,5001,7.13996471654213e-08,1.65404747835109e-01,1.65404819234757e-01,1.65382757790957e-01,2.20614437993483e-05,lamp_kernel
6.032039e+00,5251,6.67472969638313e-08,1.65404547101848e-01,1.65404613849145e-01,1.65384032318946e-01,2.05815301984880e-05,lamp_kernel
6.319102e+00,5501,6.37901977562455e-08,1.65404374761250e-01,1.65404438551448e-01,1.65385267390236e-01,1.91711612117784e-05,lamp_kernel
6.609025e+00,5751,6.21586347319107e-08,1.65404225523612e-01,1.65404287682247e-01,1.65386441946809e-01,1.78457354376715e-05,lamp_kernel
6.902604e+00,6001,6.28143776875735e-08,1.65404095343134e-01,1.65404158157512e-01,1.65387539059984e-01,1.66190975276481e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.183940e-04,1,1.69504950495049e+00,3.76242680566311e-01,2.07129218551681e+00,0.00000000000000e+00,2.07129218551681e+00,lamp_kernel
2.870752e-01,251,3.15296592850488e-05,1.62379623289185e-01,1.62411152948470e-01,1.61207558049885e-01,1.20359489858582e-03,lamp_kernel
5.676877e-01,501,7.07161113964045e-06,1.61987713893611e-01,1.61994785504751e-01,1.61626188680937e-01,3.68596823813433e-04,lamp_kernel
8.477772e-01,751,2.80242337791542e-06,1.61926577519161e-01,1.61929379942539e-01,1.61706276339780e-01,2.23103602758429e-04,lamp_kernel
1.128129e+00,1001,9.44118118791242e-07,1.61906224042984e-01,1.61907168161103e-01,1.61755036498270e-01,1.52131662833566e-04,lamp_kernel
1.409935e+00,1251,6.37817565943091e-07,1.61896559860293e-01,1.61897197677859e-01,1.61791995219589e-01,1.05202458269338e-04,lamp_kernel
1.693888e+00,1501,5.68770736691890e-07,1.61891122844378e-01,1.61891691615114e-01,1.61816037006961e-01,7.56546081534526e-05,lamp_kernel
1.978678e+00,1751,4.11762366837275e-07,1.61887878203172e-01,1.61888289965539e-01,1.61829675273199e-01,5.86146923405029e-05,lamp_kernel
2.270874e+00,2001,2.60874624497912e-07,1.61885888184231e-01,1.61886149058856e-01,1.61838704172368e-01,4.74448864877519e-05,lamp_kernel
2.562757e+00,2251,1.42840840392156e-07,1.61884613202658e-01,1.61884756043499e-01,1.61844468583897e-01,4.02874596010794e-05,lamp_kernel
2.852355e+00,2501,8.18568247274455e-08,1.61883746874471e-01,1.61883828731296e-01,1.61848894120876e-01,3.49346104198123e-05,lamp_kernel
3.138180e+00,2751,9.52885601959473e-08,1.61883116605969e-01,1.61883211894529e-01,1.61852883163925e-01,3.03287306036570e-05,lamp_kernel
3.424207e+00,3001,7.21708452098532e-08,1.61882633157547e-01,1.61882705328392e-01,1.61856510301170e-01,2.61950272220091e-05,lamp_kernel
3.710423e+00,3251,7.84684287026922e-08,1.61882245562847e-01,1.61882324031276e-01,1.61859555586991e-01,2.27684442847265e-05,lamp_kernel
3.996914e+00,3501,8.12529407381921e-08,1.61881926924373e-01,1.61882008177313e-01,1.61862023230164e-01,1.99849471495817e-05,lamp_kernel
4.287621e+00,3751,6.33167864216636e-08,1.61881660686499e-01,1.61881724003285e-01,1.61864063970764e-01,1.76600325214049e-05,lamp_kernel
4.579789e+00,4001,5.93613274266452e-08,1.61881434879154e-01,1.61881494240481e-01,1.61865764615619e-01,1.57296248625149e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.144120e-04,1,1.92079207920792e+00,3.76242680566311e-01,2.29703475977423e+00,0.00000000000000e+00,2.29703475977423e+00,lamp_kernel
2.875306e-01,251,1.45571330765832e-05,1.83141055288256e-01,1.83155612421333e-01,1.82332668080619e-01,8.22944340713783e-04,lamp_kernel
5.680575e-01,501,3.69593197516463e-06,1.82871805428260e-01,1.82875501360235e-01,1.82575183318606e-01,3.00318041628805e-04,lamp_kernel
8.485193e-01,751,6.57336598939460e-06,1.82820279359758e-01,1.82826852725747e-01,1.82685555982649e-01,1.41296743098263e-04,lamp_kernel
1.128893e+00,1001,6.20585945247359e-06,1.82802253552492e-01,1.82808459411945e-01,1.82671574327181e-01,1.36885084763921e-04,lamp_kernel
