["Mono", "LMPP", "LSC-SU070", "LMPP", "Blast-SU353", "LMPP", "LMPP", "Blast-SU353", "Mono", "LMPP", "LSC-SU353", "LSC-SU070", "Mono", "Mono", "Mono", "LSC-SU070", "Blast-SU353", "LMPP", "Blast-SU353", "LSC-SU353"]
time(s),iter,infeas,ot_objective,primal,dual,solver
8.592766e-01,751,1.45412332012556e-06,1.80215408604095e-01,1.80216862727415e-01,1.79795424508137e-01,4.21438219278508e-04,lamp_kernel
1.140711e+00,1001,8.64801641592965e-07,1.80183944876069e-01,1.80184809677710e-01,1.79911947468864e-01,2.72862208846314e-04,lamp_kernel
1.423862e+00,1251,5.03277340644340e-07,1.80170507344490e-01,1.80171010621830e-01,1.79970558200013e-01,2.00452421817043e-04,lamp_kernel
1.709109e+00,1501,3.83043906581080e-07,1.80163940728873e-01,1.80164323772780e-01,1.80010879991024e-01,1.53443781756468e-04,lamp_kernel
2.001038e+00,1751,4.26779666518247e-07,1.80160394771093e-01,1.80160821550759e-01,1.80041343059546e-01,1.19478491213715e-04,lamp_kernel
2.293207e+00,2001,4.51025567581036e-07,1.80158288440121e-01,1.80158739465689e-01,1.80068340629259e-01,9.03988364300834e-05,lamp_kernel
2.585676e+00,2251,3.65919838181493e-07,1.80156944350680e-01,1.80157310270518e-01,1.80089154456518e-01,6.81558140003535e-05,lamp_kernel
2.872413e+00,2501,2.54091712470232e-07,1.80156039731061e-01,1.80156293822773e-01,1.80100955093801e-01,5.53387289721485e-05,lamp_kernel
3.159180e+00,2751,1.69544978918572e-07,1.80155402214141e-01,1.80155571759120e-01,1.80107365231653e-01,4.82065274670651e-05,lamp_kernel
3.446083e+00,3001,1.13945546480903e-07,1.80154934301141e-01,1.80155048246688e-01,1.80111968812798e-01,4.30794338897311e-05,lamp_kernel
3.733262e+00,3251,7.70736783974296e-08,1.80154578001313e-01,1.80154655074992e-01,1.80115680250027e-01,3.89748249651489e-05,lamp_kernel
4.020603e+00,3501,5.29520461315519e-08,1.80154297150662e-01,1.80154350102708e-01,1.80118764388285e-01,3.55857144227478e-05,lamp_kernel
4.308028e+00,3751,3.90804045625898e-08,1.80154068559529e-01,1.80154107639934e-01,1.80121160042356e-01,3.29475975777149e-05,lamp_kernel
4.602639e+00,4001,3.20022562319350e-08,1.80153877148217e-01,1.80153909150473e-01,1.80123213935642e-01,3.06952148304285e-05,lamp_kernel
4.897985e+00,4251,2.95087801573368e-08,1.80153712990761e-01,1.80153742499541e-01,1.80125054759911e-01,2.86877396303287e-05,lamp_kernel
5.188898e+00,4501,2.93575074751137e-08,1.80153569449743e-01,1.80153598807250e-01,1.80126702291694e-01,2.68965155560685e-05,lamp_kernel
5.477022e+00,4751,3.01719695272852e-08,1.80153441998161e-01,1.80153472170131e-01,1.80128229255804e-01,2.52429143268729e-05,lamp_kernel
5.765171e+00,5001,3.12475311499591e-08,1.80153327477576e-01,1.80153358725107e-01,1.80129636427702e-01,2.37222974056039e-05,lamp_kernel
6.053546e+00,5251,3.21451667203793e-08,1.80153223629579e-01,1.80153255774746e-01,1.80130921205467e-01,2.23345692792198e-05,lamp_kernel
6.341962e+00,5501,3.27379713890290e-08,1.80153128797265e-01,1.80153161535237e-01,1.80132131444735e-01,2.10300905016392e-05,lamp_kernel
6.634796e+00,5751,3.30653250352942e-08,1.80153041732780e-01,1.80153074798105e-01,1.80133272132516e-01,1.98026655886252e-05,lamp_kernel
6.929207e+00,6001,3.31619300008154e-08,1.80152961471463e-01,1.80152994633393e-01,1.80134258204345e-01,1.87364290475667e-05,lamp_kernel
7.222955e+00,6251,3.31180375577634e-08,1.80152887248464e-01,1.80152920366501e-01,1.80135216384889e-01,1.77039816121050e-05,lamp_kernel
7.511520e+00,6501,3.31028727078036e-08,1.80152818442700e-01,1.80152851545573e-01,1.80136128730012e-01,1.67228155608934e-05,lamp_kernel
7.800084e+00,6751,3.29622065681108e-08,1.80152754538841e-01,1.80152787501048e-01,1.80136967508959e-01,1.58199920888002e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.004570e-04,1,1.50693069306931e+00,3.62202908251639e-01,1.86913360132095e+00,0.00000000000000e+00,1.86913360132095e+00,lamp_kernel
2.806686e-01,251,1.05834432760111e-04,1.88289279749115e-01,1.88395114181875e-01,1.86672999685015e-01,1.72211449685958e-03,lamp_kernel
5.675817e-01,501,1.19759313617904e-05,1.87850293950118e-01,1.87862269881480e-01,1.87256751843483e-01,6.05518037996827e-04,lamp_kernel
8.551265e-01,751,2.17614064907061e-06,1.87774361069493e-01,1.87776537210142e-01,1.87421063496686e-01,3.55473713455179e-04,lamp_kernel
1.138744e+00,1001,1.81837476405937e-06,1.87747584842808e-01,1.87749403217572e-01,1.87518257686869e-01,2.31145530703136e-04,lamp_kernel
1.421842e+00,1251,1.30554901281650e-06,1.87734092645234e-01,1.87735398194247e-01,1.87574651232479e-01,1.60746961768210e-04,lamp_kernel
1.706371e+00,1501,8.97814095607167e-07,1.87726295297910e-01,1.87727193112006e-01,1.87589547312433e-01,1.37645799572900e-04,lamp_kernel
1.994824e+00,1751,4.08402023305119e-07,1.87721490250677e-01,1.87721898652700e-01,1.87613049577728e-01,1.08849074971995e-04,lamp_kernel
2.289614e+00,2001,5.59929237005650e-07,1.87718321166202e-01,1.87718881095439e-01,1.87623908162043e-01,9.49729333958316e-05,lamp_kernel
2.583108e+00,2251,5.47192202894705e-07,1.87716075225716e-01,1.87716622417919e-01,1.87633948718966e-01,8.26736989529286e-05,lamp_kernel
2.869574e+00,2501,3.01558289267056e-07,1.87714405344471e-01,1.87714706902761e-01,1.87643019467862e-01,7.16874348987984e-05,lamp_kernel
3.156311e+00,2751,3.42301127020330e-07,1.87713110264910e-01,1.87713452566037e-01,1.87650714666647e-01,6.27378993898753e-05,lamp_kernel
3.443479e+00,3001,1.66627005916330e-07,1.87712074511747e-01,1.87712241138753e-01,1.87657226356083e-01,5.50147826705316e-05,lamp_kernel
3.730622e+00,3251,2.21590650976152e-07,1.87711234910392e-01,1.87711456501043e-01,1.87663277510729e-01,4.81789903143126e-05,lamp_kernel
4.721638e+00,3501,2.47356705648759e-07,1.87710548859120e-01,1.87710796215826e-01,1.87668138498427e-01,4.26577173990861e-05,lamp_kernel
5.008474e+00,3751,1.54935083993788e-07,1.87709982450360e-01,1.87710137385444e-01,1.87672315973154e-01,3.78214122891130e-05,lamp_kernel
5.302203e+00,4001,1.31735868178926e-07,1.87709509319286e-01,1.87709641055154e-01,1.87675866548927e-01,3.37745062274908e-05,lamp_kernel
5.595668e+00,4251,1.39407063898005e-07,1.87709109571480e-01,1.87709248978544e-01,1.87679023430464e-01,3.02255480794933e-05,lamp_kernel
5.887300e+00,4501,1.10253120886490e-07,1.87708768098741e-01,1.87708878351862e-01,1.87681740275057e-01,2.71380768054053e-05,lamp_kernel
6.174806e+00,4751,9.94506987406593e-08,1.87708473548954e-01,1.87708572999653e-01,1.87683702578894e-01,2.48704207583272e-05,lamp_kernel
6.462416e+00,5001,8.58866566085739e-08,1.87708217365077e-01,1.87708303251733e-01,1.87685366584563e-01,2.29366671700704e-05,lamp_kernel
6.750067e+00,5251,6.83280580382594e-08,1.87707993034995e-01,1.87708061363053e-01,1.87686788770175e-01,2.12725928781798e-05,lamp_kernel
7.044899e+00,5501,5.32828224673950e-08,1.87707795473481e-01,1.87707848756304e-01,1.87688072057832e-01,1.97766984719738e-05,lamp_kernel
7.339240e+00,5751,7.36253448305082e-08,1.87707620731008e-01,1.87707694356352e-01,1.87689220875203e-01,1.84734811495002e-05,lamp_kernel
7.631578e+00,6001,8.68524248178359e-08,1.87707465817475e-01,1.87707552669900e-01,1.87690249439182e-01,1.73032307171639e-05,lamp_kernel
7.919638e+00,6251,7.62335953241758e-08,1.87707328384618e-01,1.87707404618213e-01,1.87691199163462e-01,1.62054547513113e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.540700e-05,1,1.91485148514851e+00,3.62202908251639e-01,2.27705439340015e+00,0.00000000000000e+00,2.27705439340015e+00,lamp_kernel
2.804419e-01,251,1.61116902217333e-05,2.15538666249533e-01,2.15554777939754e-01,2.14672780161022e-01,8.81997778732768e-04,lamp_kernel
5.611935e-01,501,5.32302580731994e-06,2.15323016101914e-01,2.15328339127721e-01,2.14986117190792e-01,3.42221936928816e-04,lamp_kernel
8.418873e-01,751,6.85010839602823e-07,2.15289152209337e-01,2.15289837220176e-01,2.15077749092651e-01,2.12088127524962e-04,lamp_kernel
1.125353e+00,1001,6.86845380119877e-07,2.15273860615892e-01,2.15274547461272e-01,2.15144504602917e-01,1.30042858355023e-04,lamp_kernel
1.414416e+00,1251,8.60336981273103e-07,2.15265337205311e-01,2.15266197542292e-01,2.15187560090170e-01,7.86374521228872e-05,lamp_kernel
1.707201e+00,1501,6.75017069841852e-07,2.15260779223875e-01,2.15261454240945e-01,2.15213902550834e-01,4.75516901116135e-05,lamp_kernel
1.993835e+00,1751,2.69191334513905e-07,2.15258464178722e-01,2.15258733370057e-01,2.15224407969406e-01,3.43254006512639e-05,lamp_kernel
2.280562e+00,2001,9.44533663131558e-08,2.15257228111890e-01,2.15257322565256e-01,2.15229099977535e-01,2.82225877213660e-05,lamp_kernel
2.567127e+00,2251,5.57322747526914e-08,2.15256482788369e-01,2.15256538520644e-01,2.15231855093287e-01,2.46834273570917e-05,lamp_kernel
2.859772e+00,2501,3.94835640396787e-08,2.15255973475212e-01,2.15256012958776e-01,2.15234296432004e-01,2.17165267724084e-05,lamp_kernel
3.152225e+00,2751,2.97970215005094e-08,2.15255587667116e-01,2.15255617464137e-01,2.15236411325353e-01,1.92061387840059e-05,lamp_kernel
3.444847e+00,3001,3.19796809062014e-08,2.15255272589678e-01,2.15255304569359e-01,2.15238236388151e-01,1.70681812078077e-05,lamp_kernel
3.732089e+00,3251,3.61725718280597e-08,2.15255002532749e-01,2.15255038705321e-01,2.15239829304645e-01,1.52094006755921e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.566800e-05,1,1.45148514851485e+00,3.62202908251639e-01,1.81368805676649e+00,0.00000000000000e+00,1.81368805676649e+00,lamp_kernel
2.801501e-01,251,1.37210083526830e-04,1.79004903633863e-01,1.79142113717390e-01,1.77160803911438e-01,1.98130980595229e-03,lamp_kernel
5.605953e-01,501,4.77999111492033e-06,1.78580675160238e-01,1.78585455151352e-01,1.77891133620307e-01,6.94321531045400e-04,lamp_kernel
8.408540e-01,751,2.03543182493824e-06,1.78503882837142e-01,1.78505918268967e-01,1.78133206462993e-01,3.72711805973924e-04,lamp_kernel
1.121318e+00,1001,1.86429656827469e-06,1.78477506461402e-01,1.78479370757970e-01,1.78242722656840e-01,2.36648101130027e-04,lamp_kernel
1.406105e+00,1251,1.26108861106969e-06,1.78465719797739e-01,1.78466980886350e-01,1.78303032933467e-01,1.63947952882854e-04,lamp_kernel
1.697059e+00,1501,8.41247609068431e-07,1.78459846495417e-01,1.78460687743026e-01,1.78343442687838e-01,1.17245055188175e-04,lamp_kernel
1.991185e+00,1751,5.30493298167637e-07,1.78456667452247e-01,1.78457197945545e-01,1.78365752270142e-01,9.14456754032289e-05,lamp_kernel
2.278652e+00,2001,2.85618675469675e-07,1.78454808702064e-01,1.78455094320740e-01,1.78381735282422e-01,7.33590383180660e-05,lamp_kernel
2.564875e+00,2251,1.51402164088861e-07,1.78453642322642e-01,1.78453793724806e-01,1.78391193619631e-01,6.26001051743375e-05,lamp_kernel
2.852526e+00,2501,9.21366812605176e-08,1.78452856701292e-01,1.78452948837973e-01,1.78396882829097e-01,5.60660088757547e-05,lamp_kernel
3.139109e+00,2751,6.34246017858355e-08,1.78452290074408e-01,1.78452353499010e-01,1.78401807920252e-01,5.05455787578601e-05,lamp_kernel
3.425751e+00,3001,4.77247343864373e-08,1.78451855969331e-01,1.78451903694065e-01,1.78405839474029e-01,4.60642200363348e-05,lamp_kernel
3.712617e+00,3251,3.79317871670149e-08,1.78451506448304e-01,1.78451544380091e-01,1.78409356481015e-01,4.21878990757574e-05,lamp_kernel
3.999819e+00,3501,3.16293635807806e-08,1.78451213840488e-01,1.78451245469852e-01,1.78412140362926e-01,3.91051069260351e-05,lamp_kernel
4.287106e+00,3751,2.73192209038032e-08,1.78450961550795e-01,1.78450988870016e-01,1.78414447586744e-01,3.65412832724898e-05,lamp_kernel
4.574439e+00,4001,2.46512347287430e-08,1.78450739264032e-01,1.78450763915266e-01,1.78416560830046e-01,3.42030852205910e-05,lamp_kernel
4.861749e+00,4251,2.27481741929544e-08,1.78450540337878e-01,1.78450563086053e-01,1.78418509450719e-01,3.20536353337064e-05,lamp_kernel
5.149353e+00,4501,2.14227179732557e-08,1.78450360335270e-01,1.78450381757988e-01,1.78420310043437e-01,3.00717145518825e-05,lamp_kernel
5.436977e+00,4751,2.04192697904979e-08,1.78450196174232e-01,1.78450216593502e-01,1.78421977177593e-01,2.82394159086263e-05,lamp_kernel
5.724705e+00,5001,1.97205569320797e-08,1.78450045624283e-01,1.78450065344840e-01,1.78423524593814e-01,2.65407510258997e-05,lamp_kernel
6.012436e+00,5251,1.92147569886199e-08,1.78449907002811e-01,1.78449926217568e-01,1.78424964380589e-01,2.49618369786986e-05,lamp_kernel
6.300420e+00,5501,1.88098741921627e-08,1.78449778989581e-01,1.78449797799455e-01,1.78426293101990e-01,2.35046974644826e-05,lamp_kernel
6.588407e+00,5751,1.84632898986952e-08,1.78449660511926e-01,1.78449678975216e-01,1.78427491972557e-01,2.21870026585747e-05,lamp_kernel
6.876488e+00,6001,1.81640695072890e-08,1.78449550672912e-01,1.78449568836982e-01,1.78428578601969e-01,2.09902350127855e-05,lamp_kernel
7.165945e+00,6251,1.80193364070285e-08,1.78449448705699e-01,1.78449466725035e-01,1.78429578906550e-01,1.98878184854978e-05,lamp_kernel
7.460206e+00,6501,1.79507208270223e-08,1.78449353944023e-01,1.78449371894744e-01,1.78430521881860e-01,1.88500128839031e-05,lamp_kernel
7.757215e+00,6751,1.79889871544324e-08,1.78449265802590e-01,1.78449283791577e-01,1.78431411178730e-01,1.78726128475803e-05,lamp_kernel
8.047128e+00,7001,1.81603939823133e-08,1.78449183763433e-01,1.78449201923827e-01,1.78432244038313e-01,1.69578855144792e-05,lamp_kernel
8.335553e+00,7251,1.86065195482833e-08,1.78449107366196e-01,1.78449125972715e-01,1.78433025387371e-01,1.61005853438756e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.978400e-05,1,1.46930693069307e+00,3.73727402697057e-01,1.84303433339013e+00,0.00000000000000e+00,1.84303433339013e+00,lamp_kernel
2.796849e-01,251,6.46930569107294e-05,1.72882292229581e-01,1.72946985286492e-01,1.71124947087844e-01,1.82203819864804e-03,lamp_kernel
5.595253e-01,501,1.50837323473497e-05,1.72223309496484e-01,1.72238393228831e-01,1.71660397705759e-01,5.77995523071695e-04,lamp_kernel
8.431730e-01,751,9.09666472427245e-06,1.72104611622649e-01,1.72113708287373e-01,1.71821348279606e-01,2.92360007766779e-04,lamp_kernel
1.129697e+00,1001,2.55208306949924e-06,1.72065835249783e-01,1.72068387332852e-01,1.71866639174604e-01,2.01748158247972e-04,lamp_kernel
1.420753e+00,1251,1.88645712905622e-06,1.72048109817881e-01,1.72049996275010e-01,1.71902126289798e-01,1.47869985212490e-04,lamp_kernel
1.705636e+00,1501,6.77013832165712e-07,1.72038443525765e-01,1.72039120539598e-01,1.71924562432090e-01,1.14558107508045e-04,lamp_kernel
1.990339e+00,1751,5.25278435936177e-07,1.72032516341343e-01,1.72033041619779e-01,1.71937428381935e-01,9.56132378436003e-05,lamp_kernel
2.275702e+00,2001,3.07762262314488e-07,1.72028544513424e-01,1.72028852275686e-01,1.71948977163565e-01,7.98751121213748e-05,lamp_kernel
2.567322e+00,2251,2.97532539899977e-07,1.72025730435111e-01,1.72026027967651e-01,1.71959230842803e-01,6.67971248475840e-05,lamp_kernel
2.858773e+00,2501,2.62105667184487e-07,1.72023669667261e-01,1.72023931772928e-01,1.71967377280883e-01,5.65544920455019e-05,lamp_kernel
3.149394e+00,2751,1.97889463079736e-07,1.72022126969020e-01,1.72022324858483e-01,1.71973848678686e-01,4.84761797971967e-05,lamp_kernel
3.435267e+00,3001,1.23496265930755e-07,1.72020948406655e-01,1.72021071902921e-01,1.71978646698742e-01,4.24252041790196e-05,lamp_kernel
3.721018e+00,3251,8.97462539350203e-08,1.72020028382973e-01,1.72020118129227e-01,1.71982229544404e-01,3.78885848228705e-05,lamp_kernel
4.007062e+00,3501,7.87286475239060e-08,1.72019295861020e-01,1.72019374589667e-01,1.71984824158223e-01,3.45504314439582e-05,lamp_kernel
4.293038e+00,3751,7.72422868489355e-08,1.72018702814850e-01,1.72018780057137e-01,1.71987152116650e-01,3.16279404874442e-05,lamp_kernel
4.581949e+00,4001,8.09574368165803e-08,1.72018216149312e-01,1.72018297106749e-01,1.71989188550527e-01,2.91085562217352e-05,lamp_kernel
4.874347e+00,4251,8.83655599557648e-08,1.72017812375911e-01,1.72017900741471e-01,1.71990900315247e-01,2.70004262234724e-05,lamp_kernel
5.169144e+00,4501,9.84928933313588e-08,1.72017474341716e-01,1.72017572834609e-01,1.71992426166934e-01,2.51466676758627e-05,lamp_kernel
5.456754e+00,4751,1.09938801574684e-07,1.72017189245147e-01,1.72017299183949e-01,1.71993927137682e-01,2.33720462668729e-05,lamp_kernel
5.743463e+00,5001,1.22951180021594e-07,1.72016947382845e-01,1.72017070334025e-01,1.71995429988919e-01,2.16403451056557e-05,lamp_kernel
6.030103e+00,5251,1.34565091102581e-07,1.72016741314549e-01,1.72016875879640e-01,1.71996953002462e-01,1.99228771787519e-05,lamp_kernel
6.322837e+00,5501,1.42399081911106e-07,1.72016565223940e-01,1.72016707623022e-01,1.71998453566198e-01,1.82540568243739e-05,lamp_kernel
6.615312e+00,5751,1.42690146005150e-07,1.72016414392583e-01,1.72016557082729e-01,1.71998330764100e-01,1.82263186290499e-05,lamp_kernel
6.908463e+00,6001,1.34123355049414e-07,1.72016284827178e-01,1.72016418950534e-01,1.71998032970511e-01,1.83859800220731e-05,lamp_kernel
7.195476e+00,6251,1.16993012573582e-07,1.72016173043492e-01,1.72016290036504e-01,1.71997770557902e-01,1.85194786021248e-05,lamp_kernel
7.482585e+00,6501,9.40823975751448e-08,1.72016075963417e-01,1.72016170045814e-01,1.71996974329051e-01,1.91957167630652e-05,lamp_kernel
7.769653e+00,6751,7.26121616265947e-08,1.72015990903369e-01,1.72016063515530e-01,1.71996654626400e-01,1.94088891304900e-05,lamp_kernel
8.056973e+00,7001,5.40933878313305e-08,1.72015915605138e-01,1.72015969698526e-01,1.71996807647636e-01,1.91620508902535e-05,lamp_kernel
8.344184e+00,7251,3.89710991675917e-08,1.72015848235182e-01,1.72015887206281e-01,1.71997351651884e-01,1.85355543965982e-05,lamp_kernel
8.631533e+00,7501,3.59832394352818e-08,1.72015787344646e-01,1.72015823327885e-01,1.71998144747066e-01,1.76785808195801e-05,lamp_kernel
8.918844e+00,7751,4.34776450923247e-08,1.72015731819843e-01,1.72015775297488e-01,1.71999161633627e-01,1.66136638612424e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.850500e-05,1,1.69504950495049e+00,3.73727402697057e-01,2.06877690764755e+00,0.00000000000000e+00,2.06877690764755e+00,lamp_kernel
2.794614e-01,251,6.90990778171864e-05,1.84095540596666e-01,1.84164639674483e-01,1.82609515395869e-01,1.55512427861365e-03,lamp_kernel
5.591633e-01,501,4.10230100969733e-05,1.83570167503854e-01,1.83611190513951e-01,1.82987212872728e-01,6.23977641222850e-04,lamp_kernel
8.389637e-01,751,4.26381880945333e-05,1.83470505676527e-01,1.83513143864621e-01,1.83210673633390e-01,3.02470231231117e-04,lamp_kernel
1.118919e+00,1001,1.22068531647027e-05,1.83435967946203e-01,1.83448174799368e-01,1.83257894068125e-01,1.90280731243192e-04,lamp_kernel
1.399973e+00,1251,8.72512383910851e-06,1.83418980801149e-01,1.83427705924988e-01,1.83282773809538e-01,1.44932115450025e-04,lamp_kernel
1.687132e+00,1501,8.93801657927437e-06,1.83409691479787e-01,1.83418629496366e-01,1.83314961114133e-01,1.03668382233080e-04,lamp_kernel
1.978287e+00,1751,2.45396327020599e-06,1.83404845211096e-01,1.83407299174366e-01,1.83318204707396e-01,8.90944669696414e-05,lamp_kernel
2.271072e+00,2001,1.85273855033749e-06,1.83401410978152e-01,1.83403263716702e-01,1.83327833194504e-01,7.54305221978835e-05,lamp_kernel
2.556654e+00,2251,1.94430460187174e-06,1.83398864843567e-01,1.83400809148169e-01,1.83341527552631e-01,5.92815955379189e-05,lamp_kernel
2.842179e+00,2501,6.41766847077186e-07,1.83397108809881e-01,1.83397750576728e-01,1.83348119126281e-01,4.96314504464801e-05,lamp_kernel
3.127772e+00,2751,5.69858312054218e-07,1.83395720454455e-01,1.83396290312767e-01,1.83353970316360e-01,4.23199964068866e-05,lamp_kernel
3.420050e+00,3001,6.21987021621342e-07,1.83394633931204e-01,1.83395255918226e-01,1.83359251041522e-01,3.60048767032994e-05,lamp_kernel
3.712068e+00,3251,3.53288258871169e-07,1.83393822986603e-01,1.83394176274862e-01,1.83362869188962e-01,3.13070859006559e-05,lamp_kernel
4.002639e+00,3501,2.91448005396953e-07,1.83393179612237e-01,1.83393471060242e-01,1.83365253848334e-01,2.82172119078494e-05,lamp_kernel
4.288785e+00,3751,2.23990269849722e-07,1.83392667586339e-01,1.83392891576609e-01,1.83367229938787e-01,2.56616378215835e-05,lamp_kernel
4.575192e+00,4001,1.06803579091647e-07,1.83392261650824e-01,1.83392368454403e-01,1.83369072858112e-01,2.32955962904680e-05,lamp_kernel
4.861766e+00,4251,7.45030198989255e-08,1.83391924545349e-01,1.83391999048369e-01,1.83370710104454e-01,2.12889439155928e-05,lamp_kernel
5.148356e+00,4501,7.34535087219657e-08,1.83391639650432e-01,1.83391713103941e-01,1.83372352105411e-01,1.93609985296439e-05,lamp_kernel
5.437377e+00,4751,6.19456527185340e-08,1.83391396638615e-01,1.83391458584268e-01,1.83373885256956e-01,1.75733273114764e-05,lamp_kernel
5.730632e+00,5001,6.06966362644735e-08,1.83391184803278e-01,1.83391245499915e-01,1.83375232577814e-01,1.60129221005445e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.140100e-04,1,1.92079207920792e+00,3.73727402697057e-01,2.29451948190498e+00,0.00000000000000e+00,2.29451948190498e+00,lamp_kernel
2.882712e-01,251,1.31057027464712e-05,1.94465035982373e-01,1.94478141685119e-01,1.93593518917932e-01,8.84622767186816e-04,lamp_kernel
5.698063e-01,501,3.38398421407703e-06,1.94170796488932e-01,1.94174180473146e-01,1.93815208817481e-01,3.58971655664841e-04,lamp_kernel
8.497745e-01,751,2.71004230483807e-06,1.94113649295617e-01,1.94116359337922e-01,1.93939370112723e-01,1.76989225199070e-04,lamp_kernel
1.129527e+00,1001,7.59185834740199e-07,1.94096530887664e-01,1.94097290073499e-01,1.93996636708451e-01,1.00653365047387e-04,lamp_kernel
1.410608e+00,1251,7.40844888402640e-07,1.94088632586003e-01,1.94089373430891e-01,1.94027499392671e-01,6.18740382195559e-05,lamp_kernel
1.694034e+00,1501,4.67740739088239e-07,1.94083723845866e-01,1.94084191586605e-01,1.94040566778091e-01,4.36248085140256e-05,lamp_kernel
1.979127e+00,1751,4.13032733857489e-07,1.94080423796291e-01,1.94080836829025e-01,1.94047742537567e-01,3.30942914581189e-05,lamp_kernel
2.264758e+00,2001,3.66074375265041e-07,1.94078164554746e-01,1.94078530629122e-01,1.94051945829148e-01,2.65847999734170e-05,lamp_kernel
2.550503e+00,2251,2.58189166276403e-07,1.94076589762439e-01,1.94076847951605e-01,1.94053789945473e-01,2.30580061316155e-05,lamp_kernel
2.836483e+00,2501,2.53135543779763e-07,1.94075491593223e-01,1.94075744728767e-01,1.94057050873619e-01,1.86938551479110e-05,lamp_kernel
3.122696e+00,2751,2.85369947616708e-07,1.94074687422468e-01,1.94074972792415e-01,1.94058069853155e-01,1.69029392599884e-05,lamp_kernel
3.409089e+00,3001,2.93373115849214e-07,1.94074103177565e-01,1.94074396550681e-01,1.94059173311933e-01,1.52232387473639e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.691700e-05,1,1.59801980198020e+00,3.73727402697057e-01,1.97174720467725e+00,0.00000000000000e+00,1.97174720467725e+00,lamp_kernel
2.796322e-01,251,4.30903338829547e-04,1.84926497584182e-01,1.85357400923012e-01,1.82696559410554e-01,2.66084151245793e-03,lamp_kernel
5.595492e-01,501,9.94016715281146e-05,1.84399325832662e-01,1.84498727504190e-01,1.83894065383341e-01,6.04662120849336e-04,lamp_kernel
8.450574e-01,751,2.19243979335560e-05,1.84285120690803e-01,1.84307045088736e-01,1.83975688810450e-01,3.31356278286843e-04,lamp_kernel
1.130797e+00,1001,2.00016942500146e-06,1.84239774187146e-01,1.84241774356571e-01,1.84056560995505e-01,1.85213361066000e-04,lamp_kernel
1.419927e+00,1251,2.70119670447652e-06,1.84218666749513e-01,1.84221367946218e-01,1.84100458623447e-01,1.20909322770646e-04,lamp_kernel
1.704518e+00,1501,1.51019270745874e-06,1.84207765641846e-01,1.84209275834554e-01,1.84123891851386e-01,8.53839831674308e-05,lamp_kernel
1.989338e+00,1751,6.34917561940379e-07,1.84201487095276e-01,1.84202122012838e-01,1.84133172564252e-01,6.89494485858755e-05,lamp_kernel
2.274900e+00,2001,3.30528516211205e-07,1.84197457016276e-01,1.84197787544792e-01,1.84137899125429e-01,5.98884193628024e-05,lamp_kernel
2.560331e+00,2251,2.87026710734594e-07,1.84194659205865e-01,1.84194946232575e-01,1.84143512037066e-01,5.14341955096531e-05,lamp_kernel
2.846100e+00,2501,2.55402323298686e-07,1.84192621161333e-01,1.84192876563656e-01,1.84149458561268e-01,4.34180023877184e-05,lamp_kernel
3.134158e+00,2751,2.37227795838193e-07,1.84191095656578e-01,1.84191332884374e-01,1.84154327049720e-01,3.70058346541580e-05,lamp_kernel
3.426601e+00,3001,2.19770109772855e-07,1.84189936301067e-01,1.84190156071177e-01,1.84158348299243e-01,3.18077719337617e-05,lamp_kernel
3.721739e+00,3251,2.12362633454531e-07,1.84189046600953e-01,1.84189258963587e-01,1.84161727998536e-01,2.75309650505928e-05,lamp_kernel
4.009429e+00,3501,2.30366550710613e-07,1.84188358950519e-01,1.84188589317070e-01,1.84164677366485e-01,2.39119505841545e-05,lamp_kernel
4.296179e+00,3751,2.74091067826858e-07,1.84187825048993e-01,1.84188099140061e-01,1.84167253789331e-01,2.08453507296869e-05,lamp_kernel
4.583078e+00,4001,2.96327254928490e-07,1.84187409614904e-01,1.84187705942159e-01,1.84169654478278e-01,1.80514638810914e-05,lamp_kernel
4.874421e+00,4251,2.51543894061591e-07,1.84187084855579e-01,1.84187336399473e-01,1.84171535981087e-01,1.58004183858362e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.739720e-04,1,1.46930693069307e+00,3.73727402697057e-01,1.84303433339013e+00,0.00000000000000e+00,1.84303433339013e+00,lamp_kernel
2.855997e-01,251,1.14672790609482e-04,1.69657588596126e-01,1.69772261386736e-01,1.67959869451891e-01,1.81239193484528e-03,lamp_kernel
5.734541e-01,501,7.10844639293247e-06,1.69089535024450e-01,1.69096643470843e-01,1.68527587753145e-01,5.69055717697581e-04,lamp_kernel
8.547923e-01,751,3.67683286323643e-06,1.68985376014936e-01,1.68989052847799e-01,1.68682969070291e-01,3.06083777508792e-04,lamp_kernel
1.135443e+00,1001,1.15086020938295e-06,1.68948866424876e-01,1.68950017285085e-01,1.68740954868633e-01,2.09062416452466e-04,lamp_kernel
