cross_term_1,cross_term_2,diff,cumsum
3.143056476854326e-9,3.248181534537278e-16,-3.1430561520361726e-9,-0.057656382667778866
3.0882949700100634e-9,3.9037718617224973e-16,-3.088294579632877e-9,-0.057656444951157466
3.035145312656324e-9,4.4033960986379423e-16,-3.035144872316714e-9,-0.0576565061563525
2.9835346705598837e-9,3.7472590098631203e-16,-2.9835342958339827e-9,-0.05765656631485913
2.9333744841720764e-9,3.260940666204001e-16,-2.9333741580780096e-9,-0.05765662545650907
2.884600506951905e-9,3.158662616944944e-16,-2.884600191085643e-9,-0.05765668360961803
2.8371403160276034e-9,3.5108073706950824e-16,-2.837139964946866e-9,-0.057656740801162294
2.7909342085377373e-9,2.9324145756145965e-16,-2.7909339152962797e-9,-0.05765679705675814
2.7459240709704054e-9,3.6651959503949044e-16,-2.7459237044508102e-9,-0.057656852400893056
2.7020544433112856e-9,2.657576570348013e-16,-2.7020541775536284e-9,-0.05765690685687894
2.6592774813813654e-9,2.0528522409403085e-16,-2.659277276096141e-9,-0.05765696044703229
2.617543941830762e-9,3.038258119840154e-16,-2.6175436380049497e-9,-0.05765701319267575
2.576812008861351e-9,2.428286203678271e-16,-2.5768117660327307e-9,-0.057657065114234615
2.5370391382837074e-9,3.032262333153315e-16,-2.537038835057474e-9,-0.05765711623129335
2.4981877832260127e-9,2.8352383016441574e-16,-2.4981874997021824e-9,-0.05765716656262988
2.4602217287102485e-9,2.6904553100336517e-16,-2.4602214596647175e-9,-0.0576572161262958
2.4231066572056693e-9,2.9317404983400103e-16,-2.4231063640316194e-9,-0.057657264939627834
2.386811260398011e-9,2.4141193491006405e-16,-2.386811018986076e-9,-0.05765731301931834
2.3513048706943994e-9,2.2908036796271973e-16,-2.3513046416140315e-9,-0.05765736038143333
2.3165595601590774e-9,2.3016557996588887e-16,-2.3165593299934974e-9,-0.057657407041457685
2.2825481175948e-9,2.4428769840230334e-16,-2.2825478733071016e-9,-0.057657453014325954
2.2492453175343377e-9,1.9209841967953827e-16,-2.249245125435918e-9,-0.05765749831444677
2.2166270678599055e-9,2.244827477875916e-16,-2.2166268433771576e-9,-0.05765754295573929
2.1846703570125847e-9,2.0433437957586648e-16,-2.184670152678205e-9,-0.05765758695164933
2.153353548433234e-9,2.0487782491978346e-16,-2.153353343555409e-9,-0.05765763031517967
2.122655857258878e-9,2.1186499519094957e-16,-2.122655645393883e-9,-0.05765767305890785
2.0925575390575876e-9,2.3543404485215783e-16,-2.092557303623543e-9,-0.05765771519500737
2.063039773810267e-9,1.7191339586913216e-16,-2.063039601896871e-9,-0.05765775673526758
2.034084476883144e-9,1.2852866813824064e-16,-2.0340843483544758e-9,-0.05765779769110808
2.0056745981357036e-9,1.87649894574689e-16,-2.005674410485809e-9,-0.057657838073598186
1.977793540636041e-9,2.0248170083717748e-16,-1.9777933381543405e-9,-0.057657877893469725
1.950425454614391e-9,1.640586697505006e-16,-1.950425290555721e-9,-0.057657917161131646
1.9235551408468487e-9,1.3834343859227546e-16,-1.92355500250341e-9,-0.057657955886683675
1.8971681026898745e-9,1.5203091461423628e-16,-1.89716795065896e-9,-0.0576579940799279
1.8712503079734324e-9,1.706949853938352e-16,-1.871250137278447e-9,-0.057658031750380916
1.8457881143752407e-9,1.25582087654785e-16,-1.845787988793153e-9,-0.05765806890728398
1.8207687363388906e-9,1.739725302375427e-16,-1.8207685623663604e-9,-0.057658105559613745
1.7961793674582655e-9,1.1689371857352384e-16,-1.796179250564547e-9,-0.057658141716091585
1.7720081255045264e-9,1.3489462102867698e-16,-1.7720079906099054e-9,-0.057658177385193236
1.748243257640361e-9,1.501708859191112e-16,-1.7482431074694752e-9,-0.05765821257515635
1.7248735313484052e-9,1.5439164911047273e-16,-1.724873376956756e-9,-0.05765824729398946
1.701887998733468e-9,1.5116435893741028e-16,-1.701887847569109e-9,-0.05765828154947949
1.6792761137842037e-9,1.0043891822933771e-16,-1.6792760133452855e-9,-0.057658315349199095
1.6570276112181977e-9,9.466029144507404e-17,-1.6570275165579062e-9,-0.057658348700513125
1.6351327288011898e-9,1.7587820187663212e-16,-1.635132552922988e-9,-0.05765838161058641
1.613581780206065e-9,1.1104825915197274e-16,-1.6135816691578058e-9,-0.05765841408638898
1.5923655840167002e-9,1.4960174621783492e-16,-1.592365434414954e-9,-0.0576584461347027
1.5714750932128285e-9,1.6890747051507063e-16,-1.571474924305358e-9,-0.05765847776212708
1.5509016139180123e-9,1.4115927618982105e-16,-1.550901472758736e-9,-0.05765850897508475
1.5306366975966898e-9,1.46290389813661e-16,-1.5306365513062999e-9,-0.057658539779826753
1.5106722099795838e-9,1.3888334835837722e-16,-1.5106720710962354e-9,-0.05765857018243811
1.4910000015915914e-9,4.285030283894107e-17,-1.4909999587412885e-9,-0.05765860018884218
1.4716125864971496e-9,9.411458640739718e-17,-1.4716124923825632e-9,-0.057658629804805836
1.45250245514273e-9,6.755405759780701e-17,-1.4525023875886724e-9,-0.05765865903594411
1.4336621681815629e-9,9.924962849678643e-17,-1.4336620689319344e-9,-0.05765868788772446
1.4150847903764235e-9,7.444009849102632e-17,-1.415084715936325e-9,-0.057658716365471444
1.3970246756085343e-9,1.5932193245348182e-16,-1.3970245162866018e-9,-0.05765874447581053
1.3794782396273803e-9,1.68774177014812e-16,-1.3794780708532033e-9,-0.0576587722316508
1.362177012551941e-9,1.0056458318653831e-16,-1.3621769119873577e-9,-0.05765879963914754
1.3451146515999364e-9,1.413782455756233e-16,-1.3451145102216908e-9,-0.057658826703138134
