cross_term_1,cross_term_2,diff,cumsum
1.78450571232967e-10,1.4514863673521695e-17,-1.7845055671810333e-10,-0.05767007311204801
1.7598357858931013e-10,7.315165689580322e-17,-1.7598350543765322e-10,-0.057670076654981084
1.735724932084188e-10,1.194764187156576e-16,-1.735723737320001e-10,-0.05767008014927319
1.7121246242641045e-10,3.9777590725604114e-17,-1.7121242264881973e-10,-0.05767008359583573
1.6891567454965655e-10,3.2137569151590817e-17,-1.689156424120874e-10,-0.05767008699586599
1.6669663651785668e-10,5.11384785094483e-17,-1.6669658537937818e-10,-0.05767009035065363
1.745276573923402e-10,5.234191437977112e-17,-1.745276050504258e-10,-0.05767009369883687
5.192079151744015e-9,2.0867304412879648e-12,-5.189992421302727e-9,-0.05767011570854322
3.3501748897067004e-7,1.1621342480605227e-8,-3.2339614649006483e-7,-0.05767305494657284
6.213048894229404e-9,3.6848930771396887e-11,-6.176199963458007e-9,-0.05767515199314348
4.769643349262447e-10,8.012388088533389e-12,-4.689519468377113e-10,-0.05767518583748536
3.034045444862559e-10,2.8514366351236518e-12,-3.005531078511322e-10,-0.05767519281306125
2.451778654392438e-10,1.46070739621987e-12,-2.437171580430239e-10,-0.05767519805199316
2.364291693472993e-10,7.902349445371921e-13,-2.356389344027621e-10,-0.057675202998653155
2.1439316347766317e-10,6.108241736263695e-13,-2.137823393040368e-10,-0.057675207321954
2.615136592063871e-10,4.962465247461911e-13,-2.610174126816409e-10,-0.05767521186627852
5.699752064660609e-10,4.20188049410869e-13,-5.6955501841665e-10,-0.05767522287136451
4.2561590613190364e-10,3.7465030078317595e-13,-4.2524125583112045e-10,-0.05767522947685245
1.1079364467201478e-8,1.521135863950158e-11,-1.1064153108561976e-8,-0.0576752904199093
1.449705337123712e-7,3.1363595299583187e-9,-1.4183417418241288e-7,-0.05767702637819388
4.752283584225357e-9,8.402976211314119e-12,-4.743880608014043e-9,-0.05767803914992359
2.157104006574116e-10,1.5993286621700992e-12,-2.141110719952415e-10,-0.0576780606311121
1.3130596377509128e-10,9.024902353031452e-13,-1.3040347353978813e-10,-0.05767806366987539
1.1870773262154042e-10,4.40150560683431e-13,-1.1826758206085698e-10,-0.05767806616434616
1.1322356153775693e-10,1.8840602193078814e-13,-1.1303515551582614e-10,-0.05767806846499786
1.083540309336663e-10,1.0621985347897082e-13,-1.0824781108018734e-10,-0.0576780706733366
1.283617164188575e-10,6.604516494910107e-14,-1.282956712539084e-10,-0.05767807290577412
2.6357668781747024e-9,9.090750839701465e-13,-2.634857803090732e-9,-0.057678086962090494
1.201735801894551e-7,2.4117056574750426e-9,-1.1776187453198006e-7,-0.05767892205848373
1.2055718660052616e-7,1.9493610667966384e-9,-1.1860782553372953e-7,-0.05768132699268208
2.0942133324627616e-8,9.719440563182898e-11,-2.0844938918995787e-8,-0.05768303849643837
4.992316887022231e-10,2.034783782027009e-12,-4.971969049201962e-10,-0.057683130894351224
1.972911437159373e-10,1.0189936211582161e-12,-1.9627215009477908e-10,-0.05768313613271008
1.622397989287084e-10,7.64903308936373e-13,-1.6147489561977203e-10,-0.05768313953181106
4.945121165804158e-10,5.331641155564096e-13,-4.939789524648594e-10,-0.057683143764424315
1.9712399692259584e-10,3.959286082679868e-13,-1.9672806831432786e-10,-0.057683162864280255
7.522540114983707e-10,3.681654636372821e-13,-7.518858460347334e-10,-0.0576831691508758
4.367639507608027e-8,3.059512258788955e-10,-4.3370443850201376e-8,-0.05768340835777783
5.834485548991414e-8,7.055803018647387e-10,-5.76392751880494e-8,-0.05768516174652074
1.3115362964615003e-9,2.099627420289942e-12,-1.3094366690412104e-9,-0.05768545181454387
1.7097332229297447e-10,9.9794903830088e-13,-1.6997537325467358e-10,-0.05768545988723175
1.4472936210477864e-10,4.753768671113362e-13,-1.442539852376673e-10,-0.05768546289981477
1.3481849023201444e-10,2.7246568241522397e-13,-1.3454602454959922e-10,-0.05768546569951188
1.3100467223483742e-10,1.7949444625779628e-13,-1.3082517778857964e-10,-0.05768546831986669
1.250049134756367e-10,1.409982619713135e-13,-1.248639152136654e-10,-0.057685470889291574
1.560652487744359e-10,8.550485043739528e-14,-1.5597974392399849e-10,-0.057685473521045375
2.7568274021612855e-9,1.1421605062946017e-12,-2.755685241654991e-9,-0.05768548915657629
8.773613905346283e-8,1.5199735218056751e-9,-8.621616553165716e-8,-0.057686145444791045
1.8538702189085774e-8,8.292415101591754e-11,-1.8455778038069858e-8,-0.057687509714352075
4.701500321788021e-10,5.647110035115166e-13,-4.695853211752906e-10,-0.0576875951338687
1.620311543383613e-10,3.0654160236866883e-13,-1.6172461273599262e-10,-0.05768759961650303
1.5050155623273232e-10,3.030384086382303e-13,-1.501985178240941e-10,-0.05768760261938997
2.7487082692503794e-10,2.2261405564548303e-13,-2.7464821286939247e-10,-0.057687606501069244
1.6482372987455701e-9,1.3819596363515034e-12,-1.6468553391092187e-9,-0.057687621501632355
8.401151758291031e-9,4.134599036630483e-11,-8.359805767924726e-9,-0.05768771704732406
9.469510875382052e-9,3.7808060269386864e-11,-9.431702815112665e-9,-0.05768791141729142
6.38403106123752e-8,7.716508912469757e-10,-6.306865972112822e-8,-0.05768840075233085
3.010143258471925e-8,2.18948648423079e-10,-2.988248393629617e-8,-0.05768981151277952
8.056833704557268e-10,1.2784141407506683e-12,-8.044049563149761e-10,-0.05768995938887325
1.8494531931708357e-10,6.330962006655224e-13,-1.8431222311641805e-10,-0.05768996557810283
1.5188667475890914e-10,4.930732586175896e-13,-1.5139360150029156e-10,-0.057689968916513706
1.525890474448472e-10,3.291761142144044e-13,-1.5225987133063279e-10,-0.057689971899470595
1.3546366516479416e-10,3.298673502484265e-13,-1.3513379781454573e-10,-0.05768997479068627
1.413301142928826e-10,2.1384814742601645e-13,-1.4111626614545659e-10,-0.05768997753016372
2.3064099866780112e-10,2.374644667702236e-13,-2.304035342010309e-10,-0.05768998078193612
3.624525832351815e-10,1.7142348937554655e-13,-3.622811597458059e-10,-0.057689988911725575
1.4008372124966417e-10,1.7578112253518156e-13,-1.3990794012712899e-10,-0.057689992903222104
1.3495589028900963e-10,1.206164752854523e-13,-1.3483527381372417e-10,-0.05768999563213727
1.2757492361814978e-10,1.302558854090933e-13,-1.274446677327407e-10,-0.05768999822823955
1.277356201694939e-10,9.453857418902614e-14,-1.2764108159530489e-10,-0.0576900008011321
1.231146839988442e-10,9.586338303918806e-14,-1.23018820615805e-10,-0.05769000328257278
1.2218907046745834e-10,7.514685510317117e-14,-1.2211392361235517e-10,-0.057690005754442844
1.1935342811423035e-10,7.00016036430743e-14,-1.192834265105873e-10,-0.057690008147167064
1.1767828936313866e-10,5.984010630244581e-14,-1.1761844925683623e-10,-0.057690010532283294
1.1619181570278267e-10,5.099455938868794e-14,-1.1614082114339398e-10,-0.05769001285394946
1.1412126626263234e-10,4.776965211224496e-14,-1.1407349661052009e-10,-0.05769001516742739
1.1335356476897149e-10,3.7060925772905164e-14,-1.1331650384319858e-10,-0.05769001743059169
1.1120562553445765e-10,3.769511229126824e-14,-1.1116793042216638e-10,-0.05769001968202014
1.1088173274682026e-10,2.7250603371873385e-14,-1.108544821434484e-10,-0.05769002189610892
1.0882407550196191e-10,2.949958515290777e-14,-1.0879457591680901e-10,-0.05769002409555103
1.0860780966573113e-10,2.0172654068041865e-14,-1.0858763701166309e-10,-0.05769002626658525
1.068011253122148e-10,2.2826529346213856e-14,-1.0677829878286859e-10,-0.05769002842046695
1.0660776993576728e-10,1.536548827339817e-14,-1.0659240444749388e-10,-0.0576900305537023
1.0782030045391611e-10,1.7388117711654587e-14,-1.0780291233620445e-10,-0.057690032680107264
5.324159809846322e-10,3.636329342654154e-14,-5.323796176912056e-10,-0.057690036906134154
1.390936529933092e-10,1.4099140878119535e-14,-1.390795538524311e-10,-0.05769004687458526
8.844165089259003e-11,9.55995951565456e-15,-8.843209093307436e-11,-0.057690048806646826
8.717403623152329e-11,1.0209064181663825e-14,-8.716382716734163e-11,-0.057690050558666904
8.666759551749035e-11,7.535572526155137e-15,-8.66600599449642e-11,-0.05769005229848967
8.58308074082268e-11,7.484163315608107e-15,-8.582332324491119e-11,-0.057690054021019524
8.524795255948912e-11,5.990058944855037e-15,-8.524196250054426e-11,-0.057690055733086075
8.455248368514409e-11,5.47189418353933e-15,-8.454701179096054e-11,-0.05769005742901839
8.398958964043941e-11,4.797454236534329e-15,-8.398479218620287e-11,-0.057690059115112505
8.435985175196382e-11,4.0845346631453755e-15,-8.435576721730067e-11,-0.05769006079370458
9.762045482650024e-11,3.978016257376352e-15,-9.761647681024286e-11,-0.057690062565697975
2.2019859226132607e-10,1.2539517460975071e-14,-2.2018605274386508e-10,-0.057690065503312946
1.7742984715395718e-10,6.934972200270853e-15,-1.774229121817569e-10,-0.057690070142772734
1.0739019192137126e-9,1.881723782158239e-13,-1.0737137468354967e-9,-0.05769007740550459
4.599681446802058e-8,4.3360935803970784e-10,-4.5563205109980874e-8,-0.05769036156838317
3.9159661440543215e-8,3.649176060339186e-10,-3.87947438345093e-8,-0.0576916976346938
1.2431466099403908e-7,2.3457871015134865e-9,-1.219688738925256e-7,-0.05769259258897644
2.6495669204926233e-8,1.5026606007499567e-10,-2.6345403144851238e-8,-0.057694772795399904
6.1880748807038e-10,4.472917230207806e-12,-6.143345708401722e-10,-0.05769489741195032
2.681406250328319e-10,1.6165184261398431e-12,-2.6652410660669206e-10,-0.057694903859445534
2.890288768531508e-10,1.1351614703530316e-12,-2.8789371538279776e-10,-0.057694909019112714
4.972935819665584e-9,5.09500146798255e-12,-4.967840818197601e-9,-0.057694938734171565
7.375222931550088e-8,1.2323387450574826e-9,-7.251989057044339e-8,-0.05769565604538075
1.0784794024694561e-8,3.412194037380291e-11,-1.0750672084320758e-8,-0.05769656320642601
4.806236488817211e-10,1.36740718030676e-12,-4.792562417014143e-10,-0.05769661852408967
2.56885657939592e-10,8.715223517984206e-13,-2.5601413558779355e-10,-0.057696624614141684
2.0267898662338894e-10,9.244138169124448e-13,-2.017545728064765e-10,-0.057696629021312354
2.1094640779495283e-10,6.386418421962538e-13,-2.1030776595275657e-10,-0.057696633264569565
1.7949889105461753e-10,6.602838532137311e-13,-1.788386072014038e-10,-0.05769663700969609
1.8111413097845204e-10,4.908755934217742e-13,-1.8062325538503026e-10,-0.05769664072914602
1.622925927710753e-10,4.831392593156104e-13,-1.6180945351175968e-10,-0.05769664402038931
1.586418101181688e-10,3.892087687927441e-13,-1.5825260134937606e-10,-0.057696647329722676
1.4884262352452918e-10,3.5174899203340536e-13,-1.4849087453249578e-10,-0.05769665028974259
1.4184266031539242e-10,3.094017075242431e-13,-1.4153325860786818e-10,-0.05769665327305697
1.380217403376998e-10,2.5698802645589636e-13,-1.377647523112439e-10,-0.05769665598809215
1.2946315566734502e-10,2.46034261671551e-13,-1.2921712140567347e-10,-0.05769665871423826
1.2930471756362914e-10,1.8775962158805722e-13,-1.2911695794204109e-10,-0.05769666124640463
1.2704313330735511e-10,1.9407003727434632e-13,-1.2684906327008077e-10,-0.057696663809833654
2.927505382468802e-10,1.4949968424629432e-13,-2.9260103856263393e-10,-0.05769666738488987
2.7263668593177095e-10,1.6355480750347957e-13,-2.7247313112426747e-10,-0.05769667484602874
1.5604192617496858e-10,1.0646783775424557e-13,-1.5593545833721432e-10,-0.057696678549061464
1.4481965116868165e-10,1.202769553467359e-13,-1.446993742133349e-10,-0.05769668153272364
1.460278534375742e-10,8.122857924018176e-14,-1.4594662485833403e-10,-0.05769668443934319
1.3999952554153699e-10,9.223946211987563e-14,-1.399072860794171e-10,-0.057696687291561556
1.3952449148189254e-10,6.281328293767288e-14,-1.3946167819895485e-10,-0.05769669009324789
1.3248750492091603e-10,6.927268098440627e-14,-1.3241823223993163e-10,-0.05769669280293655
1.2858153613486747e-10,4.840214758006114e-14,-1.285331339872874e-10,-0.05769669541965681
1.315656757127824e-10,5.092941947528935e-14,-1.315147462933071e-10,-0.057696697959385014
3.5268019627211807e-10,5.238485572696716e-14,-3.526278114163911e-10,-0.05769670210665023
1.876546728502428e-10,3.9744655580509605e-14,-1.876149281946623e-10,-0.05769670892438527
1.0350769916092293e-10,3.038114645472089e-14,-1.0347731801446821e-10,-0.057696711406926865
9.988862771713951e-11,2.777288313185241e-14,-9.986085483400766e-11,-0.057696713417952294
9.902128934836621e-11,2.424307416729854e-14,-9.899704627419892e-11,-0.057696715412487595
9.846170443310568e-11,2.0321303412960626e-14,-9.844138312969272e-11,-0.057696717380523184
9.758609320641602e-11,1.9263619395967087e-14,-9.756682958702005e-11,-0.05769671934498926
9.732184532052983e-11,1.4851316929597936e-14,-9.730699400360023e-11,-0.057696721289578076
9.642423144220708e-11,1.5266383120536872e-14,-9.640896505908654e-11,-0.057696723229282494
9.629254510531169e-11,1.0894813708867231e-14,-9.628165029160281e-11,-0.057696725153821786
9.544317349378566e-11,1.196071488674549e-14,-9.543121277889891e-11,-0.0576967270720275
9.534943333024378e-11,8.167954682728437e-15,-9.534126537556106e-11,-0.0576967289787187
9.458988047061772e-11,9.213360466640327e-15,-9.458066711015108e-11,-0.05769673087798121
9.447756536851464e-11,6.2012099404686296e-15,-9.447136415857417e-11,-0.057696732768355796
9.382342898554851e-11,7.082471205484586e-15,-9.381634651434303e-11,-0.057696734650640055
9.366447896240071e-11,4.715602119304005e-15,-9.36597633602814e-11,-0.057696736525768226
9.311070675083932e-11,5.337481722514637e-15,-9.310536926911681e-11,-0.05769673839251091
9.289867568415965e-11,3.752547844461296e-15,-9.289492313631518e-11,-0.05769674025308966
9.250015999740885e-11,3.958090230014349e-15,-9.249620190717884e-11,-0.05769674210572404
9.400767564083293e-11,2.997497971057878e-15,-9.400467814286187e-11,-0.057696743963970495
1.3927402340190336e-10,3.9343101479342366e-15,-1.3927008909175542e-10,-0.05769674611076515
3.742644424907428e-10,3.3381677985768835e-14,-3.7423106081275704e-10,-0.05769675162447156
3.749667325601303e-10,3.349635844195528e-14,-3.7493323620168835e-10,-0.057696758390244345
1.3266836864806073e-10,2.8596315664617482e-15,-1.3266550901649427e-10,-0.05769676343538319
9.2124578832029e-11,1.7222292937017141e-15,-9.21228566027353e-11,-0.057696765479329275
9.019564272446669e-11,1.5531856123668069e-15,-9.019408953885433e-11,-0.05769676729459894
9.005240878893253e-11,1.2029740164314283e-15,-9.005120581491609e-11,-0.05769676909519394
9.539197682871269e-11,1.2411498034317852e-15,-9.539073567890926e-11,-0.05769677092696479
1.9357184009455487e-10,5.370631386287737e-15,-1.9356646946316857e-10,-0.05769677349160634
2.588454665105386e-10,1.3043084018796317e-14,-2.588324234265198e-10,-0.057696779143653835
1.1519978709407095e-10,8.320993064852738e-16,-1.1519895499476446e-10,-0.05769678237202513
1.0364315404184726e-10,8.869268279220398e-16,-1.0364226711501934e-10,-0.05769678450638496
1.0288797633998476e-10,5.990220072862675e-16,-1.0288737731797748e-10,-0.0576967865679614
1.0809496271546243e-10,6.322579421761787e-16,-1.0809433045752026e-10,-0.05769678865243539
3.1515111179865634e-10,1.266687229320204e-14,-3.1513844492636315e-10,-0.057696791945493195
7.93829185583213e-9,1.5487230823436696e-11,-7.922804625008694e-9,-0.057696840923205414
4.916308339055453e-8,6.382973127902084e-10,-4.852478607776432e-8,-0.05769747922738889
6.13722091272487e-9,1.4114074579197564e-11,-6.123106838145673e-9,-0.05769799916095264
3.3324972910167813e-10,3.6764486022674805e-13,-3.3288208424145136e-10,-0.05769803327799446
5.155432649346664e-10,2.4612582833412473e-13,-5.152971391063323e-10,-0.057698039105960185
9.853009805261916e-9,2.820324074123409e-11,-9.824806564520682e-9,-0.057698106754869624
3.735624714225175e-8,3.4296074491410017e-10,-3.701328639733765e-8,-0.057698645499543885
4.802524220784414e-8,5.714243166928602e-10,-4.745381789115128e-8,-0.0576994457457391
1.0275491493569295e-8,3.7566472476926846e-11,-1.0237925021092367e-8,-0.05770007720668682
4.98608733560792e-10,3.1225816134474693e-13,-4.982964753994473e-10,-0.0577001355410986
6.408675605521436e-10,1.5650842142459032e-13,-6.40711052130719e-10,-0.05770014236540126
3.4720093163354766e-8,2.354009712164343e-10,-3.4484692192138335e-8,-0.057700334953011766
5.095010672132881e-8,6.175612191924914e-10,-5.0332545502136314e-8,-0.05770174206456396
1.6768195638465182e-9,2.5282122409036526e-12,-1.6742913516056145e-9,-0.05770202350257816
3.3390277295011767e-10,8.575489939471712e-13,-3.330452239561705e-10,-0.05770203684486502
1.400830400106537e-10,4.12592547213887e-13,-1.396704474634398e-10,-0.057702040879342026
1.2290472908702893e-10,2.619899798985808e-13,-1.2264273910713035e-10,-0.0577020433787631
1.157389962707061e-10,2.1621637875236883e-13,-1.1552277989195373e-10,-0.05770204580129892
1.1420126745180241e-10,1.6190374885772324e-13,-1.1403936370294469e-10,-0.05770204805420362
1.0799947115596882e-10,1.5337905606973098e-13,-1.078460920998991e-10,-0.05770205030199806
1.1122230332485455e-10,1.1092007191461673e-13,-1.1111138325293994e-10,-0.05770205245110023
3.071632213368698e-10,1.232808350122437e-13,-3.0703994050185756e-10,-0.05770205568720793
2.2387975805345286e-10,8.335210743231948e-14,-2.2379640594602054e-10,-0.05770206454163491
8.795796697845321e-11,8.913586997348887e-14,-8.786883110847972e-11,-0.05770206687655697
8.75374059013941e-11,6.000862979378716e-14,-8.747739727160032e-11,-0.05770206861679578
8.352868934233284e-11,6.83824282181728e-14,-8.346030691411467e-11,-0.05770207032399942
8.442386505505525e-11,4.5798715084247747e-14,-8.4378066339971e-11,-0.0577020720049062
8.137691958636853e-11,5.181070130189401e-14,-8.132510888506663e-11,-0.05770207365606544
