iteration,cross_term_1,cross_term_2,diff,cumsum
1,0.13574075383869005,0.08181311455480467,-0.05392763928388539,-0.05392763928388539
21,0.00916366431307309,0.01003641287285702,0.0008727485597839306,-0.1047873587432998
41,0.0033996727922193655,0.002560440226841883,-0.0008392325653774823,-0.12031349247424336
61,0.0005790239814139552,0.00032624363323329527,-0.00025278034818065995,-0.13007807127354315
81,0.00016153442300251102,7.399221049201074e-5,-8.754221251050028e-5,-0.1329892975346796
101,6.460600962635069e-5,3.5290350247799224e-5,-2.931565937855146e-5,-0.13396242049766846
121,3.4021855330427116e-5,1.83135752506498e-5,-1.5708280079777316e-5,-0.13442940279717366
141,2.0507891312671414e-5,8.712216972267273e-6,-1.179567434040414e-5,-0.13473082242766513
161,1.3395913975232833e-5,4.0069527608757995e-6,-9.388961214357033e-6,-0.1349354761906091
181,9.228584446787328e-6,2.1420225736585457e-6,-7.086561873128782e-6,-0.1350883544781568
201,7.031168668749162e-6,1.235560601501881e-6,-5.795608067247281e-6,-0.1352140440204095
221,6.039106927153607e-6,6.997853503607258e-7,-5.339321576792881e-6,-0.1353231385922879
241,4.211989193704206e-6,3.4422311627499054e-7,-3.8677660774292154e-6,-0.1354115344458195
261,3.4491966117839104e-6,1.9101645935737738e-7,-3.258180152426533e-6,-0.13548183099965724
281,2.93523849730492e-6,1.1650265410645389e-7,-2.818735843198466e-6,-0.13554265645926994
301,2.7190442286313797e-6,7.411478638603755e-8,-2.644929442245342e-6,-0.13559674958373974
321,2.0671118916633214e-6,3.5590584489680656e-8,-2.0315213071736407e-6,-0.13564185690307523
341,1.8224585084892822e-6,1.995043416714289e-8,-1.8025080743221393e-6,-0.13567984401788577
361,1.6072987542219764e-6,1.2924888683839337e-8,-1.594373865538137e-6,-0.13571345136916046
381,1.3894309452164075e-6,8.136000182468312e-9,-1.3812949450339391e-6,-0.13574398121903056
401,1.2110990329362838e-6,4.871911611397926e-9,-1.2062271213248858e-6,-0.13576951055851902
421,1.0783402819388873e-6,3.1982714655686616e-9,-1.0751420104733186e-6,-0.1357923322029061
441,9.937663852428529e-7,2.3554631734783068e-9,-9.914109220693745e-7,-0.13581300825018913
461,8.510347833555069e-7,9.8264986452207e-10,-8.500521334909848e-7,-0.13583110622402927
481,7.695206122558847e-7,6.957031890241948e-10,-7.688249090668604e-7,-0.13584727435652388
501,7.071240660512517e-7,7.251505596098286e-10,-7.063989154916419e-7,-0.13586189030177026
521,6.200574505972629e-7,3.2735214434696035e-10,-6.197300984529159e-7,-0.1358750902036888
541,5.662264349303314e-7,2.3222231514278887e-10,-5.659942126151886e-7,-0.13588691733756125
561,5.170270438061059e-7,2.933191820632741e-10,-5.167337246240426e-7,-0.13589766556384683
581,4.6544011051556073e-7,1.546211359192299e-10,-4.652854893796415e-7,-0.13590750131036478
601,4.27108981065764e-7,7.856886254542326e-11,-4.2703041220321855e-7,-0.13591638820529509
