time(s),iter,infeas,ot_objective,primal,dual,solver
1.372350e-04,1,6.56757928140219e-01,1.72941336842456e-01,1.25730824976219e+00,7.82712251941077e-17,lamp_kernel
4.453454e-01,21,7.64047397923287e-02,1.53634439454499e-01,2.79785595414894e-01,2.12892048886222e-02,lamp_kernel
8.928510e-01,41,4.41470782694827e-02,1.26861028077181e-01,1.99751858817611e-01,3.16061894555150e-02,lamp_kernel
1.341466e+00,61,3.32808597887095e-02,1.08202816926986e-01,1.63152535296724e-01,3.35106870699542e-02,lamp_kernel
1.790407e+00,81,2.13493604315030e-02,9.39081878620064e-02,1.29157918503974e-01,3.44525331830532e-02,lamp_kernel
2.239460e+00,101,1.07635356092012e-02,8.28114115129503e-02,1.00582985148464e-01,3.53696801527957e-02,lamp_kernel
2.688633e+00,121,6.19795424480153e-03,7.42907897899032e-02,8.45241744555213e-02,3.63201151037597e-02,lamp_kernel
3.137791e+00,141,4.39328379376079e-03,6.78057923398379e-02,7.50595023917454e-02,3.72477124239519e-02,lamp_kernel
3.586986e+00,161,2.74630255849928e-03,6.28899109436063e-02,6.74243055808152e-02,3.80892253258049e-02,lamp_kernel
4.036230e+00,181,1.37356700548264e-03,5.91560319697592e-02,6.14239156900843e-02,3.88305425375546e-02,lamp_kernel
4.485478e+00,201,8.12861283917608e-04,5.62960682258527e-02,5.76381759390702e-02,3.94607343675688e-02,lamp_kernel
4.934749e+00,221,5.49463365588051e-04,5.40835694395582e-02,5.49907832971699e-02,3.99852361195175e-02,lamp_kernel
5.383988e+00,241,3.38819875689066e-04,5.23528065465715e-02,5.29122288951942e-02,4.04191997052253e-02,lamp_kernel
5.833229e+00,261,1.96127604834452e-04,5.09819761953185e-02,5.13058006613511e-02,4.07791256068448e-02,lamp_kernel
6.282487e+00,281,1.27741576007941e-04,4.98832710871759e-02,5.00941840164183e-02,4.10777930196093e-02,lamp_kernel
6.731776e+00,301,8.20234579359650e-05,4.89933000119985e-02,4.91287281812798e-02,4.13267403367461e-02,lamp_kernel
7.181118e+00,321,5.48157474457328e-05,4.82649772362392e-02,4.83554830075291e-02,4.15369835358519e-02,lamp_kernel
7.630453e+00,341,3.69394015093788e-05,4.76631073469141e-02,4.77240976495257e-02,4.17142821197780e-02,lamp_kernel
8.079874e+00,361,2.39703914153863e-05,4.71613287461773e-02,4.72009060367236e-02,4.18651202943482e-02,lamp_kernel
8.529274e+00,381,1.63138428026397e-05,4.67395987612168e-02,4.67665343954890e-02,4.19938291635469e-02,lamp_kernel
8.978696e+00,401,1.20014599651548e-05,4.63824334099307e-02,4.64022489089682e-02,4.21059439931964e-02,lamp_kernel
9.428090e+00,421,8.81584870410086e-06,4.60778231939692e-02,4.60923789598525e-02,4.22040721915092e-02,lamp_kernel
9.877504e+00,441,6.36569285923734e-06,4.58163620289743e-02,4.58268723653077e-02,4.22902874705033e-02,lamp_kernel
1.032692e+01,461,4.94798949138237e-06,4.55905765072952e-02,4.55987460867705e-02,4.23662979583012e-02,lamp_kernel
1.077639e+01,481,4.01326117719281e-06,4.53944897322197e-02,4.54011159904603e-02,4.24333160831597e-02,lamp_kernel
1.122580e+01,501,3.34489234486754e-06,4.52232976490446e-02,4.52288203697163e-02,4.24932729313835e-02,lamp_kernel
1.167525e+01,521,2.90296966154147e-06,4.50730993138535e-02,4.50778923800889e-02,4.25469021027229e-02,lamp_kernel
1.212467e+01,541,2.57991503102884e-06,4.49407031550360e-02,4.49449628287726e-02,4.25951420142616e-02,lamp_kernel
1.257413e+01,561,2.30690812857691e-06,4.48234878414354e-02,4.48272967560120e-02,4.26387326379601e-02,lamp_kernel
1.302355e+01,581,2.10251713606759e-06,4.47192856204428e-02,4.47227570669508e-02,4.26783317311997e-02,lamp_kernel
1.347295e+01,601,1.94114188242167e-06,4.46262907434476e-02,4.46294957447736e-02,4.27145339070830e-02,lamp_kernel
1.400516e+01,621,1.80539344658594e-06,4.45429929553776e-02,4.45459738237226e-02,4.27475795440892e-02,lamp_kernel
1.445454e+01,641,1.69206585925950e-06,4.44681228688771e-02,4.44709166230956e-02,4.27779048763717e-02,lamp_kernel
1.490397e+01,661,1.58804349546378e-06,4.44006070317766e-02,4.44032290356367e-02,4.28057407449996e-02,lamp_kernel
1.535342e+01,681,1.49542137419621e-06,4.43395341346978e-02,4.43420032110341e-02,4.28313700492551e-02,lamp_kernel
1.580286e+01,701,1.41249261306132e-06,4.42841273034326e-02,4.42864594568619e-02,4.28550793403579e-02,lamp_kernel
1.625240e+01,721,1.33670650623996e-06,4.42337209421629e-02,4.42359279658554e-02,4.28770166204131e-02,lamp_kernel
1.670182e+01,741,1.26706961221283e-06,4.41877427248669e-02,4.41898347717307e-02,4.28974769000480e-02,lamp_kernel
1.715122e+01,761,1.20263607059054e-06,4.41456986155200e-02,4.41476842767620e-02,4.29165723544934e-02,lamp_kernel
1.760062e+01,781,1.14290346607421e-06,4.41071604136475e-02,4.41090474509411e-02,4.29344501789963e-02,lamp_kernel
1.805009e+01,801,1.08827956629010e-06,4.40717557565870e-02,4.40735526048672e-02,4.29512100647613e-02,lamp_kernel
1.849952e+01,821,1.03779839564625e-06,4.40391596720881e-02,4.40408731713765e-02,4.29669417993971e-02,lamp_kernel
1.894894e+01,841,9.90489462963669e-07,4.40090876076817e-02,4.40107229956309e-02,4.29817193515564e-02,lamp_kernel
1.939836e+01,861,9.46778922111166e-07,4.39812896315776e-02,4.39828528494589e-02,4.29956559203915e-02,lamp_kernel
1.984779e+01,881,9.05520880886915e-07,4.39555455382603e-02,4.39570406353731e-02,4.30088032388981e-02,lamp_kernel
2.029720e+01,901,8.66757527643536e-07,4.39316607668665e-02,4.39330918621670e-02,4.30212042007657e-02,lamp_kernel
2.074661e+01,921,8.30524233103994e-07,4.39094629312576e-02,4.39108342021021e-02,4.30329675745049e-02,lamp_kernel
2.119604e+01,941,7.96816109530245e-07,4.38887988969020e-02,4.38901145125769e-02,4.30441503896519e-02,lamp_kernel
