time(s),iter,infeas,ot_objective,primal,dual,solver
1.576630e-04,1,6.56940986389728e-01,8.78356227346393e-02,7.38108274251269e-01,0.00000000000000e+00,lamp_kernel
2.036865e-02,21,9.15704033900802e-02,8.78633700552280e-02,1.78504280344831e-01,3.00886525777131e-02,lamp_kernel
4.063398e-02,41,6.49570825197281e-02,7.69284118843323e-02,1.41226142061011e-01,3.55248175434213e-02,lamp_kernel
6.096857e-02,61,4.45579110719097e-02,6.96930613254534e-02,1.13798683564075e-01,3.64383142975691e-02,lamp_kernel
8.129258e-02,81,3.21904356711432e-02,6.41350661579057e-02,9.59987500975947e-02,3.68383973004915e-02,lamp_kernel
1.016569e-01,101,2.71409740410716e-02,5.97613905643983e-02,8.66268678600429e-02,3.72435155887841e-02,lamp_kernel
1.220097e-01,121,2.14487689917352e-02,5.63115669436864e-02,7.75426183972929e-02,3.76838033645136e-02,lamp_kernel
1.423582e-01,141,1.57952783528356e-02,5.35680900677038e-02,6.92030371158215e-02,3.81237914315284e-02,lamp_kernel
1.627260e-01,161,1.14762465593752e-02,5.14031995155822e-02,6.27629554666233e-02,3.85353356936804e-02,lamp_kernel
1.830897e-01,181,8.01313991624358e-03,4.96924114756138e-02,5.76242133395002e-02,3.89060115320964e-02,lamp_kernel
2.034407e-01,201,5.81991625361524e-03,4.83406800660190e-02,5.41015207689888e-02,3.92358735124780e-02,lamp_kernel
2.238152e-01,221,4.41740180036490e-03,4.72626828286335e-02,5.16352454195654e-02,3.95202721556701e-02,lamp_kernel
2.441735e-01,241,3.70315993893679e-03,4.63905700478514e-02,5.00561407495918e-02,3.97619572147842e-02,lamp_kernel
2.645433e-01,261,3.01222708287577e-03,4.56992022722902e-02,4.86808534901818e-02,3.99651877105897e-02,lamp_kernel
2.849175e-01,281,2.55929321190731e-03,4.51299868577007e-02,4.76633017480707e-02,4.01349135311130e-02,lamp_kernel
3.052947e-01,301,2.10451102416731e-03,4.46615743088180e-02,4.67447233163902e-02,4.02790734607234e-02,lamp_kernel
3.256784e-01,321,1.73467981643178e-03,4.42679593479841e-02,4.59850311506776e-02,4.04004384849596e-02,lamp_kernel
3.460752e-01,341,1.33681374141219e-03,4.39487202282539e-02,4.52719645290689e-02,4.05032901967640e-02,lamp_kernel
3.664840e-01,361,1.08749251114994e-03,4.36759871642532e-02,4.47524409909755e-02,4.05906189935881e-02,lamp_kernel
3.868923e-01,381,8.58864684338879e-04,4.34429598380048e-02,4.42931065439491e-02,4.06663034343328e-02,lamp_kernel
4.073207e-01,401,6.85381843630041e-04,4.32443573005913e-02,4.39227821180288e-02,4.07322694310401e-02,lamp_kernel
4.277366e-01,421,5.79441094851715e-04,4.30749025980238e-02,4.36484620271860e-02,4.07894586074387e-02,lamp_kernel
4.481368e-01,441,4.92507955540235e-04,4.29275376411679e-02,4.34150463531790e-02,4.08392479809204e-02,lamp_kernel
4.685444e-01,461,4.25366203034224e-04,4.27973982476221e-02,4.32184467351472e-02,4.08832139696796e-02,lamp_kernel
4.889754e-01,481,3.48127414291806e-04,4.26880696142748e-02,4.30326633318951e-02,4.09222353739149e-02,lamp_kernel
5.094070e-01,501,3.00198069001596e-04,4.25898667091775e-02,4.28870175923681e-02,4.09571432808645e-02,lamp_kernel
5.298191e-01,521,2.65217427256307e-04,4.25015912629329e-02,4.27641165783317e-02,4.09882293992736e-02,lamp_kernel
5.502206e-01,541,2.07660684432194e-04,4.24266880461864e-02,4.26322408533321e-02,4.10159343823109e-02,lamp_kernel
5.706371e-01,561,1.64382194878945e-04,4.23588084330686e-02,4.25215220526184e-02,4.10407920833525e-02,lamp_kernel
5.910616e-01,581,1.32226184441254e-04,4.22972857274817e-02,4.24281697388889e-02,4.10634603842112e-02,lamp_kernel
6.114841e-01,601,1.10810690423150e-04,4.22436584767221e-02,4.23533443738889e-02,4.10843098624951e-02,lamp_kernel
6.319004e-01,621,1.04082628419504e-04,4.21953180631820e-02,4.22983441921059e-02,4.11036379283175e-02,lamp_kernel
6.523136e-01,641,8.67756968338049e-05,4.21510060994000e-02,4.22369009722065e-02,4.11214940119611e-02,lamp_kernel
7.590923e-01,661,7.30328384399715e-05,4.21113076835324e-02,4.21835991959880e-02,4.11379686054928e-02,lamp_kernel
7.795000e-01,681,6.25866014077477e-05,4.20759981693608e-02,4.21379494801939e-02,4.11532338947605e-02,lamp_kernel
7.999269e-01,701,4.67557885367034e-05,4.20431171440877e-02,4.20893983340506e-02,4.11673190836953e-02,lamp_kernel
8.203037e-01,721,3.91733552096239e-05,4.20130689128053e-02,4.20518446355700e-02,4.11804344986546e-02,lamp_kernel
8.406569e-01,741,3.30492180484029e-05,4.19865894046565e-02,4.20193031538305e-02,4.11925751785352e-02,lamp_kernel
8.610155e-01,761,2.69746184756855e-05,4.19615333674035e-02,4.19882341777399e-02,4.12039100923501e-02,lamp_kernel
