time(s),iter,infeas,ot_objective,eta,solver
6.275021e+00,160,1.29289860000617e-05,4.05347472513776e-02,1.00000000000000e-02,annealed_sinkhorn_cellsim
9.457866e+00,240,1.21984466182261e-05,3.92793576073558e-02,9.50000000000000e-03,annealed_sinkhorn_cellsim
1.186767e+01,300,1.38560957828030e-05,3.81505330258254e-02,9.02500000000000e-03,annealed_sinkhorn_cellsim
1.582399e+01,400,6.26568319420641e-06,3.71395093385514e-02,8.57375000000000e-03,annealed_sinkhorn_cellsim
1.900737e+01,480,8.37567541165018e-06,3.62365682731115e-02,8.14506250000000e-03,annealed_sinkhorn_cellsim
2.296430e+01,580,1.23078277837587e-05,3.54326563277445e-02,7.73780937500000e-03,annealed_sinkhorn_cellsim
2.692106e+01,680,6.02745350408609e-06,3.47191066534841e-02,7.35091890625000e-03,annealed_sinkhorn_cellsim
3.165143e+01,800,8.18693604563246e-06,3.40867835682077e-02,6.98337296093750e-03,annealed_sinkhorn_cellsim
3.560872e+01,900,1.23750534354179e-05,3.35276646939995e-02,6.63420431289062e-03,annealed_sinkhorn_cellsim
4.033951e+01,1020,1.51140204012700e-05,3.30342093546036e-02,6.30249409724609e-03,annealed_sinkhorn_cellsim
4.507044e+01,1140,1.00310997714900e-05,3.25994402970202e-02,5.98736939238379e-03,annealed_sinkhorn_cellsim
5.057483e+01,1280,1.18677507873310e-05,3.22165012563774e-02,5.68800092276460e-03,annealed_sinkhorn_cellsim
5.607956e+01,1420,8.98413553919646e-06,3.18797173802243e-02,5.40360087662637e-03,annealed_sinkhorn_cellsim
6.235778e+01,1580,1.03767334174870e-05,3.15835252612141e-02,5.13342083279505e-03,annealed_sinkhorn_cellsim
6.786274e+01,1720,1.64350515989624e-05,3.13230750537975e-02,4.87674979115530e-03,annealed_sinkhorn_cellsim
7.491489e+01,1900,9.94379072412125e-06,3.10945032652179e-02,4.63291230159753e-03,annealed_sinkhorn_cellsim
8.119333e+01,2060,1.56393309926136e-05,3.08933685164176e-02,4.40126668651765e-03,annealed_sinkhorn_cellsim
8.901909e+01,2260,1.01637793171714e-05,3.07168648786967e-02,4.18120335219177e-03,annealed_sinkhorn_cellsim
9.607137e+01,2440,1.58304483589366e-05,3.05614634772918e-02,3.97214318458218e-03,annealed_sinkhorn_cellsim
1.046710e+02,2660,1.09339844402371e-05,3.04250660031444e-02,3.77353602535307e-03,annealed_sinkhorn_cellsim
1.132705e+02,2880,1.07775733912539e-05,3.03049952148987e-02,3.58485922408542e-03,annealed_sinkhorn_cellsim
1.226442e+02,3120,1.21695487672019e-05,3.01993122315393e-02,3.40561626288115e-03,annealed_sinkhorn_cellsim
1.320175e+02,3360,1.25738560470864e-05,3.01062980017890e-02,3.23533544973709e-03,annealed_sinkhorn_cellsim
1.421647e+02,3620,1.40093770061675e-05,3.00243572065511e-02,3.07356867725024e-03,annealed_sinkhorn_cellsim
1.523122e+02,3880,1.49983364161534e-05,2.99521606055974e-02,2.91989024338772e-03,annealed_sinkhorn_cellsim
1.632331e+02,4160,1.65457552702924e-05,2.98884982974880e-02,2.77389573121834e-03,annealed_sinkhorn_cellsim
1.749273e+02,4460,1.33063280319791e-05,2.98324495146027e-02,2.63520094465742e-03,annealed_sinkhorn_cellsim
1.873960e+02,4780,1.47292228534022e-05,2.97828853548108e-02,2.50344089742455e-03,annealed_sinkhorn_cellsim
2.006378e+02,5120,1.27662203369382e-05,2.97391892391627e-02,2.37826885255332e-03,annealed_sinkhorn_cellsim
2.146532e+02,5480,1.41899202399133e-05,2.97005092843608e-02,2.25935540992566e-03,annealed_sinkhorn_cellsim
2.294423e+02,5860,1.30420010577425e-05,2.96663643458834e-02,2.14638763942937e-03,annealed_sinkhorn_cellsim
2.450049e+02,6260,1.45878602833218e-05,2.96360999718648e-02,2.03906825745790e-03,annealed_sinkhorn_cellsim
2.613412e+02,6680,1.40641451744467e-05,2.96093496419860e-02,1.93711484458501e-03,annealed_sinkhorn_cellsim
2.784517e+02,7120,1.58077189899842e-05,2.95856033723544e-02,1.84025910235576e-03,annealed_sinkhorn_cellsim
2.963355e+02,7580,1.58055099790642e-05,2.95645872248306e-02,1.74824614723797e-03,annealed_sinkhorn_cellsim
3.157669e+02,8080,1.48730333261089e-05,2.95459664454183e-02,1.66083383987607e-03,annealed_sinkhorn_cellsim
3.359716e+02,8600,1.53848844178574e-05,2.95294047727283e-02,1.57779214788227e-03,annealed_sinkhorn_cellsim
3.577237e+02,9160,1.49937461620189e-05,2.95147112297431e-02,1.49890254048815e-03,annealed_sinkhorn_cellsim
3.802500e+02,9740,1.59192305873192e-05,2.95016177746577e-02,1.42395741346375e-03,annealed_sinkhorn_cellsim
4.043247e+02,10360,1.59498294019031e-05,2.94899857574930e-02,1.35275954279056e-03,annealed_sinkhorn_cellsim
4.299518e+02,11020,1.51889628575608e-05,2.94796446459530e-02,1.28512156565103e-03,annealed_sinkhorn_cellsim
4.571404e+02,11720,1.56014298100742e-05,2.94704032804714e-02,1.22086548736848e-03,annealed_sinkhorn_cellsim
4.858972e+02,12460,1.54555018339730e-05,2.94621704164207e-02,1.15982221300006e-03,annealed_sinkhorn_cellsim
5.162262e+02,13240,1.62056551747045e-05,2.94547996733749e-02,1.10183110235005e-03,annealed_sinkhorn_cellsim
5.481306e+02,14060,1.65459533284426e-05,2.94482192099203e-02,1.04673954723255e-03,annealed_sinkhorn_cellsim
5.823990e+02,14940,1.61153109351117e-05,2.94423495344713e-02,9.94402569870922e-04,annealed_sinkhorn_cellsim
6.190440e+02,15880,1.55196683092245e-05,2.94370985939354e-02,9.44682441377376e-04,annealed_sinkhorn_cellsim
6.580818e+02,16880,1.56208057873830e-05,2.94323778482942e-02,8.97448319308507e-04,annealed_sinkhorn_cellsim
6.995290e+02,17940,1.56161731901748e-05,2.94281445574081e-02,8.52575903343082e-04,annealed_sinkhorn_cellsim
7.433973e+02,19060,1.61304151645021e-05,2.94243310988614e-02,8.09947108175928e-04,annealed_sinkhorn_cellsim
7.897028e+02,20240,1.65949502248617e-05,2.94209033607134e-02,7.69449752767131e-04,annealed_sinkhorn_cellsim
8.392292e+02,21500,1.65359923454695e-05,2.94178318687416e-02,7.30977265128775e-04,annealed_sinkhorn_cellsim
8.919902e+02,22840,1.64991566020653e-05,2.94150678986433e-02,6.94428401872336e-04,annealed_sinkhorn_cellsim
9.487823e+02,24280,1.61202489031458e-05,2.94125885945566e-02,6.59706981778719e-04,annealed_sinkhorn_cellsim
1.008820e+03,25800,1.65256530585257e-05,2.94103385374046e-02,6.26721632689783e-04,annealed_sinkhorn_cellsim
