time(s),iter,infeas,ot_objective,eta,solver
1.437802e+01,240,1.32812049772943e-05,1.13278154551256e-01,1.00000000000000e-02,annealed_sinkhorn_cellsim
2.045180e+01,340,8.32299738920877e-06,1.12639573719498e-01,9.50000000000000e-03,annealed_sinkhorn_cellsim
2.533951e+01,420,8.69261047027291e-06,1.12059068059518e-01,9.02500000000000e-03,annealed_sinkhorn_cellsim
3.141327e+01,520,1.05047196703447e-05,1.11530953897777e-01,8.57375000000000e-03,annealed_sinkhorn_cellsim
3.630100e+01,600,1.43092500505214e-05,1.11051579114084e-01,8.14506250000000e-03,annealed_sinkhorn_cellsim
4.237497e+01,700,1.37914665543588e-05,1.10616147723039e-01,7.73780937500000e-03,annealed_sinkhorn_cellsim
4.844872e+01,800,9.16384234668459e-06,1.10222089183774e-01,7.35091890625000e-03,annealed_sinkhorn_cellsim
5.570885e+01,920,7.98964905858820e-06,1.09865272442445e-01,6.98337296093750e-03,annealed_sinkhorn_cellsim
6.178255e+01,1020,1.33748314016165e-05,1.09543132119110e-01,6.63420431289062e-03,annealed_sinkhorn_cellsim
6.904211e+01,1140,1.08363896028576e-05,1.09253010804286e-01,6.30249409724609e-03,annealed_sinkhorn_cellsim
7.630173e+01,1260,8.89380677042626e-06,1.08992326087336e-01,5.98736939238379e-03,annealed_sinkhorn_cellsim
8.356126e+01,1380,1.47066183665394e-05,1.08758056801259e-01,5.68800092276460e-03,annealed_sinkhorn_cellsim
9.082068e+01,1500,1.35393547913896e-05,1.08548590374581e-01,5.40360087662637e-03,annealed_sinkhorn_cellsim
9.926609e+01,1640,9.86908841517844e-06,1.08361280148657e-01,5.13342083279505e-03,annealed_sinkhorn_cellsim
1.077116e+02,1780,9.68470490807404e-06,1.08194010813881e-01,4.87674979115530e-03,annealed_sinkhorn_cellsim
1.161568e+02,1920,1.46977218120290e-05,1.08044640381206e-01,4.63291230159753e-03,annealed_sinkhorn_cellsim
1.246026e+02,2060,1.54033821735829e-05,1.07911779616201e-01,4.40126668651765e-03,annealed_sinkhorn_cellsim
1.342339e+02,2220,1.13495574819141e-05,1.07793661005736e-01,4.18120335219177e-03,annealed_sinkhorn_cellsim
1.438655e+02,2380,1.24315565748404e-05,1.07688513322062e-01,3.97214318458218e-03,annealed_sinkhorn_cellsim
1.546831e+02,2560,9.62939688603723e-06,1.07595180969405e-01,3.77353602535307e-03,annealed_sinkhorn_cellsim
1.655007e+02,2740,1.09938824268732e-05,1.07512174293114e-01,3.58485922408542e-03,annealed_sinkhorn_cellsim
1.763184e+02,2920,1.61638394240043e-05,1.07438336466105e-01,3.40561626288115e-03,annealed_sinkhorn_cellsim
1.883217e+02,3120,1.06721635958631e-05,1.07373126410121e-01,3.23533544973709e-03,annealed_sinkhorn_cellsim
2.003249e+02,3320,1.54422871043884e-05,1.07314926317770e-01,3.07356867725024e-03,annealed_sinkhorn_cellsim
2.135140e+02,3540,1.11317086390941e-05,1.07263552120300e-01,2.91989024338772e-03,annealed_sinkhorn_cellsim
2.267031e+02,3760,1.59066640252040e-05,1.07217666539817e-01,2.77389573121834e-03,annealed_sinkhorn_cellsim
2.410786e+02,4000,1.23608615145953e-05,1.07177186867219e-01,2.63520094465742e-03,annealed_sinkhorn_cellsim
2.566398e+02,4260,1.11750155350950e-05,1.07141172211137e-01,2.50344089742455e-03,annealed_sinkhorn_cellsim
2.722015e+02,4520,1.42938515378182e-05,1.07109058941146e-01,2.37826885255332e-03,annealed_sinkhorn_cellsim
2.889483e+02,4800,1.33957994829213e-05,1.07080640647258e-01,2.25935540992566e-03,annealed_sinkhorn_cellsim
3.068821e+02,5100,1.17671533585646e-05,1.07055410150102e-01,2.14638763942937e-03,annealed_sinkhorn_cellsim
3.248164e+02,5400,1.64002620706032e-05,1.07032790056141e-01,2.03906825745790e-03,annealed_sinkhorn_cellsim
3.439373e+02,5720,1.50287450491099e-05,1.07012841114477e-01,1.93711484458501e-03,annealed_sinkhorn_cellsim
3.642444e+02,6060,1.49003274493951e-05,1.06995050728515e-01,1.84025910235576e-03,annealed_sinkhorn_cellsim
3.857400e+02,6420,1.42967936064378e-05,1.06979223897385e-01,1.74824614723797e-03,annealed_sinkhorn_cellsim
4.084227e+02,6800,1.46121158205692e-05,1.06965092278936e-01,1.66083383987607e-03,annealed_sinkhorn_cellsim
4.322927e+02,7200,1.45413195100534e-05,1.06952499850593e-01,1.57779214788227e-03,annealed_sinkhorn_cellsim
4.573507e+02,7620,1.52374456770204e-05,1.06941235815683e-01,1.49890254048815e-03,annealed_sinkhorn_cellsim
4.835971e+02,8060,1.56083377169012e-05,1.06931180877425e-01,1.42395741346375e-03,annealed_sinkhorn_cellsim
5.122192e+02,8540,1.33496719974693e-05,1.06922264194493e-01,1.35275954279056e-03,annealed_sinkhorn_cellsim
5.420301e+02,9040,1.41806645284513e-05,1.06914204138582e-01,1.28512156565103e-03,annealed_sinkhorn_cellsim
5.730299e+02,9560,1.57905852997385e-05,1.06906963178872e-01,1.22086548736848e-03,annealed_sinkhorn_cellsim
6.064061e+02,10120,1.41822088793081e-05,1.06900560969035e-01,1.15982221300006e-03,annealed_sinkhorn_cellsim
6.409747e+02,10700,1.62147573194854e-05,1.06894721003300e-01,1.10183110235005e-03,annealed_sinkhorn_cellsim
6.779439e+02,11320,1.53558570065345e-05,1.06889557136867e-01,1.04673954723255e-03,annealed_sinkhorn_cellsim
7.172768e+02,11980,1.52728703152047e-05,1.06884897597489e-01,9.94402569870922e-04,annealed_sinkhorn_cellsim
7.589943e+02,12680,1.52398597756028e-05,1.06880710318833e-01,9.44682441377376e-04,annealed_sinkhorn_cellsim
8.031172e+02,13420,1.58510173254298e-05,1.06876923710762e-01,8.97448319308507e-04,annealed_sinkhorn_cellsim
8.496335e+02,14200,1.64937816782601e-05,1.06873514346664e-01,8.52575903343082e-04,annealed_sinkhorn_cellsim
8.997075e+02,15040,1.56563900530800e-05,1.06870482460491e-01,8.09947108175928e-04,annealed_sinkhorn_cellsim
9.533632e+02,15940,1.50546982096393e-05,1.06867748867267e-01,7.69449752767131e-04,annealed_sinkhorn_cellsim
1.010605e+03,16900,1.50603233122685e-05,1.06865269568792e-01,7.30977265128775e-04,annealed_sinkhorn_cellsim
1.071464e+03,17920,1.51652676336514e-05,1.06863033280372e-01,6.94428401872336e-04,annealed_sinkhorn_cellsim
1.135875e+03,19000,1.57171645212304e-05,1.06861004140810e-01,6.59706981778719e-04,annealed_sinkhorn_cellsim
1.203873e+03,20140,1.63793586362627e-05,1.06859170975474e-01,6.26721632689783e-04,annealed_sinkhorn_cellsim
1.277133e+03,21360,1.60896949985387e-05,1.06857543744643e-01,5.95385551055294e-04,annealed_sinkhorn_cellsim
1.354687e+03,22660,1.60082586863595e-05,1.06856070711567e-01,5.65616273502529e-04,annealed_sinkhorn_cellsim
1.437018e+03,24040,1.63823890931413e-05,1.06854728544782e-01,5.37335459827403e-04,annealed_sinkhorn_cellsim
1.525363e+03,25520,1.57946305009693e-05,1.06853544017023e-01,5.10468686836033e-04,annealed_sinkhorn_cellsim
1.618455e+03,27080,1.66115902672881e-05,1.06852435751390e-01,4.84945252494231e-04,annealed_sinkhorn_cellsim
1.717521e+03,28740,1.65499764059118e-05,1.06851457609067e-01,4.60697989869519e-04,annealed_sinkhorn_cellsim
1.823749e+03,30520,1.58080823577547e-05,1.06850592680306e-01,4.37663090376043e-04,annealed_sinkhorn_cellsim
1.935949e+03,32400,1.61737836835587e-05,1.06849780857237e-01,4.15779935857241e-04,annealed_sinkhorn_cellsim
2.055308e+03,34400,1.59836906102710e-05,1.06849060480832e-01,3.94990939064379e-04,annealed_sinkhorn_cellsim
2.181824e+03,36520,1.59950580388644e-05,1.06848402098766e-01,3.75241392111160e-04,annealed_sinkhorn_cellsim
2.315499e+03,38760,1.63115885266532e-05,1.06847795903765e-01,3.56479322505602e-04,annealed_sinkhorn_cellsim
2.457537e+03,41140,1.61196488667230e-05,1.06847258209517e-01,3.38655356380322e-04,annealed_sinkhorn_cellsim
2.607939e+03,43660,1.61965321939723e-05,1.06846761722051e-01,3.21722588561306e-04,annealed_sinkhorn_cellsim
2.766688e+03,46320,1.64936267842590e-05,1.06846303158957e-01,3.05636459133241e-04,annealed_sinkhorn_cellsim
2.934959e+03,49140,1.65374457657593e-05,1.06845892235019e-01,2.90354636176578e-04,annealed_sinkhorn_cellsim
3.113961e+03,52140,1.63737405726278e-05,1.06845524489097e-01,2.75836904367750e-04,annealed_sinkhorn_cellsim
3.303734e+03,55320,1.66077953605925e-05,1.06845179376298e-01,2.62045059149362e-04,annealed_sinkhorn_cellsim
3.506597e+03,58720,1.62378431693015e-05,1.06844883785983e-01,2.48942806191894e-04,annealed_sinkhorn_cellsim
3.722564e+03,62340,1.63426730541172e-05,1.06844604799700e-01,2.36495665882299e-04,annealed_sinkhorn_cellsim
3.952854e+03,66200,1.64947987242055e-05,1.06844353470686e-01,2.24670882588184e-04,annealed_sinkhorn_cellsim
4.198648e+03,70320,1.66564763863927e-05,1.06844127499205e-01,2.13437338458775e-04,annealed_sinkhorn_cellsim
4.462338e+03,74740,1.65025204855893e-05,1.06843933786142e-01,2.02765471535836e-04,annealed_sinkhorn_cellsim
4.745104e+03,79480,1.64889580953647e-05,1.06843756568881e-01,1.92627197959044e-04,annealed_sinkhorn_cellsim
5.048166e+03,84560,1.66449921119587e-05,1.06843592626079e-01,1.82995838061092e-04,annealed_sinkhorn_cellsim
5.373897e+03,90020,1.66435525374647e-05,1.06843448684039e-01,1.73846046158038e-04,annealed_sinkhorn_cellsim
5.724662e+03,95900,1.65565447151014e-05,1.06843320594291e-01,1.65153743850136e-04,annealed_sinkhorn_cellsim
6.101693e+03,102220,1.66545192026593e-05,1.06843198877559e-01,1.56896056657629e-04,annealed_sinkhorn_cellsim
6.508540e+03,109040,1.65202487562438e-05,1.06843094240454e-01,1.49051253824747e-04,annealed_sinkhorn_cellsim
6.946398e+03,116380,1.65626931211498e-05,1.06842993789223e-01,1.41598691133510e-04,annealed_sinkhorn_cellsim
7.417666e+03,124280,1.65910812599111e-05,1.06842903236390e-01,1.34518756576835e-04,annealed_sinkhorn_cellsim
7.924713e+03,132780,1.65784106179493e-05,1.06842822901418e-01,1.27792818747993e-04,annealed_sinkhorn_cellsim
8.471149e+03,141940,1.65554411306045e-05,1.06842751068946e-01,1.21403177810593e-04,annealed_sinkhorn_cellsim
9.059345e+03,151800,1.66016771247779e-05,1.06842681073739e-01,1.15333018920064e-04,annealed_sinkhorn_cellsim
9.692865e+03,162420,1.66222605694691e-05,1.06842614180634e-01,1.09566367974060e-04,annealed_sinkhorn_cellsim
1.037412e+04,173840,1.66533105260268e-05,1.06842553593921e-01,1.04088049575357e-04,annealed_sinkhorn_cellsim
1.097546e+04,183920,1.66535786903714e-05,1.06842528234215e-01,1.00000000000000e-04,annealed_sinkhorn_cellsim
c_index=-0.10684252823421456,Sw=0.0,Smin=0.10684252823421456,Smax=0.10684252823421456,Nw=73,pairs=190
