time(s),iter,infeas,ot_objective,primal,dual,solver
1.348970e-04,1,6.10514429813351e-01,1.59390051657643e-01,9.94255289162213e-01,0.00000000000000e+00,lamp_kernel
1.964749e-02,21,7.26311833666911e-02,1.44053605936478e-01,2.43375173438509e-01,4.84109064426053e-02,lamp_kernel
3.901947e-02,41,4.89637075182191e-02,1.34255425089101e-01,2.01212232840230e-01,5.33032940618770e-02,lamp_kernel
5.837306e-02,61,2.85434356520809e-02,1.23958294889885e-01,1.62990823887040e-01,5.65651667190983e-02,lamp_kernel
7.774916e-02,81,1.47539169044415e-02,1.12973275101390e-01,1.33148936378249e-01,6.01283049905259e-02,lamp_kernel
9.711896e-02,101,6.26271340741132e-03,1.03571430032361e-01,1.12135554745843e-01,6.36439081596288e-02,lamp_kernel
1.164823e-01,121,2.12050527369709e-03,9.67534310020144e-02,9.96531759588962e-02,6.65698220744042e-02,lamp_kernel
1.358531e-01,141,6.83848041647166e-04,9.21450896931969e-02,9.30802370538930e-02,6.88211195659095e-02,lamp_kernel
1.552457e-01,161,2.69459884585252e-04,8.90587457689752e-02,8.94272263151450e-02,7.05117102839952e-02,lamp_kernel
1.747309e-01,181,1.49509286399717e-04,8.69162660024428e-02,8.71207167079526e-02,7.17877741056492e-02,lamp_kernel
1.941694e-01,201,7.73359694244065e-05,8.53925392188339e-02,8.54982944791984e-02,7.27659442121387e-02,lamp_kernel
2.135776e-01,221,5.66321702847383e-05,8.42724603383904e-02,8.43499036026055e-02,7.35389316439157e-02,lamp_kernel
2.329787e-01,241,6.69955240693457e-05,8.34227087425925e-02,8.35143236682724e-02,7.41641631070830e-02,lamp_kernel
2.524208e-01,261,3.58578458457823e-05,8.27798389917862e-02,8.28288738180352e-02,7.46719448803193e-02,lamp_kernel
2.718637e-01,281,3.53926335985742e-05,8.22704731590905e-02,8.23188718176844e-02,7.50902216480859e-02,lamp_kernel
2.912843e-01,301,3.25182039952043e-05,8.18609775932699e-02,8.19054455317427e-02,7.54427485412052e-02,lamp_kernel
3.107072e-01,321,4.30930614464337e-05,8.15203400716594e-02,8.15792688982725e-02,7.57420529642363e-02,lamp_kernel
3.301314e-01,341,2.70412676611808e-05,8.12458075303060e-02,8.12827858771655e-02,7.59980970626554e-02,lamp_kernel
3.495677e-01,361,2.15184317008055e-05,8.10106354206549e-02,8.10400614091580e-02,7.62192010534046e-02,lamp_kernel
3.690161e-01,381,1.86604313599113e-05,8.08067875026369e-02,8.08323052376788e-02,7.64118604820801e-02,lamp_kernel
