time(s),iter,infeas,ot_objective,primal,dual,solver
1.204500e-04,1,1.63799050237441e+00,4.02556343662933e-01,2.04054684603734e+00,0.00000000000000e+00,lamp_kernel
1.753849e+00,251,1.91317607139165e-04,2.06107658611988e-01,2.06298976219128e-01,1.69490516256169e-01,lamp_kernel
3.513026e+00,501,3.91364241161777e-05,2.05399303263842e-01,2.05438439687958e-01,2.02228824122034e-01,lamp_kernel
5.272344e+00,751,8.85370549148550e-06,2.05267852177856e-01,2.05276705883347e-01,2.04243826054212e-01,lamp_kernel
7.044772e+00,1001,1.62665384150115e-06,2.05223389195453e-01,2.05225015849294e-01,2.04858299932614e-01,lamp_kernel
8.816566e+00,1251,1.33088559261047e-06,2.05203208137520e-01,2.05204539023112e-01,2.04957648811945e-01,lamp_kernel
1.060228e+01,1501,9.12216008138097e-07,2.05191981127309e-01,2.05192893343318e-01,2.05018223152608e-01,lamp_kernel
1.239741e+01,1751,6.35636502112435e-07,2.05185018687147e-01,2.05185654323649e-01,2.05040930374957e-01,lamp_kernel
1.419748e+01,2001,5.23914977642489e-07,2.05180417525919e-01,2.05180941440897e-01,2.05064521385205e-01,lamp_kernel
1.599976e+01,2251,5.26274317373858e-07,2.05177225968723e-01,2.05177752243041e-01,2.05086974734931e-01,lamp_kernel
1.780268e+01,2501,4.95773237092074e-07,2.05174927403666e-01,2.05175423176903e-01,2.05106120623047e-01,lamp_kernel
1.960625e+01,2751,4.97035002646700e-07,2.05173227626168e-01,2.05173724661171e-01,2.05119897508843e-01,lamp_kernel
2.140998e+01,3001,3.65500024351336e-07,2.05171942421765e-01,2.05172307921789e-01,2.05128631269916e-01,lamp_kernel
2.323945e+01,3251,1.79227209847238e-07,2.05170948337787e-01,2.05171127564997e-01,2.05130965097974e-01,lamp_kernel
2.504300e+01,3501,7.80952270206413e-08,2.05170157326110e-01,2.05170235421337e-01,2.05132738744754e-01,lamp_kernel
2.684671e+01,3751,1.02030721135821e-07,2.05169511498642e-01,2.05169613529364e-01,2.05135296498004e-01,lamp_kernel
2.865054e+01,4001,1.08220702909841e-07,2.05168974000668e-01,2.05169082221371e-01,2.05137847995207e-01,lamp_kernel
3.045464e+01,4251,1.05189191765729e-07,2.05168520954367e-01,2.05168626143558e-01,2.05140224485655e-01,lamp_kernel
3.225898e+01,4501,9.96621798570004e-08,2.05168135727620e-01,2.05168235389800e-01,2.05142843034127e-01,lamp_kernel
