time(s),iter,infeas,ot_objective,primal,dual,solver
1.262160e-04,1,2.62896020557031e-01,2.06115238552234e-01,6.28849934596898e-01,7.09480393981109e-17,lamp_kernel
4.454453e-01,21,8.24971091810322e-02,1.48061894652492e-01,2.80716585660422e-01,-2.36523004488919e-03,lamp_kernel
8.929134e-01,41,5.32788082794531e-02,1.17916364221646e-01,2.03588261331061e-01,3.99204807293579e-04,lamp_kernel
1.341735e+00,61,3.75539134414949e-02,9.47530718084600e-02,1.55139463927827e-01,3.59346559522919e-03,lamp_kernel
1.791041e+00,81,2.96432964881202e-02,7.66765633000515e-02,1.24342746698780e-01,6.70655410941384e-03,lamp_kernel
2.240565e+00,101,2.53979178913338e-02,6.29861024169839e-02,1.03825751024868e-01,9.57241794556458e-03,lamp_kernel
2.690178e+00,121,2.11826417021340e-02,5.28812335295537e-02,8.69427517769631e-02,1.20142092331046e-02,lamp_kernel
3.139884e+00,141,1.67865731200301e-02,4.55510715664936e-02,7.25437467332448e-02,1.40146590082019e-02,lamp_kernel
3.589575e+00,161,1.32554753884625e-02,4.02626705074300e-02,6.15773687953550e-02,1.56155250856595e-02,lamp_kernel
4.039254e+00,181,1.04560150146664e-02,3.64507859383240e-02,5.32639743604918e-02,1.68896375753449e-02,lamp_kernel
4.488950e+00,201,8.10351499502380e-03,3.36824909439325e-02,4.67128781710059e-02,1.79016247105570e-02,lamp_kernel
4.938635e+00,221,6.45232118360843e-03,3.16443472421364e-02,4.20196280415791e-02,1.87079299480792e-02,lamp_kernel
5.388297e+00,241,5.10692959154380e-03,3.01231229350491e-02,3.83350248270157e-02,1.93558513033392e-02,lamp_kernel
5.837983e+00,261,4.09336625955124e-03,2.89687838948449e-02,3.55508840645791e-02,1.98824855083568e-02,lamp_kernel
6.287680e+00,281,3.42767532520002e-03,2.80792927400898e-02,3.35909672175811e-02,2.03140075559068e-02,lamp_kernel
6.737394e+00,301,2.99822949841836e-03,2.73831283887902e-02,3.22042574153937e-02,2.06718710110976e-02,lamp_kernel
7.187103e+00,321,2.68772517671927e-03,2.68299566470186e-02,3.11517972105410e-02,2.09710040525192e-02,lamp_kernel
7.636839e+00,341,2.47249316597095e-03,2.63842112852872e-02,3.03599604988912e-02,2.12234374648285e-02,lamp_kernel
8.086618e+00,361,2.27897358552875e-03,2.60209463260428e-02,2.96855176038090e-02,2.14380630208349e-02,lamp_kernel
8.536395e+00,381,2.07666895821463e-03,2.57216293032712e-02,2.90608963601714e-02,2.16216455106382e-02,lamp_kernel
8.989839e+00,401,1.85739547549276e-03,2.54726061389776e-02,2.84592831913860e-02,2.17799974732450e-02,lamp_kernel
