time(s),iter,infeas,ot_objective,eta,solver
4.762375e+00,120,1.45909959594510e-05,7.62389088082719e-02,1.00000000000000e-02,annealed_sinkhorn_cellsim
7.967490e+00,200,1.03111220987767e-05,7.54055441104674e-02,9.50000000000000e-03,annealed_sinkhorn_cellsim
1.117253e+01,280,5.38554374055409e-06,7.46677250351224e-02,9.02500000000000e-03,annealed_sinkhorn_cellsim
1.515618e+01,380,6.36047261396112e-06,7.40147811634348e-02,8.57375000000000e-03,annealed_sinkhorn_cellsim
1.836136e+01,460,1.17356764378454e-05,7.34371922843347e-02,8.14506250000000e-03,annealed_sinkhorn_cellsim
2.234508e+01,560,1.11349600709171e-05,7.29268143058516e-02,7.73780937500000e-03,annealed_sinkhorn_cellsim
2.632885e+01,660,9.73340260352950e-06,7.24757941637346e-02,7.35091890625000e-03,annealed_sinkhorn_cellsim
3.109163e+01,780,1.05493521828144e-05,7.20772988090725e-02,6.98337296093750e-03,annealed_sinkhorn_cellsim
3.585448e+01,900,1.08902519473100e-05,7.17252396702329e-02,6.63420431289062e-03,annealed_sinkhorn_cellsim
4.061740e+01,1020,1.59696139719472e-05,7.14140875514282e-02,6.30249409724609e-03,annealed_sinkhorn_cellsim
4.615902e+01,1160,1.40502376578764e-05,7.11394240064846e-02,5.98736939238379e-03,annealed_sinkhorn_cellsim
5.247946e+01,1320,1.46754351624715e-05,7.08966281810015e-02,5.68800092276460e-03,annealed_sinkhorn_cellsim
5.879998e+01,1480,1.58680042433914e-05,7.06820389333746e-02,5.40360087662637e-03,annealed_sinkhorn_cellsim
6.667812e+01,1680,1.58140729134973e-05,7.04923918394171e-02,5.13342083279505e-03,annealed_sinkhorn_cellsim
7.455621e+01,1880,1.61287814626007e-05,7.03246685949099e-02,4.87674979115530e-03,annealed_sinkhorn_cellsim
8.399237e+01,2120,1.61206179247936e-05,7.01763316196923e-02,4.63291230159753e-03,annealed_sinkhorn_cellsim
9.342847e+01,2360,1.63006715866096e-05,7.00450570342243e-02,4.40126668651765e-03,annealed_sinkhorn_cellsim
1.044230e+02,2640,1.62930250280649e-05,6.99288540952790e-02,4.18120335219177e-03,annealed_sinkhorn_cellsim
1.154172e+02,2920,1.65153289355369e-05,6.98259236382467e-02,3.97214318458218e-03,annealed_sinkhorn_cellsim
1.279693e+02,3240,1.66343350316833e-05,6.97347169905303e-02,3.77353602535307e-03,annealed_sinkhorn_cellsim
1.413004e+02,3580,1.56575664305060e-05,6.96538568665034e-02,3.58485922408542e-03,annealed_sinkhorn_cellsim
1.554099e+02,3940,1.64956035897951e-05,6.95821088915646e-02,3.40561626288115e-03,annealed_sinkhorn_cellsim
1.702987e+02,4320,1.65332785892649e-05,6.95184308002371e-02,3.23533544973709e-03,annealed_sinkhorn_cellsim
1.867459e+02,4740,1.58131917884612e-05,6.94618862643870e-02,3.07356867725024e-03,annealed_sinkhorn_cellsim
2.039719e+02,5180,1.53430856881692e-05,6.94116424396496e-02,2.91989024338772e-03,annealed_sinkhorn_cellsim
2.219770e+02,5640,1.61178062797407e-05,6.93669628346399e-02,2.77389573121834e-03,annealed_sinkhorn_cellsim
2.407610e+02,6120,1.62281540756331e-05,6.93272276569150e-02,2.63520094465742e-03,annealed_sinkhorn_cellsim
2.611034e+02,6640,1.54439933908416e-05,6.92918758388268e-02,2.50344089742455e-03,annealed_sinkhorn_cellsim
2.814461e+02,7160,1.64662496175336e-05,6.92603845750722e-02,2.37826885255332e-03,annealed_sinkhorn_cellsim
3.033474e+02,7720,1.63531706545082e-05,6.92323425489985e-02,2.25935540992566e-03,annealed_sinkhorn_cellsim
3.260271e+02,8300,1.57812742595963e-05,6.92073554752296e-02,2.14638763942937e-03,annealed_sinkhorn_cellsim
3.502645e+02,8920,1.54244916813703e-05,6.91850742626773e-02,2.03906825745790e-03,annealed_sinkhorn_cellsim
3.745029e+02,9540,1.64381064378575e-05,6.91651797158935e-02,1.93711484458501e-03,annealed_sinkhorn_cellsim
4.003003e+02,10200,1.64292397524074e-05,6.91474308160533e-02,1.84025910235576e-03,annealed_sinkhorn_cellsim
4.268812e+02,10880,1.59804561145122e-05,6.91315795459108e-02,1.74824614723797e-03,annealed_sinkhorn_cellsim
4.550330e+02,11600,1.57204284167827e-05,6.91174129902354e-02,1.66083383987607e-03,annealed_sinkhorn_cellsim
4.839822e+02,12340,1.54634154424969e-05,6.91047426457752e-02,1.57779214788227e-03,annealed_sinkhorn_cellsim
5.137345e+02,13100,1.64438698212121e-05,6.90933922246837e-02,1.49890254048815e-03,annealed_sinkhorn_cellsim
5.442946e+02,13880,1.65826548451759e-05,6.90832399359570e-02,1.42395741346375e-03,annealed_sinkhorn_cellsim
5.764453e+02,14700,1.60488767639781e-05,6.90741580850447e-02,1.35275954279056e-03,annealed_sinkhorn_cellsim
6.094102e+02,15540,1.61815061017105e-05,6.90660103115906e-02,1.28512156565103e-03,annealed_sinkhorn_cellsim
6.439737e+02,16420,1.58872209970999e-05,6.90587118551053e-02,1.22086548736848e-03,annealed_sinkhorn_cellsim
6.793514e+02,17320,1.61893138966758e-05,6.90521524695604e-02,1.15982221300006e-03,annealed_sinkhorn_cellsim
7.163414e+02,18260,1.61382811529553e-05,6.90462688673130e-02,1.10183110235005e-03,annealed_sinkhorn_cellsim
7.549305e+02,19240,1.54046332134325e-05,6.90409917717159e-02,1.04673954723255e-03,annealed_sinkhorn_cellsim
7.951298e+02,20260,1.53993452229798e-05,6.90362367295775e-02,9.94402569870922e-04,annealed_sinkhorn_cellsim
8.361628e+02,21300,1.63316830697868e-05,6.90319381217248e-02,9.44682441377376e-04,annealed_sinkhorn_cellsim
8.796097e+02,22400,1.54219086954538e-05,6.90281018630424e-02,8.97448319308507e-04,annealed_sinkhorn_cellsim
9.239018e+02,23520,1.64692152773730e-05,6.90246089505275e-02,8.52575903343082e-04,annealed_sinkhorn_cellsim
9.706251e+02,24700,1.60765765316248e-05,6.90214889362944e-02,8.09947108175928e-04,annealed_sinkhorn_cellsim
1.019001e+03,25920,1.62999590210728e-05,6.90186660104207e-02,7.69449752767131e-04,annealed_sinkhorn_cellsim
1.069828e+03,27200,1.63206680878917e-05,6.90161257438417e-02,7.30977265128775e-04,annealed_sinkhorn_cellsim
