iter,infeas,ot_objective,dual,solver,time(s),problemclass,p,maxval,Algorithm,problem_1,problem_2,eta,primal,resolution_x,unnorm_ot_distance,gap,bintime,resolution_y,ot_distance,maxv
216801,0.000106215317754,2.43421352680565,182.660847042965,sinkhorn_kernel,531.5968,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309906530507,544.5719101259294,64,2.4342527066751765,126.0
217001,0.0001062153170924,2.43421352680564,182.660849353639,sinkhorn_kernel,532.0871,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309823178677,544.5719101259294,64,2.4342527066751765,126.0
217201,0.0001062153164014,2.43421352680563,182.660851664313,sinkhorn_kernel,532.5768,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309736122892,544.5719101259294,64,2.4342527066751765,126.0
217401,0.0001062153156797,2.43421352680561,182.660853974987,sinkhorn_kernel,533.0665,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309645208675,544.5719101259294,64,2.4342527066751765,126.0
217601,0.0001062153149276,2.43421352680559,182.660856285661,sinkhorn_kernel,533.5566,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309550464058,544.5719101259294,64,2.4342527066751765,126.0
217801,0.00010621531414,2.43421352680557,182.660858596335,sinkhorn_kernel,534.0462,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309451246442,544.5719101259294,64,2.4342527066751765,126.0
218001,0.0001062153133178,2.43421352680557,182.660860907009,sinkhorn_kernel,534.5359,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309347649241,544.5719101259294,64,2.4342527066751765,126.0
218201,0.0001062153124604,2.43421352680553,182.660863217683,sinkhorn_kernel,535.0256,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230923965681,544.5719101259294,64,2.4342527066751765,126.0
218401,0.0001062153115631,2.43421352680551,182.660865528357,sinkhorn_kernel,535.5158,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309126616995,544.5719101259294,64,2.4342527066751765,126.0
218601,0.0001062153106268,2.43421352680549,182.660867839031,sinkhorn_kernel,536.0058,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422309008663178,544.5719101259294,64,2.4342527066751765,126.0
218801,0.0001062153096501,2.43421352680547,182.660870149705,sinkhorn_kernel,536.4958,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308885618963,544.5719101259294,64,2.4342527066751765,126.0
219001,0.0001062153086279,2.43421352680545,182.660872460379,sinkhorn_kernel,536.9867,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308756841746,544.5719101259294,64,2.4342527066751765,126.0
219201,0.0001062153075607,2.43421352680542,182.660874771052,sinkhorn_kernel,537.4769,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308622404745,544.5719101259294,64,2.4342527066751765,126.0
219401,0.0001062153064451,2.43421352680541,182.660877081726,sinkhorn_kernel,537.9666,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308481848914,544.5719101259294,64,2.4342527066751765,126.0
219601,0.0001062153052832,2.43421352680539,182.6608793924,sinkhorn_kernel,538.4568,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308335469499,544.5719101259294,64,2.4342527066751765,126.0
219801,0.0001062153040658,2.43421352680536,182.660881703073,sinkhorn_kernel,538.9466,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308182107297,544.5719101259294,64,2.4342527066751765,126.0
220001,0.0001062153027956,2.43421352680532,182.660884013747,sinkhorn_kernel,539.4366,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422308022102064,544.5719101259294,64,2.4342527066751765,126.0
220201,0.0001062153014704,2.43421352680529,182.66088632442,sinkhorn_kernel,539.9265,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422307855157063,544.5719101259294,64,2.4342527066751765,126.0
220401,0.0001062153000853,2.43421352680526,182.660888635094,sinkhorn_kernel,540.4166,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422307680664217,544.5719101259294,64,2.4342527066751765,126.0
220601,0.0001062152986383,2.43421352680524,182.660890945767,sinkhorn_kernel,540.9064,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422307498362202,544.5719101259294,64,2.4342527066751765,126.0
220801,0.0001062152971272,2.43421352680521,182.66089325644,sinkhorn_kernel,541.3964,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422307307993799,544.5719101259294,64,2.4342527066751765,126.0
221001,0.0001062152955482,2.43421352680516,182.660895567114,sinkhorn_kernel,541.8862,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422307109089536,544.5719101259294,64,2.4342527066751765,126.0
221201,0.0001062152938996,2.43421352680513,182.660897877787,sinkhorn_kernel,542.376,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422306901396135,544.5719101259294,64,2.4342527066751765,126.0
221401,0.0001062152921773,2.43421352680509,182.66090018846,sinkhorn_kernel,542.8679,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422306684426302,544.5719101259294,64,2.4342527066751765,126.0
221601,0.0001062152903795,2.43421352680506,182.660902499133,sinkhorn_kernel,543.3578,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422306457933257,544.5719101259294,64,2.4342527066751765,126.0
221801,0.0001062152885009,2.43421352680501,182.660904809806,sinkhorn_kernel,543.8485,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422306221279838,544.5719101259294,64,2.4342527066751765,126.0
222001,0.0001062152865383,2.43421352680497,182.660907120478,sinkhorn_kernel,544.3389,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422305974032208,544.5719101259294,64,2.4342527066751765,126.0
222201,0.0001062152844887,2.43421352680492,182.660909431151,sinkhorn_kernel,544.8287,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230571583279,544.5719101259294,64,2.4342527066751765,126.0
222401,0.0001062152823497,2.43421352680488,182.660911741824,sinkhorn_kernel,545.3189,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422305446358758,544.5719101259294,64,2.4342527066751765,126.0
222601,0.000106215280114,2.43421352680483,182.660914052496,sinkhorn_kernel,545.8093,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422305164710295,544.5719101259294,64,2.4342527066751765,126.0
222801,0.0001062152777795,2.43421352680477,182.660916363169,sinkhorn_kernel,546.299,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422304870623248,544.5719101259294,64,2.4342527066751765,126.0
223001,0.0001062152753407,2.43421352680472,182.660918673841,sinkhorn_kernel,546.7886,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230456338463,544.5719101259294,64,2.4342527066751765,126.0
223201,0.0001062152727921,2.43421352680467,182.660920984513,sinkhorn_kernel,547.278,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230424231121,544.5719101259294,64,2.4342527066751765,126.0
223401,0.0001062152701315,2.43421352680461,182.660923295186,sinkhorn_kernel,547.7672,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422303907135563,544.5719101259294,64,2.4342527066751765,126.0
223601,0.000106215267353,2.43421352680455,182.660925605858,sinkhorn_kernel,548.2567,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422303557104515,544.5719101259294,64,2.4342527066751765,126.0
223801,0.0001062152644511,2.43421352680448,182.66092791653,sinkhorn_kernel,548.7457,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422303191534838,544.5719101259294,64,2.4342527066751765,126.0
224001,0.0001062152614201,2.43421352680441,182.660930227201,sinkhorn_kernel,549.235,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422302809699005,544.5719101259294,64,2.4342527066751765,126.0
224201,0.0001062152582527,2.43421352680434,182.660932537873,sinkhorn_kernel,549.7244,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230241067677,544.5719101259294,64,2.4342527066751765,126.0
224401,0.000106215254945,2.43421352680427,182.660934848544,sinkhorn_kernel,550.214,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422301993976293,544.5719101259294,64,2.4342527066751765,126.0
224601,0.0001062152514921,2.4342135268042,182.660937159216,sinkhorn_kernel,550.7033,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422301558981057,544.5719101259294,64,2.4342527066751765,126.0
224801,0.0001062152478828,2.43421352680411,182.660939469887,sinkhorn_kernel,551.1924,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422301104299409,544.5719101259294,64,2.4342527066751765,126.0
225001,0.0001062152441148,2.43421352680404,182.660941780558,sinkhorn_kernel,551.6816,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230062960113,544.5719101259294,64,2.4342527066751765,126.0
225201,0.0001062152401795,2.43421352680394,182.660944091229,sinkhorn_kernel,552.1713,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342230013385325,544.5719101259294,64,2.4342527066751765,126.0
225401,0.0001062152360686,2.43421352680385,182.6609464019,sinkhorn_kernel,552.6606,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342229961597,544.5719101259294,64,2.4342527066751765,126.0
225601,0.0001062152317759,2.43421352680376,182.66094871257,sinkhorn_kernel,553.1502,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342229907517995,544.5719101259294,64,2.4342527066751765,126.0
225801,0.0001062152272915,2.43421352680366,182.66095102324,sinkhorn_kernel,553.6398,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422298510245472,544.5719101259294,64,2.4342527066751765,126.0
226001,0.0001062152226061,2.43421352680356,182.66095333391,sinkhorn_kernel,554.1293,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342229791998499,544.5719101259294,64,2.4342527066751765,126.0
226201,0.0001062152177158,2.43421352680345,182.66095564458,sinkhorn_kernel,554.6183,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422297303917325,544.5719101259294,64,2.4342527066751765,126.0
226401,0.0001062152126053,2.43421352680334,182.66095795525,sinkhorn_kernel,555.1077,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422296660104457,544.5719101259294,64,2.4342527066751765,126.0
226601,0.0001062152072679,2.43421352680322,182.660960265919,sinkhorn_kernel,555.5964,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422295987711963,544.5719101259294,64,2.4342527066751765,126.0
226801,0.0001062152016929,2.4342135268031,182.660962576589,sinkhorn_kernel,556.0858,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422295285381866,544.5719101259294,64,2.4342527066751765,126.0
227001,0.0001062151958707,2.43421352680297,182.660964887258,sinkhorn_kernel,556.5754,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422294551914786,544.5719101259294,64,2.4342527066751765,126.0
227201,0.0001062151897894,2.43421352680284,182.660967197926,sinkhorn_kernel,557.0654,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422293785800659,544.5719101259294,64,2.4342527066751765,126.0
227401,0.0001062151834368,2.4342135268027,182.660969508595,sinkhorn_kernel,557.5547,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342229298551339,544.5719101259294,64,2.4342527066751765,126.0
227601,0.0001062151768039,2.43421352680256,182.660971819263,sinkhorn_kernel,558.0443,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422292149907878,544.5719101259294,64,2.4342527066751765,126.0
227801,0.000106215169876,2.4342135268024,182.660974129931,sinkhorn_kernel,558.5334,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342229127715235,544.5719101259294,64,2.4342527066751765,126.0
228001,0.0001062151626374,2.43421352680224,182.660976440598,sinkhorn_kernel,559.0229,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422290365249069,544.5719101259294,64,2.4342527066751765,126.0
228201,0.0001062151550786,2.43421352680207,182.660978751266,sinkhorn_kernel,559.5125,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342228941300991,544.5719101259294,64,2.4342527066751765,126.0
228401,0.0001062151471831,2.43421352680189,182.660981061932,sinkhorn_kernel,560.0023,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422288418357211,544.5719101259294,64,2.4342527066751765,126.0
228601,0.0001062151389368,2.43421352680172,182.660983372599,sinkhorn_kernel,560.4913,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422287379493051,544.5719101259294,64,2.4342527066751765,126.0
228801,0.0001062151303245,2.43421352680153,182.660985683265,sinkhorn_kernel,560.9809,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422286294533322,544.5719101259294,64,2.4342527066751765,126.0
229001,0.0001062151213277,2.43421352680133,182.660987993931,sinkhorn_kernel,561.4701,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422285161136806,544.5719101259294,64,2.4342527066751765,126.0
229201,0.0001062151119322,2.43421352680112,182.660990304596,sinkhorn_kernel,561.9596,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342228397751386,544.5719101259294,64,2.4342527066751765,126.0
229401,0.0001062151021188,2.43421352680091,182.660992615261,sinkhorn_kernel,562.4488,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342228274123507,544.5719101259294,64,2.4342527066751765,126.0
229601,0.0001062150918675,2.43421352680068,182.660994925926,sinkhorn_kernel,562.9402,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422281449801308,544.5719101259294,64,2.4342527066751765,126.0
229801,0.0001062150811622,2.43421352680045,182.66099723659,sinkhorn_kernel,563.4297,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422280101163548,544.5719101259294,64,2.4342527066751765,126.0
230001,0.0001062150699791,2.4342135268002,182.660999547254,sinkhorn_kernel,563.9192,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422278692342969,544.5719101259294,64,2.4342527066751765,126.0
230201,0.0001062150582992,2.43421352679994,182.661001857917,sinkhorn_kernel,564.4085,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422277220935806,544.5719101259294,64,2.4342527066751765,126.0
230401,0.0001062150461005,2.43421352679968,182.661004168579,sinkhorn_kernel,564.8977,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422275684159398,544.5719101259294,64,2.4342527066751765,126.0
230601,0.0001062150333589,2.43421352679939,182.661006479241,sinkhorn_kernel,565.3869,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342227407900779,544.5719101259294,64,2.4342527066751765,126.0
230801,0.0001062150200501,2.4342135267991,182.661008789903,sinkhorn_kernel,565.8767,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422272402388979,544.5719101259294,64,2.4342527066751765,126.0
231001,0.0001062150061498,2.43421352679879,182.661011100564,sinkhorn_kernel,566.366,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422270651261153,544.5719101259294,64,2.4342527066751765,126.0
231201,0.0001062149916326,2.43421352679847,182.661013411224,sinkhorn_kernel,566.8554,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422268822414141,544.5719101259294,64,2.4342527066751765,126.0
231401,0.0001062149764681,2.43421352679814,182.661015721884,sinkhorn_kernel,567.3446,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.0134222669120171,544.5719101259294,64,2.4342527066751765,126.0
231601,0.000106214960632,2.43421352679779,182.661018032543,sinkhorn_kernel,567.834,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422264917018442,544.5719101259294,64,2.4342527066751765,126.0
231801,0.0001062149440894,2.43421352679743,182.661020343201,sinkhorn_kernel,568.3234,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422262833010998,544.5719101259294,64,2.4342527066751765,126.0
232001,0.0001062149268124,2.43421352679704,182.661022653858,sinkhorn_kernel,568.8128,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342226065649891,544.5719101259294,64,2.4342527066751765,126.0
232201,0.0001062149087649,2.43421352679664,182.661024964515,sinkhorn_kernel,569.3021,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422258382914033,544.5719101259294,64,2.4342527066751765,126.0
232401,0.0001062148899169,2.43421352679623,182.661027275171,sinkhorn_kernel,569.7915,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422256008475927,544.5719101259294,64,2.4342527066751765,126.0
232601,0.0001062148702298,2.4342135267958,182.661029585826,sinkhorn_kernel,570.2809,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422253528331205,544.5719101259294,64,2.4342527066751765,126.0
232801,0.0001062148496681,2.43421352679534,182.66103189648,sinkhorn_kernel,570.7706,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342225093801708,544.5719101259294,64,2.4342527066751765,126.0
233001,0.0001062148281918,2.43421352679487,182.661034207134,sinkhorn_kernel,571.2596,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422248232473127,544.5719101259294,64,2.4342527066751765,126.0
233201,0.0001062148057595,2.43421352679438,182.661036517786,sinkhorn_kernel,571.7492,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422245406493602,544.5719101259294,64,2.4342527066751765,126.0
233401,0.0001062147823304,2.43421352679386,182.661038828437,sinkhorn_kernel,572.2386,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342224245494703,544.5719101259294,64,2.4342527066751765,126.0
233601,0.00010621475786,2.43421352679332,182.661041139088,sinkhorn_kernel,572.7278,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422239372216644,544.5719101259294,64,2.4342527066751765,126.0
233801,0.0001062147323004,2.43421352679275,182.661043449737,sinkhorn_kernel,573.2172,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342223615227681,544.5719101259294,64,2.4342527066751765,126.0
234001,0.0001062147056033,2.43421352679216,182.661045760385,sinkhorn_kernel,573.7069,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422232789032405,544.5719101259294,64,2.4342527066751765,126.0
234201,0.0001062146777219,2.43421352679155,182.661048071032,sinkhorn_kernel,574.1963,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342222927658574,544.5719101259294,64,2.4342527066751765,126.0
234401,0.0001062146485994,2.4342135267909,182.661050381678,sinkhorn_kernel,574.6858,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422225607800885,544.5719101259294,64,2.4342527066751765,126.0
234601,0.0001062146181813,2.43421352679024,182.661052692322,sinkhorn_kernel,575.1747,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422221775780202,544.5719101259294,64,2.4342527066751765,126.0
234801,0.0001062145864101,2.43421352678954,182.661055002965,sinkhorn_kernel,575.6641,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422217773308888,544.5719101259294,64,2.4342527066751765,126.0
235001,0.0001062145532277,2.43421352678882,182.661057313607,sinkhorn_kernel,576.1536,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.0134222135930468,544.5719101259294,64,2.4342527066751765,126.0
235201,0.0001062145185683,2.43421352678805,182.661059624247,sinkhorn_kernel,576.6428,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422209226732451,544.5719101259294,64,2.4342527066751765,126.0
235401,0.000106214482368,2.43421352678725,182.661061934885,sinkhorn_kernel,577.1321,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422204666294455,544.5719101259294,64,2.4342527066751765,126.0
235601,0.0001062144445591,2.43421352678642,182.661064245522,sinkhorn_kernel,577.6217,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422199903203058,544.5719101259294,64,2.4342527066751765,126.0
235801,0.0001062144050685,2.43421352678555,182.661066556158,sinkhorn_kernel,578.1109,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342219492825743,544.5719101259294,64,2.4342527066751765,126.0
236001,0.0001062143638194,2.43421352678464,182.661068866791,sinkhorn_kernel,578.6004,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422189731780767,544.5719101259294,64,2.4342527066751765,126.0
236201,0.0001062143207383,2.43421352678369,182.661071177423,sinkhorn_kernel,579.0897,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422184304512074,544.5719101259294,64,2.4342527066751765,126.0
236401,0.0001062142757413,2.4342135267827,182.661073488053,sinkhorn_kernel,579.5794,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422178635880393,544.5719101259294,64,2.4342527066751765,126.0
236601,0.000106214228743,2.43421352678166,182.661075798681,sinkhorn_kernel,580.0688,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.01342217271513465,544.5719101259294,64,2.4342527066751765,126.0
236801,0.000106214179655,2.43421352678058,182.661078109306,sinkhorn_kernel,580.5582,ClassicImages,1.0,126.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,19941.39817308305,0.013422166531126675,544.5719101259294,64,2.4342527066751765,126.0
