iter,infeas,ot_objective,dual,solver,time(s),problemclass,p,maxval,Algorithm,problem_1,problem_2,eta,primal,resolution_x,unnorm_ot_distance,gap,bintime,resolution_y,ot_distance,maxv
57801,0.0274725722224079,5.17835283101785,948.936762860143,sinkhorn_kernel,147.9651,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0639399752007,156.02246448639497,64,1.845184905828848,63.0
58001,0.0273366326744826,5.18229371317651,949.215605630931,sinkhorn_kernel,148.4784,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.059316665840067,156.02246448639497,64,1.845184905828848,63.0
58201,0.0273026050147306,5.18665014100397,949.491045882712,sinkhorn_kernel,148.9903,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.061529351103149,156.02246448639497,64,1.845184905828848,63.0
58401,0.0272200459657951,5.19204730281382,949.763694288733,sinkhorn_kernel,149.5023,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.061725292830063,156.02246448639497,64,1.845184905828848,63.0
58601,0.0271545121259746,5.21857448705545,950.027700476202,sinkhorn_kernel,150.0142,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.084123845163001,156.02246448639497,64,1.845184905828848,63.0
58801,0.0270005039505454,5.22581089839152,950.287763741439,sinkhorn_kernel,150.5261,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0816577414470325,156.02246448639497,64,1.845184905828848,63.0
59001,0.0268970064232905,5.22888405827203,950.546367292598,sinkhorn_kernel,151.0381,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.078210557110483,156.02246448639497,64,1.845184905828848,63.0
59201,0.0267738134497937,5.23139560370503,950.803623484195,sinkhorn_kernel,151.55,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.072960945213185,156.02246448639497,64,1.845184905828848,63.0
59401,0.0265052976221431,5.23438354914531,951.05824491914,sinkhorn_kernel,152.0619,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.059032393511477,156.02246448639497,64,1.845184905828848,63.0
59601,0.0264730414248463,5.23711461987897,951.30931432027,sinkhorn_kernel,152.5738,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0597313238154396,156.02246448639497,64,1.845184905828848,63.0
59801,0.026406579086487,5.23969541377819,951.558815404671,sinkhorn_kernel,153.0858,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0581249903980225,156.02246448639497,64,1.845184905828848,63.0
60001,0.0263171891570956,5.24214246302508,951.807201422766,sinkhorn_kernel,153.5977,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.054940474093255,156.02246448639497,64,1.845184905828848,63.0
60201,0.02625037862088,5.24506592789891,952.054349379565,sinkhorn_kernel,154.1096,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.053654875185502,156.02246448639497,64,1.845184905828848,63.0
60401,0.0260057240139713,5.25106808623929,952.299435392153,sinkhorn_kernel,154.6216,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.044243793290633,156.02246448639497,64,1.845184905828848,63.0
60601,0.0258534283499038,5.2562226400581,952.543044994144,sinkhorn_kernel,155.1335,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.039803720273191,156.02246448639497,64,1.845184905828848,63.0
60801,0.0257684696790771,5.25923908532334,952.785459896521,sinkhorn_kernel,155.6454,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.03746776927635,156.02246448639497,64,1.845184905828848,63.0
61001,0.0257352527472708,5.2614984884804,953.026765323329,sinkhorn_kernel,156.1573,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.037634505729612,156.02246448639497,64,1.845184905828848,63.0
61201,0.0257271970534427,5.26279564479321,953.267518212546,sinkhorn_kernel,156.6693,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.038424153331252,156.02246448639497,64,1.845184905828848,63.0
61401,0.0256679651064431,5.26423425459972,953.507757059467,sinkhorn_kernel,157.1812,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.036131150476788,156.02246448639497,64,1.845184905828848,63.0
61601,0.025625241244318,5.26596123230323,953.747416934231,sinkhorn_kernel,157.6931,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0351665248664155,156.02246448639497,64,1.845184905828848,63.0
61801,0.0254711196529534,5.27334577016249,953.985852606062,sinkhorn_kernel,158.2051,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.032841402469707,156.02246448639497,64,1.845184905828848,63.0
62001,0.0252927070391406,5.28070897775924,954.221789722314,sinkhorn_kernel,158.717,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.02896461539625,156.02246448639497,64,1.845184905828848,63.0
62201,0.025241998730766,5.28372852170098,954.456781038931,sinkhorn_kernel,159.2289,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0287895359103905,156.02246448639497,64,1.845184905828848,63.0
62401,0.0251572440972461,5.28512859772844,954.691094688415,sinkhorn_kernel,159.7409,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.024850070026097,156.02246448639497,64,1.845184905828848,63.0
62601,0.0251572323975362,5.2859708451548,954.924948411839,sinkhorn_kernel,160.2528,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.025691580370733,156.02246448639497,64,1.845184905828848,63.0
62801,0.0251572314477139,5.29210306860164,955.158096509971,sinkhorn_kernel,160.7648,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.031823743978768,156.02246448639497,64,1.845184905828848,63.0
63001,0.0251572313759553,5.29743728059823,955.389875711155,sinkhorn_kernel,161.2767,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.037157951454566,156.02246448639497,64,1.845184905828848,63.0
63201,0.0251572313711866,5.30021008954947,955.62002840638,sinkhorn_kernel,161.7886,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.039930760105378,156.02246448639497,64,1.845184905828848,63.0
63401,0.0251572313709452,5.30036554423928,955.849112287927,sinkhorn_kernel,162.3006,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.040086214779979,156.02246448639497,64,1.845184905828848,63.0
63601,0.0251572313709125,5.30024603066567,956.077682695649,sinkhorn_kernel,162.8125,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.039966701204309,156.02246448639497,64,1.845184905828848,63.0
63801,0.0251572313709202,5.300176567921,956.305945248485,sinkhorn_kernel,163.3244,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.039897238460124,156.02246448639497,64,1.845184905828848,63.0
64001,0.0251572313708997,5.30009984729165,956.534041776475,sinkhorn_kernel,163.8364,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.039820517829483,156.02246448639497,64,1.845184905828848,63.0
64201,0.0251572313688406,5.29986459858428,956.762015286534,sinkhorn_kernel,164.3483,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.03958526899239,156.02246448639497,64,1.845184905828848,63.0
64401,0.0251572311236541,5.29937356821608,956.989723670643,sinkhorn_kernel,164.8603,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.03909422317744,156.02246448639497,64,1.845184905828848,63.0
64601,0.0251572036201107,5.29911985271961,957.21729440189,sinkhorn_kernel,165.3722,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0388387749577355,156.02246448639497,64,1.845184905828848,63.0
64801,0.0251542383960445,5.29892991366147,957.444803813765,sinkhorn_kernel,165.8841,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.038462026783426,156.02246448639497,64,1.845184905828848,63.0
65001,0.0250121965361913,5.30000690414371,957.671695055877,sinkhorn_kernel,166.3961,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.030590380094914,156.02246448639497,64,1.845184905828848,63.0
65201,0.0249587538242986,5.30068907538592,957.897391539618,sinkhorn_kernel,166.908,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.027905660487884,156.02246448639497,64,1.845184905828848,63.0
65401,0.0249131621827593,5.30048825623989,958.122560073077,sinkhorn_kernel,167.42,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.024832567924878,156.02246448639497,64,1.845184905828848,63.0
65601,0.0248162199822456,5.30186779754116,958.346777981385,sinkhorn_kernel,167.9319,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.020104750593784,156.02246448639497,64,1.845184905828848,63.0
65801,0.0248064655279893,5.30218444761329,958.570395601189,sinkhorn_kernel,168.4438,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.019806870047768,156.02246448639497,64,1.845184905828848,63.0
66001,0.0247984715501321,5.30239807596585,958.793830861984,sinkhorn_kernel,168.9558,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.019516877795324,156.02246448639497,64,1.845184905828848,63.0
66201,0.0246849833774976,5.30297715212226,959.016676768291,sinkhorn_kernel,169.469,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.012946199075761,156.02246448639497,64,1.845184905828848,63.0
66401,0.0245152186203071,5.30420269861509,959.23774946561,sinkhorn_kernel,169.981,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.00347656586559,156.02246448639497,64,1.845184905828848,63.0
66601,0.0244993955917104,5.30536629223103,959.457770194123,sinkhorn_kernel,170.4929,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.003643308679937,156.02246448639497,64,1.845184905828848,63.0
66801,0.0244993759276914,5.30880640502473,959.676748530443,sinkhorn_kernel,171.0048,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.00708218264044,156.02246448639497,64,1.845184905828848,63.0
67001,0.0244993751908822,5.31222143953668,959.894215935398,sinkhorn_kernel,171.517,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.0104971707334105,156.02246448639497,64,1.845184905828848,63.0
67201,0.0244993751591197,5.31401827031397,960.111089410243,sinkhorn_kernel,172.0289,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.012293999509663,156.02246448639497,64,1.845184905828848,63.0
67401,0.0244993746828396,5.31509376302662,960.327745141581,sinkhorn_kernel,172.5408,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.013369462216667,181.27224187515105,64,1.845184905828848,63.0
67601,0.0244992356791063,5.3164465833142,960.544260044383,sinkhorn_kernel,173.0528,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.014713525269048,181.27224187515105,64,1.845184905828848,63.0
67801,0.0244415981379435,5.3180181991537,960.760477012834,sinkhorn_kernel,173.5647,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.012653976015292,181.27224187515105,64,1.845184905828848,63.0
68001,0.0243325139758835,5.32018673726934,960.976096084317,sinkhorn_kernel,174.0766,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.007950211921153,181.27224187515105,64,1.845184905828848,63.0
68201,0.0239910865247969,5.32651250805967,961.190546087615,sinkhorn_kernel,174.5886,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9927660532930265,181.27224187515105,64,1.845184905828848,63.0
68401,0.0237486154584781,5.33520469481613,961.40229645997,sinkhorn_kernel,175.1005,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.986182562871402,181.27224187515105,64,1.845184905828848,63.0
68601,0.0236570910402765,5.34007382890024,961.612905019905,sinkhorn_kernel,175.6124,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.985285658608811,181.27224187515105,64,1.845184905828848,63.0
68801,0.0236299125600386,5.34376177999858,961.822893604882,sinkhorn_kernel,176.1243,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.987261365452164,181.27224187515105,64,1.845184905828848,63.0
69001,0.0236143371887776,5.34661115915844,962.032421595481,sinkhorn_kernel,176.6363,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.989129496222581,181.27224187515105,64,1.845184905828848,63.0
69201,0.0235615806692387,5.3492512799352,962.241283043607,sinkhorn_kernel,177.1482,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.98844595626839,181.27224187515105,64,1.845184905828848,63.0
69401,0.0234604839786343,5.35466808103799,962.448938954669,sinkhorn_kernel,177.6602,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.987493665863102,181.27224187515105,64,1.845184905828848,63.0
69601,0.0233669346228363,5.37498835134632,962.652069010742,sinkhorn_kernel,178.1721,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.001920326756159,181.27224187515105,64,1.845184905828848,63.0
69801,0.0232462493784093,5.39011186242988,962.851675722609,sinkhorn_kernel,178.6841,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.009440667440817,181.27224187515105,64,1.845184905828848,63.0
70001,0.0228683131142332,5.40474132238813,963.04734274576,sinkhorn_kernel,179.1961,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,5.000260142755973,181.27224187515105,64,1.845184905828848,63.0
70201,0.0224764451469658,5.41621377425616,963.239987715058,sinkhorn_kernel,179.708,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.987044912686157,181.27224187515105,64,1.845184905828848,63.0
70401,0.0221642216505315,5.42351401964431,963.430823611249,sinkhorn_kernel,180.22,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.974675077798946,181.27224187515105,64,1.845184905828848,63.0
70601,0.0218775296984426,5.42824052848866,963.620349230811,sinkhorn_kernel,180.7319,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.961339993661696,181.27224187515105,64,1.845184905828848,63.0
70801,0.0216830275889527,5.43288793328173,963.808631413914,sinkhorn_kernel,181.2438,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.953733765556902,181.27224187515105,64,1.845184905828848,63.0
71001,0.0215512386151124,5.43789142689574,963.995340829315,sinkhorn_kernel,181.7558,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9504345538189725,181.27224187515105,64,1.845184905828848,63.0
71201,0.0214280323237569,5.44257801878454,964.180367522538,sinkhorn_kernel,182.2677,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.947359149352376,181.27224187515105,64,1.845184905828848,63.0
71401,0.0213468607244685,5.44580182485534,964.363700000047,sinkhorn_kernel,182.7797,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9454691446680075,181.27224187515105,64,1.845184905828848,63.0
71601,0.0213136182513688,5.44723243123377,964.545731714461,sinkhorn_kernel,183.2916,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.944805475241156,181.27224187515105,64,1.845184905828848,63.0
71801,0.0212729389865141,5.44752717625189,964.727044393318,sinkhorn_kernel,183.8036,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9425374265734305,181.27224187515105,64,1.845184905828848,63.0
72001,0.0212699880777771,5.44738287656925,964.907977438515,sinkhorn_kernel,184.3155,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.942207219640359,181.27224187515105,64,1.845184905828848,63.0
72201,0.0212648206793034,5.4473382645502,965.088607106064,sinkhorn_kernel,184.8275,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.941837061517466,181.27224187515105,64,1.845184905828848,63.0
72401,0.0212609095839617,5.44772983935388,965.268851209212,sinkhorn_kernel,185.3394,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.941982237314619,181.27224187515105,64,1.845184905828848,63.0
72601,0.0212602861532756,5.44845816180938,965.448681095138,sinkhorn_kernel,185.8513,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.942671283636894,181.27224187515105,64,1.845184905828848,63.0
72801,0.0212597973131816,5.44929424494548,965.628165959767,sinkhorn_kernel,186.3633,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.943476569847073,181.27224187515105,64,1.845184905828848,63.0
73001,0.0212594077325312,5.45010077214932,965.807386314177,sinkhorn_kernel,186.8752,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.944258553469938,181.27224187515105,64,1.845184905828848,63.0
73201,0.0212590941367616,5.45084113651338,965.986391254178,sinkhorn_kernel,187.3871,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9449791613005125,181.27224187515105,64,1.845184905828848,63.0
73401,0.0212588402529508,5.45186203170427,966.165073065377,sinkhorn_kernel,187.8991,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9459840618113216,181.27224187515105,64,1.845184905828848,63.0
73601,0.0212586340006927,5.45507687809673,966.343108472767,sinkhorn_kernel,188.411,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9491859143115216,181.27224187515105,64,1.845184905828848,63.0
73801,0.0212543362221953,5.45811414148817,966.520440288559,sinkhorn_kernel,188.923,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.951952417657625,181.27224187515105,64,1.845184905828848,63.0
74001,0.0209802812236941,5.46906108945693,966.695183983403,sinkhorn_kernel,189.4349,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.94563390072081,181.27224187515105,64,1.845184905828848,63.0
74201,0.0208886839264555,5.48356269812707,966.863605967514,sinkhorn_kernel,189.9482,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.954364879664919,181.27224187515105,64,1.845184905828848,63.0
74401,0.0207791129867896,5.48873756915382,967.030018903978,sinkhorn_kernel,190.4601,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.952636781492716,181.27224187515105,64,1.845184905828848,63.0
74601,0.0205784006583738,5.49102102649667,967.194848610199,sinkhorn_kernel,190.9721,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.942275362145371,181.27224187515105,64,1.845184905828848,63.0
74801,0.0204852574175559,5.49177129921382,967.358387277236,sinkhorn_kernel,191.484,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.937157610690994,181.27224187515105,64,1.845184905828848,63.0
75001,0.0204493201332947,5.49212673857657,967.521476666647,sinkhorn_kernel,191.996,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.935249001145289,181.27224187515105,64,1.845184905828848,63.0
75201,0.0204332513058586,5.49292473863725,967.684220872362,sinkhorn_kernel,192.5079,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.935034665077494,181.27224187515105,64,1.845184905828848,63.0
75401,0.0204162959169839,5.4941842988457,967.846370804715,sinkhorn_kernel,193.0199,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.935226035786838,181.27224187515105,64,1.845184905828848,63.0
75601,0.0204023515152128,5.49479165295306,968.008264137643,sinkhorn_kernel,193.5318,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.934954892582618,181.27224187515105,64,1.845184905828848,63.0
75801,0.0203956731762259,5.49587407025164,968.169802886258,sinkhorn_kernel,194.0437,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.935616574525024,181.27224187515105,64,1.845184905828848,63.0
76001,0.0203924779871575,5.49696958511999,968.330787331168,sinkhorn_kernel,194.5557,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.936510792482064,181.27224187515105,64,1.845184905828848,63.0
76201,0.020389266473383,5.49886907072523,968.491045068948,sinkhorn_kernel,195.0676,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.938207952719511,181.27224187515105,64,1.845184905828848,63.0
76401,0.0203870455283558,5.49966483010038,968.650866568621,sinkhorn_kernel,195.5795,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.938863792557947,181.27224187515105,64,1.845184905828848,63.0
76601,0.0203870454569404,5.49994515767668,968.810226530944,sinkhorn_kernel,196.0915,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.939144115635077,181.27224187515105,64,1.845184905828848,63.0
76801,0.0203870454454753,5.49989840556909,968.969287785107,sinkhorn_kernel,196.6034,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.939097362805186,181.27224187515105,64,1.845184905828848,63.0
77001,0.0203870454435294,5.49984377898733,969.128163315564,sinkhorn_kernel,197.1153,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.939042736100834,181.27224187515105,64,1.845184905828848,63.0
77201,0.0203870454431893,5.49969532629084,969.2868685386,sinkhorn_kernel,197.6273,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.9388942833829175,181.27224187515105,64,1.845184905828848,63.0
77401,0.0203870454430776,5.50010399779709,969.444920026845,sinkhorn_kernel,198.1392,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.93930295488213,181.27224187515105,64,1.845184905828848,63.0
77601,0.0203870454366247,5.50129335946413,969.6021990562,sinkhorn_kernel,198.6512,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.940492316142638,181.27224187515105,64,1.845184905828848,63.0
77801,0.0203870446039852,5.50208093382727,969.759069121214,sinkhorn_kernel,199.1632,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.941279838049489,181.27224187515105,64,1.845184905828848,63.0
78001,0.0203869375661296,5.50254052121777,969.915731227265,sinkhorn_kernel,199.6752,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.941732682055086,181.27224187515105,64,1.845184905828848,63.0
78201,0.0203776875563552,5.5028277987711,970.072265999705,sinkhorn_kernel,200.1871,ClassicImages,inf,63.0,SK ($\eta = 10^{-4}$),data64_1005.csv,data64_1007.csv,,,64,15115.75474854992,4.941437208992629,181.27224187515105,64,1.845184905828848,63.0
