time(s),iter,infeas,ot_objective,primal,dual,solver,N,w,tau,eta,p,prob1,prob2
0.000629126,1,0.525316887084832,0.206598689156772,1.25661541180636,0.0,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.1166177,501,0.0114763358582114,0.0376897775259547,0.0597438144754496,-0.0791133349086937,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.2765151,1001,0.0015659383452036,0.0225725889997131,0.0254844141451149,0.00291282712368579,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.3872062,1501,0.000534127836395929,0.0173216068165413,0.0183036919372999,0.00664021482792315,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.5021207,2001,0.000107390532137512,0.0145966957333561,0.014799315717903,0.00681540804746561,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.6190808,2501,0.000113453594879653,0.0129829108696487,0.0131932411141149,0.00688207217955433,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.7409081,3001,0.000193446728437378,0.0119032820006384,0.012258485906145,0.00693135643374876,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.8593554,3501,0.00011112017751983,0.0111000975633341,0.0112997706954021,0.00697618495247418,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.9800913,4001,7.30161440205165e-5,0.0104952564584096,0.0106287360942297,0.0070600239931512,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.108089,4501,9.75044421157162e-5,0.0100345075486539,0.0102120476592463,0.00711089802799766,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.235676,5001,7.58409204791621e-5,0.00965594887794264,0.00979458724682292,0.00718189612666933,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.366928,5501,3.25566617554638e-5,0.00934458506057313,0.0094042295653481,0.00724197010957997,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.611159,6001,6.02722953800373e-5,0.00909936913797044,0.00920974388879062,0.00730625885831854,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.722455,6501,6.17651236726526e-5,0.00889235379112821,0.0090037875077306,0.00736704808828903,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.835368,7001,4.09732108371487e-5,0.00871556801110911,0.00878912252022462,0.00741717140793463,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
1.950042,7501,1.27162235359466e-5,0.00856603881440889,0.00858899382190901,0.00745604498948349,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
2.068757,8001,1.65613229923236e-5,0.00844598505806923,0.00847676551759578,0.0074954913970203,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
2.190415,8501,1.95782410669723e-5,0.00834593658091446,0.00838244140055185,0.00752904552110154,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
2.311486,9001,2.45077435093978e-5,0.00826349677018559,0.00830866980269691,0.00756132211614766,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
2.433241,9501,3.22856190634781e-5,0.00819542395367745,0.0082546394834729,0.00759339524183211,lamp_cuda,100,10,0.1,0.0,2.0,LogitGRF/data32_1008.csv,LogitGRF/data32_1005.csv
0.000366602,1,0.631899338701148,0.169249363152158,1.44884325410564,0.0,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.1281953,501,0.0172068091915654,0.0535937173951684,0.086622945850433,-0.0749267716002195,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.2615251,1001,0.00406243866973633,0.0386752079317084,0.0465208207282977,0.0177666463006172,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.392454,1501,0.00059309348636656,0.0331088392812093,0.034210345884956,0.0216357924014923,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.6522047,2001,0.00068823431428011,0.0304612773287917,0.0317863127028338,0.0222344185100266,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.7623666,2501,0.000115379150054155,0.0287512056951271,0.028966927187075,0.0224411472181282,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.8743646,3001,0.000480791761560313,0.0277089335764243,0.0286117351199087,0.0227924674804902,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.9883313,3501,0.000160415791135335,0.0268801791240899,0.0271726383980302,0.0228441416481772,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.103825,4001,8.19385321692849e-5,0.0262911552065175,0.0264460234846733,0.0229599576369554,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.220813,4501,0.00022914919710143,0.0258710402388145,0.0263088634460971,0.0231474680974994,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.339292,5001,0.000214154176965514,0.0255212632376517,0.0259208849508058,0.0232596487918053,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.459606,5501,0.000114051024703745,0.0252302175675259,0.0254399000136592,0.0232962810595786,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.584431,6001,8.61773294547648e-5,0.0250008705261806,0.0251577477646413,0.0233347495658487,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.710829,6501,0.000121108465078967,0.024829493876375,0.0250608818582766,0.023441691487092,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.835804,7001,0.000118806928083121,0.0246769043027742,0.0248928823043068,0.0234753532393509,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
1.961618,7501,5.55702174787416e-5,0.0245514640364653,0.0246580178345507,0.0235525413112656,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
2.091317,8001,5.48366284323664e-5,0.0244533712655683,0.0245553926770075,0.023563257851032,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
2.226354,8501,4.85849736187308e-5,0.0243685289228745,0.0244569815154714,0.0236335595210903,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
2.364392,9001,7.20283225510349e-5,0.0243078869249158,0.0244409097161832,0.02367064218953,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
2.642955,9501,2.81636359407921e-5,0.0242458319777748,0.0242966538519246,0.0236879344551774,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1003.csv,MicroscopyImages/data32_1008.csv
0.000330637,1,0.203870293756065,0.206032973014456,0.612737535674575,0.0,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.114129,501,0.0131893169910946,0.0338645527812753,0.0591302058521979,-0.0602898214334386,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.2290555,1001,0.00103096052742218,0.0176306314755746,0.0195889337994971,-0.000766445366227574,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.3453647,1501,0.000468268164349195,0.0121714291282036,0.0130255311612063,0.000642722093598003,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.4636781,2001,9.52975834854937e-5,0.0093023837589505,0.00948044989888299,0.000911621490508156,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.582748,2501,5.57128844509026e-5,0.00758760521289198,0.00769120635343087,0.000924379439225704,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.7034243,3001,0.00014398309656522,0.00645167935023861,0.0067125278709344,0.000913132587601426,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.8250185,3501,6.683044756782e-5,0.00560315713158358,0.00572417079322651,0.000820924704299439,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.9541524,4001,9.90088229527028e-5,0.00497294420017765,0.00515316438990592,0.000953941869882902,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
1.079771,4501,8.24667669239469e-5,0.00446371989394793,0.00461258112809096,0.000943796259382339,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
1.20696,5001,2.81147393296948e-5,0.00403789640946612,0.00408939197439206,0.00107216267582682,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
1.335884,5501,4.9631336205498e-5,0.00369406002294517,0.00378445032181522,0.00106740259055186,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
1.467964,6001,6.0194982835801e-5,0.00340052270604526,0.00350930009930532,0.00115145255281447,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
1.605683,6501,4.5241383614363e-5,0.0031451193788067,0.00322708550577945,0.00125636105074665,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
1.916541,7001,1.12837538340004e-5,0.00292295711821718,0.0029435943968635,0.00131887084993855,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
2.026377,7501,3.8347035589313e-5,0.00274353034480555,0.00281331341994124,0.00136059257662275,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
2.138399,8001,4.12630279861973e-5,0.00258673314050858,0.00266180800516717,0.00139183605390009,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
2.251668,8501,3.74344895980551e-5,0.00245230837943357,0.00252043454189297,0.00141868664180249,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
2.36649,9001,3.39940635861562e-5,0.00233845401684572,0.00240033040170973,0.00144478238492767,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
2.483076,9501,2.98170397591245e-5,0.00224214597157061,0.00229638998832176,0.00146481007179186,lamp_cuda,100,10,0.1,0.0,2.0,WhiteNoise/data32_1007.csv,WhiteNoise/data32_1001.csv
0.000353077,1,0.498948417094415,0.179241438336227,1.17912731323575,0.0,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.1211681,501,0.0155628012180674,0.0721744166722013,0.102263546059753,-0.0484292910645093,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.244267,1001,0.00325893680939008,0.0573265576012554,0.0636394933034315,0.0353646637956316,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.371983,1501,0.00121695832653089,0.0518765835588675,0.0542114883263865,0.0409477052821825,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.4977754,2001,0.000375374076124131,0.0490533025330475,0.0497391242226805,0.0413430879420671,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.6249625,2501,0.000228850387049393,0.0474274010695332,0.0478458571812848,0.0416232397463632,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.7528298,3001,0.000239597121206665,0.0463535603116226,0.0468091238616814,0.041819380926522,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.8832355,3501,0.000152054224463275,0.0455646499633508,0.0458409497290211,0.0419697329702135,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.020208,4001,0.000123593996192846,0.0449995498049641,0.0452381816633165,0.0420427026759785,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.153888,4501,6.38520869313404e-5,0.0445589797682599,0.0446798546547116,0.0420907995065501,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.491967,5001,2.59759436715632e-5,0.0442180831648791,0.0442678465188165,0.0421236410828626,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.603828,5501,3.76354738254939e-6,0.0439512471168835,0.0439582896258596,0.0421533275242021,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.71664,6001,2.9378355808561e-5,0.0437438280603286,0.0437994535846178,0.0421918294936358,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.831043,6501,4.26337571818534e-5,0.0435753552728356,0.0436561596765196,0.0422340979517923,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
1.946867,7001,1.35937426137221e-5,0.0434304165775608,0.0434559718311276,0.0422676942937062,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
2.064395,7501,2.68870528361321e-5,0.0433175333420318,0.0433662304033411,0.0423146986393625,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
2.184974,8001,2.23597796425855e-5,0.0432239163624589,0.0432661922686001,0.0423529594375911,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
2.306214,8501,5.611458220372e-6,0.0431431370520435,0.0431532893827307,0.04237713099732,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
2.432859,9001,4.96898644138566e-6,0.0430786650042844,0.0430880452864017,0.0424216060621635,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
2.5582,9501,4.51687522273531e-6,0.043025151051163,0.0430335796362779,0.0424417780699689,lamp_cuda,100,10,0.1,0.0,2.0,MicroscopyImages/data32_1001.csv,MicroscopyImages/data32_1006.csv
0.000368973,1,0.588711877336482,0.177579976250669,1.39382023448358,0.0,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.1294606,501,0.0150876962447206,0.0422646342440897,0.0711847785111547,-0.084869506918528,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.2606914,1001,0.0024878456171016,0.027120724055159,0.0317983064754424,0.00706654215055491,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.3959557,1501,0.0017797314125821,0.022070247754913,0.0253263764282166,0.0112271156320821,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.5291094,2001,0.00045515341121139,0.0191300577490869,0.0199589144445286,0.0109587787550935,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.6626979,2501,0.000659445262688277,0.0175259375039692,0.0187217137174583,0.0113159282755283,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.79855,3001,0.000365152154183112,0.016375974368893,0.0170437913083314,0.0113959126617312,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.093841,3501,0.000426055271484668,0.0155928780343252,0.0163705121987007,0.0115024951266222,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.206677,4001,0.000383816364890972,0.0149716634837723,0.0156615867479697,0.0115993760904849,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.320585,4501,0.000372653076086096,0.0145165515885794,0.0151975452448951,0.0116662183568145,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.436054,5001,0.000281708765856216,0.0141192773954739,0.0146271377686731,0.0117129721131635,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.552687,5501,0.000110126956815899,0.0137933574217868,0.013996057760285,0.0117250149848751,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.671519,6001,0.000212841520476032,0.0135768847348516,0.0139644908315843,0.0118592663803046,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.795347,6501,6.03762566625502e-5,0.0133452358535622,0.0134556982286904,0.0118724415270306,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
1.918697,7001,0.000144076830573695,0.0131979120265087,0.0134555170790564,0.011971750665025,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
2.042694,7501,0.000144859725486314,0.0130625682458852,0.0133230747513446,0.0120013473204671,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
2.168201,8001,2.59899066960014e-5,0.0129320224258184,0.0129784041359775,0.0120081952242726,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
2.295036,8501,6.41599141432672e-5,0.0128484537816474,0.012966026062378,0.0120725345489634,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
2.427968,9001,7.62014945767406e-5,0.0127762289161155,0.0129158212721757,0.0121170145674109,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
2.559034,9501,4.88019148175592e-5,0.0127101725785226,0.0127986456324086,0.0121449756437752,lamp_cuda,100,10,0.1,0.0,2.0,LogGRF/data32_1001.csv,LogGRF/data32_1002.csv
0.000391616,1,0.675899935187338,0.208576581409808,1.54524353305824,0.0,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.1351293,501,0.0153960366058491,0.102466512110486,0.132454337432093,0.0295757056070243,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.2702938,1001,0.00193414948332608,0.0865848484159222,0.0903708694519737,0.0674944829278704,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.599406,1501,0.000464342908057577,0.0809514775621136,0.0818117849436095,0.0697137749499731,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.712975,2001,0.000774149551961167,0.0781914680286582,0.079696415170294,0.0701745991823663,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.8259725,2501,0.000230664929088303,0.0763721158636668,0.0768229382875858,0.0701451722108274,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.9403213,3001,0.000257087769594104,0.0752097624300205,0.0756923230539251,0.0702504313296221,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.055928,3501,0.000149985808487668,0.0743593810967327,0.0746305248133566,0.0702609187264086,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.178693,4001,0.000230300114680206,0.073761087161705,0.0742016806115801,0.0703410895226058,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.298809,4501,9.60615893602969e-5,0.073257501200341,0.0734446113028329,0.0703823294948288,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.420666,5001,0.000135685372031535,0.0728808898294517,0.0731307063792445,0.0704311764605344,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.544479,5501,0.000125529230023487,0.0725789748534336,0.0728208998127315,0.0705110051485047,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.669712,6001,9.51082105959177e-5,0.0723215667244833,0.0724971620060873,0.0705652674362343,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.802298,6501,2.95679246094139e-5,0.072109938566985,0.0721675626892964,0.0706325512751843,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
1.93045,7001,7.55159701901901e-5,0.0719494792705087,0.0720923007104965,0.0707009860970038,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
2.060482,7501,7.63011992864457e-5,0.0718090988029785,0.0719454287540077,0.0707571993362316,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
2.191758,8001,4.14505861793165e-5,0.0716912143886718,0.0717680360757659,0.0707909132672647,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
2.32418,8501,5.63214320389535e-5,0.0716006069153265,0.07170716411576,0.0708317304546701,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
2.457851,9001,5.58272956556628e-5,0.0715236225202302,0.0716305315323472,0.0708657822189244,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
2.592486,9501,9.53967742254788e-6,0.0714519693926794,0.0714699529183648,0.0708880402021354,lamp_cuda,100,10,0.1,0.0,2.0,CauchyDensity/data32_1009.csv,CauchyDensity/data32_1005.csv
0.000355527,1,0.197990304995108,0.203529535794581,0.601842669778479,0.0,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.1126167,501,0.0131959460654359,0.0339463081980413,0.0591282546167919,-0.0662384567679874,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.2271447,1001,0.000999371684135665,0.0177093392559457,0.0196081828308008,-0.000333479490413395,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.3476081,1501,0.000331114168491549,0.0122437362568164,0.0128478318446865,0.000797504421972114,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.4635241,2001,0.000125613644572952,0.00939658334002993,0.00963173893288522,0.000881888589056714,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.5813595,2501,8.06161305236548e-5,0.00767355371187128,0.00782390211300431,0.000904014251576858,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.701112,3001,8.79800779011132e-5,0.00651527537376452,0.00667672928046361,0.000911693485210259,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.8219925,3501,6.60622703960462e-5,0.00567067241836569,0.00579138427250793,0.000942566469706065,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
0.9494947,4001,8.28651280612635e-5,0.00503050941713791,0.00518174127474957,0.000964928839581537,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.073152,4501,7.04527455170729e-5,0.00451590267162579,0.00464430443450827,0.00101054183604345,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.199326,5001,4.30528322847307e-5,0.00408960026099469,0.00416821396734846,0.00106069838155171,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.326667,5501,1.06008450663471e-5,0.00372991609099414,0.00374941085386641,0.00111613064065413,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.455614,6001,4.81227085341197e-5,0.00343581074964512,0.00352330781820037,0.00117933768773906,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.586554,6501,5.44429031085116e-6,0.00317004090502524,0.00318006001876973,0.00124458138996496,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.719067,7001,3.19670037305878e-5,0.00295348281596521,0.00301186835774712,0.00130348109616803,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
1.85261,7501,3.21102394610596e-5,0.00276404496349803,0.00282269269000012,0.00135803432173101,lamp_cuda,100,10,0.1,0.0,2.0,GRFrough/data32_1010.csv,GRFrough/data32_1008.csv
