time(s),iter,infeas,ot_objective,primal,dual,solver,problemclass,Algorithm,problem_1,problem_2,p
0.0001757,1,0.206930201978633,1387.55294393753,-8.28606275481604,-8.28606276005525,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
0.9373266,201,0.0185938626036941,77.3120741175641,-8.28606275676609,-8.24619633291344,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
1.875323,401,0.00430379369170805,42.9180545982417,-8.28606275721328,-8.2717603896736,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
2.813734,601,0.00196380050411599,31.0285386483784,-8.2860627575005,-8.28290542625666,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
3.753006,801,0.000574232539545965,24.9780651639677,-8.28606275772047,-8.28520375200125,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
4.692665,1001,0.000263821042402318,21.3084324136105,-8.28606275790305,-8.28596386964197,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
5.632535,1201,9.89892240505571e-05,18.8438522314098,-8.28606275806177,-8.28631190475624,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
6.569573,1401,4.15141484786059e-05,17.0737174866939,-8.28606275820392,-8.28642953761815,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
7.502778,1601,1.73823361482885e-05,15.7403781460334,-8.28606275833388,-8.28645418372966,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
8.440233,1801,7.79422239137336e-06,14.699704058461,-8.28606275845449,-8.28646169956515,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
9.380581,2001,3.06310529228779e-06,13.86473756569,-8.2860627585677,-8.28646274547573,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
10.31976,2201,1.57780906385016e-06,13.1798906154378,-8.28606275867492,-8.28646328296931,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
11.26193,2401,5.43106783084421e-07,12.6079622741452,-8.28606275877716,-8.28646349126787,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
12.20501,2601,3.30799822855074e-07,12.1231136244867,-8.28606275887524,-8.28646364731016,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
13.14821,2801,1.04841132599191e-07,11.7068358771595,-8.28606275896974,-8.28646371179017,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
14.09149,3001,7.0807056771921e-08,11.3455221979839,-8.28606275906117,-8.28646376547628,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
15.03714,3201,2.34067266488439e-08,11.0289450754246,-8.28606275914991,-8.28646382095317,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
15.98554,3401,1.57439411648349e-08,10.7492681781184,-8.28606275923629,-8.28646387090897,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
16.93239,3601,6.4529807060519e-09,10.5003858606131,-8.28606275932058,-8.28646391415731,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
17.87738,3801,4.33673699752737e-09,10.2774701851676,-8.286062759403,-8.28646395341413,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
18.82748,4001,2.5976692143354403e-09,10.0766531662702,-8.28606275948375,-8.28646398899294,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
19.77881,4201,1.93458646662942e-09,9.89479937033314,-8.28606275956297,-8.28646402088818,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
20.72699,4401,1.53628377152283e-09,9.72934024838026,-8.28606275964082,-8.28646404995317,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
21.67554,4601,1.3010861913204002e-09,9.57815149378456,-8.28606275971741,-8.28646407631524,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
22.83953,4801,1.1538676017471702e-09,9.43946092814787,-8.28606275979286,-8.28646410080693,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
23.7909,5001,1.0375319223828301e-09,9.31177840170475,-8.28606275986725,-8.28646412369602,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
24.74516,5201,9.43131390347652e-10,9.19384180425427,-8.28606275994066,-8.2864641450085,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
25.69709,5401,8.62865412726689e-10,9.08457502553374,-8.28606276001318,-8.28646416510338,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
26.65216,5601,7.9319499759193e-10,8.98305488860143,-8.28606276008485,-8.28646418382822,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
27.60991,5801,7.31461333384055e-10,8.88848489805312,-8.28606276015575,-8.28646420146224,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
28.56929,6001,6.76422401665639e-10,8.80017421848892,-8.28606276022593,-8.28646421804163,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
29.53175,6201,6.27328577031529e-10,8.71752070624593,-8.28606276029543,-8.28646423344241,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
30.4947,6401,5.83230799213689e-10,8.63999711072931,-8.28606276036429,-8.28646424793105,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
31.45818,6601,5.43528598099033e-10,8.56713977523679,-8.28606276043256,-8.28646426149206,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
32.42262,6801,5.07819019758657e-10,8.49853932436687,-8.28606276050026,-8.28646427440433,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
33.38793,7001,4.75673566013239e-10,8.43383294199023,-8.28606276056744,-8.28646428663373,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
34.35455,7201,4.46607819736683e-10,8.37269793151148,-8.28606276063412,-8.28646429825538,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
35.32179,7401,4.20143721029109e-10,8.31484631660834,-8.28606276070032,-8.28646430893288,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
36.28983,7601,3.9597905986485e-10,8.26002029139835,-8.28606276076608,-8.28646431893114,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
37.25905,7801,3.7378155284877e-10,8.20798836806133,-8.28606276083142,-8.28646432854098,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
38.22881,8001,3.53474704462508e-10,8.15854210025272,-8.28606276089635,-8.28646433778157,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
39.20009,8201,3.34856022867391e-10,8.11149328431715,-8.2860627609609,-8.28646434673408,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
40.17176,8401,3.1776050603851903e-10,8.06667155892124,-8.28606276102508,-8.28646435533107,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
41.1436,8601,3.02087576782291e-10,8.02392233845414,-8.28606276108892,-8.2864643636286,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
42.11564,8801,2.87627001155279e-10,7.98310502726296,-8.28606276115243,-8.28646437160472,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
43.08782,9001,2.74244699662745e-10,7.94409147117646,-8.28606276121562,-8.28646437940179,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
44.06006,9201,2.6188410583172e-10,7.90676461032032,-8.2860627612785,-8.28646438696529,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
45.03484,9401,2.50463265260442e-10,7.87101730333832,-8.2860627613411,-8.2864643942779,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
46.01017,9601,2.39868036857585e-10,7.83675129809959,-8.28606276140342,-8.28646440140764,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
46.98575,9801,2.2999466568041501e-10,7.80387632803028,-8.28606276146547,-8.28646440845739,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
47.96105,10001,2.20768315127985e-10,7.77230931653531,-8.28606276152727,-8.28646441543485,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
48.9368,10201,2.1214163158621e-10,7.7419736747191,-8.28606276158882,-8.28646442231655,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
49.91275,10401,2.04068505949245e-10,7.71279867988417,-8.28606276165014,-8.28646442924636,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
50.88779,10601,1.96537870660984e-10,7.68471892416952,-8.28606276171123,-8.28646443619154,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
51.86347,10801,1.8951426912554301e-10,7.65767382426414,-8.2860627617721,-8.28646444310268,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
52.83845,11001,1.82996511464918e-10,7.63160718444462,-8.28606276183276,-8.28646445004086,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
53.81362,11201,1.7694986568264301e-10,7.60646680629076,-8.28606276189321,-8.28646445704186,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
54.78903,11401,1.71355902144272e-10,7.58220413936348,-8.28606276195347,-8.28646446414521,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
55.76448,11601,1.66217561023137e-10,7.55877396791478,-8.28606276201354,-8.28646447129799,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
56.74055,11801,1.61573713325261e-10,7.53613412936717,-8.28606276207343,-8.28646447853029,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
57.71624,12001,1.57472611983327e-10,7.51424526086673,-8.28606276213314,-8.2864644859819,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
58.69074,12201,1.54016435483005e-10,7.49307057069655,-8.28606276219268,-8.28646449364749,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
59.66685,12401,1.51413439105534e-10,7.47257563175195,-8.28606276225206,-8.28646450148344,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
60.64371,12601,1.49713601121947e-10,7.45272819463262,-8.28606276231127,-8.28646450958726,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
61.62111,12801,1.4889886478203e-10,7.4334980182124,-8.28606276237034,-8.28646451800516,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
62.5976,13001,1.48968453404005e-10,7.41485671580851,-8.28606276242925,-8.28646452669232,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
63.57597,13201,1.49963622574599e-10,7.39677761530152,-8.28606276248801,-8.28646453571933,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
64.55304,13401,1.51984179710648e-10,7.37923563175114,-8.28606276254663,-8.28646454512882,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
65.53564,13601,1.55116972516472e-10,7.36220715122569,-8.28606276260512,-8.28646455492303,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
66.52015,13801,1.59388584348628e-10,7.34566992471032,-8.28606276266347,-8.28646456510789,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
67.50458,14001,1.6495456244697e-10,7.32960297108805,-8.28606276272169,-8.28646457569906,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
68.49064,14201,1.71729063857661e-10,7.31398648830235,-8.28606276277979,-8.28646458676798,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
69.47611,14401,1.79684148013089e-10,7.29880177190688,-8.28606276283777,-8.28646459830591,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
70.46167,14601,1.8872768400016602e-10,7.28403114029592,-8.28606276289563,-8.28646461034931,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
71.44728,14801,1.98818097842644e-10,7.26965786598501,-8.28606276295337,-8.28646462291954,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
72.43369,15001,2.09954243538825e-10,7.25566611237794,-8.28606276301099,-8.2864646360229,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
73.42001,15201,2.22216489499205e-10,7.24204087551608,-8.28606276306851,-8.28646464963658,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
74.4066,15401,2.35532810824988e-10,7.22876793035745,-8.28606276312593,-8.28646466381829,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
75.39381,15601,2.49794662798635e-10,7.21583378117986,-8.28606276318324,-8.28646467856782,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
76.38147,15801,2.6494575043140203e-10,7.20322561574317,-8.28606276324044,-8.28646469390193,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
77.36889,16001,2.80889952891997e-10,7.19093126288187,-8.28606276329755,-8.28646470985858,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
78.35682,16201,2.97610527903367e-10,7.17893915323184,-8.28606276335456,-8.28646472643688,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
79.34509,16401,3.15072684989889e-10,7.16723828282369,-8.28606276341148,-8.28646474362857,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
80.33337,16601,3.33251224541914e-10,7.15581817930115,-8.2860627634683,-8.28646476139046,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
81.32186,16801,3.52127885016988e-10,7.14466887054537,-8.28606276352504,-8.28646477977371,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
82.311,17001,3.71698449925758e-10,7.13378085550712,-8.28606276358169,-8.28646479877506,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
83.29979,17201,3.91827581956662e-10,7.1231450770667,-8.28606276363825,-8.28646481847173,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
84.28794,17401,4.12546488608851e-10,7.11275289675841,-8.28606276369474,-8.28646483877035,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
85.27721,17601,4.33783979202562e-10,7.10259607121056,-8.28606276375113,-8.28646485971476,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
86.26636,17801,4.55529025165534e-10,7.09266673016635,-8.28606276380745,-8.28646488134489,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
87.2565,18001,4.77683570921251e-10,7.08295735596176,-8.28606276386369,-8.28646490366867,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
88.24456,18201,5.00236879059945e-10,7.07346076434823,-8.28606276391986,-8.2864649267016,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
89.23358,18401,5.23154506721539e-10,7.06417008655747,-8.28606276397595,-8.28646495044509,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
90.22235,18601,5.46385689303823e-10,7.05507875251448,-8.28606276403197,-8.28646497490541,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
91.21021,18801,5.69939361960844e-10,7.04618047511291,-8.28606276408791,-8.28646500008578,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
92.19875,19001,5.93747978497457e-10,7.03746923547417,-8.28606276414379,-8.28646502599322,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
93.18863,19201,6.177726053423991e-10,7.02893926911806,-8.2860627641996,-8.28646505262829,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
94.18042,19401,6.41967922323085e-10,7.02058505297922,-8.28606276425534,-8.28646507998265,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
95.17248,19601,6.66321988714415e-10,7.01240129320802,-8.28606276431101,-8.2864651080694,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
96.16443,19801,6.90770107204754e-10,7.00438291370108,-8.28606276436662,-8.28646513686231,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
97.15657,20001,7.15269409016183e-10,6.99652504530905,-8.28606276442217,-8.28646516635555,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
98.14711,20201,7.39800040692529e-10,6.98882301567552,-8.28606276447766,-8.28646519655404,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
99.13594,20401,7.64354795691031e-10,6.98127233966289,-8.28606276453308,-8.28646522743366,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
100.125,20601,7.88912722780486e-10,6.97386871032542,-8.28606276458845,-8.28646525900525,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
101.1139,20801,8.1342522826347e-10,6.96660799039248,-8.28606276464376,-8.28646529124587,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
102.1029,21001,8.37852917423651e-10,6.95948620422821,-8.28606276469901,-8.28646532411699,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
103.0913,21201,8.621884679390291e-10,6.95249953023538,-8.2860627647542,-8.28646535758299,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
104.08,21401,8.86377718889875e-10,6.9456442936754,-8.28606276480934,-8.28646539169192,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
105.2999,21601,9.10410687525345e-10,6.93891695987657,-8.28606276486443,-8.28646542641194,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
106.2867,21801,9.34256219871994e-10,6.93231412780642,-8.28606276491946,-8.28646546171989,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
107.2736,22001,9.57896956992456e-10,6.92583252398468,-8.28606276497445,-8.28646549759519,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
108.2607,22201,9.81303510760141e-10,6.91946899671564,-8.28606276502938,-8.28646553399359,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
109.2481,22401,1.00445167191632e-09,6.91322051062024,-8.28606276508426,-8.286465570958,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
110.2354,22601,1.02733311663434e-09,6.9070841414491,-8.28606276513909,-8.28646560845249,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
111.2226,22801,1.0499248964267402e-09,6.90105707116012,-8.28606276519387,-8.28646564647931,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
112.2097,23001,1.07221510622512e-09,6.89513658324407,-8.28606276524861,-8.28646568503686,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
113.1963,23201,1.09418660735456e-09,6.88932005828379,-8.2860627653033,-8.28646572409519,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
114.1843,23401,1.11581513921935e-09,6.88360496973353,-8.28606276535794,-8.28646576362221,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
115.1706,23601,1.1370939213885301e-09,6.87798887990516,-8.28606276541254,-8.28646580365777,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
116.1577,23801,1.15799951110718e-09,6.87246943614975,-8.28606276546709,-8.28646584416061,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
117.1429,24001,1.17851909078138e-09,6.86704436722328,-8.2860627655216,-8.28646588509634,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
118.1284,24201,1.1986539471016e-09,6.86171147982617,-8.28606276557607,-8.2864659264302,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
119.113,24401,1.21838529576376e-09,6.85646865530724,-8.2860627656305,-8.2864659681476,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
120.098,24601,1.2377051454185801e-09,6.85131384652241,-8.28606276568488,-8.28646601028745,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
121.0829,24801,1.25659927311571e-09,6.84624507484073,-8.28606276573922,-8.28646605282682,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
122.0677,25001,1.2750548032902901e-09,6.841260427289,-8.28606276579353,-8.28646609571032,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
123.0529,25201,1.29307030154961e-09,6.83635805382775,-8.2860627658478,-8.28646613893724,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
124.037,25401,1.3106393547226201e-09,6.8315361647526,-8.28606276590202,-8.28646618243204,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
125.0221,25601,1.3277477935269902e-09,6.82679302821296,-8.28606276595621,-8.28646622619698,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
126.0085,25801,1.3443910143047802e-09,6.82212696784345,-8.28606276601036,-8.28646627021318,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
126.995,26001,1.3605684874977502e-09,6.81753636050143,-8.28606276606448,-8.28646631448147,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
127.9804,26201,1.3762716166430602e-09,6.81301963410586,-8.28606276611855,-8.2864663590611,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
128.9666,26401,1.39149746705616e-09,6.80857526557187,-8.2860627661726,-8.28646640392134,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
129.9529,26601,1.4062419087534702e-09,6.80420177883709,-8.28606276622661,-8.28646644901441,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
130.9392,26801,1.4205118378367902e-09,6.79989774297446,-8.28606276628058,-8.28646649430279,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
131.9251,27001,1.4343005946146002e-09,6.79566177038805,-8.28606276633452,-8.28646653980317,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
132.9117,27201,1.4476080275357802e-09,6.79149251508748,-8.28606276638842,-8.28646658542589,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
133.8981,27401,1.46042488951453e-09,6.78738867103736,-8.2860627664423,-8.28646663121819,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
134.8847,27601,1.4727505716561301e-09,6.78334897057791,-8.28606276649614,-8.28646667719964,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
135.8712,27801,1.4845935099818302e-09,6.77937218291442,-8.28606276654995,-8.2864667233009,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
136.8586,28001,1.4959490269182102e-09,6.77545711267108,-8.28606276660373,-8.28646676952967,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
137.846,28201,1.50682673676354e-09,6.7716025985072,-8.28606276665747,-8.286466815858,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
138.8342,28401,1.5172328049622402e-09,6.76780751179255,-8.28606276671119,-8.2864668622147,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
139.8219,28601,1.5271810281970202e-09,6.76407075533895,-8.28606276676488,-8.28646690845838,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
140.8099,28801,1.5366544351327702e-09,6.76039126218667,-8.28606276681853,-8.28646695468384,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
141.798,29001,1.54566676679877e-09,6.75676799444138,-8.28606276687216,-8.28646700092447,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
142.7847,29201,1.55423179676388e-09,6.7531999421614,-8.28606276692576,-8.28646704714689,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
143.7741,29401,1.5623502677133602e-09,6.74968612229146,-8.28606276697933,-8.28646709334639,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
144.7641,29601,1.5700042983005902e-09,6.74622557764183,-8.28606276703288,-8.28646713950656,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
145.7544,29801,1.57720303232078e-09,6.74281737591052,-8.28606276708639,-8.28646718561059,extragrad_dual_ctransfer,ClassicImages,LAMP,data64_1002.csv,data64_1006.csv,2.0
